id,n_models,source,title,doi,registration,estimation,model_notes,data,status,exclusion_reason,exclusion_reason_notes
u00298,NA,unpublished,Realistic expectations and prosocial behavioural intentions to the early phase of the COVID-19 pandemic in the Norwegian population,http://psyarxiv.com/uptyq/,preregistered,No models,Descriptives only,https://osf.io/uebq7/,excluded,Not an OLS model,not OLS
u00300,NA,unpublished,Discrimination of Complex Odor Mixtures: A Study Using Wine Aroma Models,http://psyarxiv.com/zn9f4/,none,ML,Logistic regression,https://osf.io/j45mh/,excluded,Not an OLS model,not OLS
p00301,NA,published,Trade-offs of strategic sperm adjustments and their consequences under phenotypeâ€“environment mismatches in guppies,10.1016/j.anbehav.2020.06.016,none,ML,Mixed effects models,https://data.mendeley.com/datasets/7wnbzxc4vj/1,excluded,Not an OLS model,not OLS
u00304,NA,unpublished,How Adolescents Develop and Implement Their Ideas? On Self-Regulation of Creative Action,http://psyarxiv.com/z85fc/,none,FA,Factor analysis + SEM,NA,excluded,Not an OLS model,not OLS
p00307,NA,published,Screening for dark personalities: The Short Dark Tetrad (SD4),10.1027/1015-5759/a000602,none,FA,Exploratory + confirmatory factor analysis,https://osf.io/kh2c7/files,excluded,Not an OLS model,not OLS
r00308,NA,published,"Flexibility in Using Self-Regulatory Strategies to Manage Self-Control Conflicts: The Role of Metacognitive Knowledge, Strategy Repertoire, and Feedback Monitoring",http://psyarxiv.com/86h74/,none,ML,Multilevel models,https://osf.io/gfrby/,excluded,Not an OLS model,not OLS
u00314,NA,unpublished,Dynamic patterns of depressive symptoms and sleep during the first month of strict lockdown in two women with major depressive disorder,http://psyarxiv.com/5enrq/,none,Robust,Generalised additive models,NA,excluded,Not an OLS model,not OLS
r00319,NA,published,Shifting Episodic Prediction With Online Cognitive Bias Modification: A Randomized Controlled Trial,http://psyarxiv.com/dg7z8/,preregistered,ML,Growth models,https://osf.io/rnw8g,excluded,Not an OLS model,not OLS
p00331,NA,published,Functional disorganization of small-world brain networks in patients with ischemic leukoaraiosis,10.3389/fnagi.2020.00203,none,FA,"Non-parametric permutation test, network analysis (something along the lines of EFA)",NA,excluded,Not an OLS model,not OLS
p00332,NA,published,"Functional analysis of continuous, high-resolution measures in aging research: A demonstration using cerebral oxygenation data from the irish longitudinal study on aging",10.3389/fnhum.2020.00261,none,PCA,PCA ,See note,excluded,Not an OLS model,not OLS
p00335,NA,published,Resistance in repressive contexts: A comprehensive test of psychological predictors,10.1037/pspi0000285,none,SEM,SEM path analysis,https://osf.io/hstx5/files,excluded,Not an OLS model,not OLS
u00343,NA,unpublished,Identifying emotions in texts using the Emoxicon approach to compare right and left-leaning trolls on Twitter,http://psyarxiv.com/u8ghv/,none,Other,Rasch analysis,https://fivethirtyeight.com/features/why-were-sharing-3-millionrussian-troll-tweets/,excluded,Not an OLS model,not OLS
p00351,NA,published,How the â€œwisdom of the inner crowdâ€ can boost accuracy of confidence judgments,10.1037/dec0000119,none,Bayesian estimation,Bayesian estimation,https://osf.io/b3f6d/files/,excluded,Not an OLS model,not OLS
u00356,NA,unpublished,EEG-based model and antidepressant response,http://psyarxiv.com/hqxzd/,none,Other,ROC analysis,https://zenodo.org/record/4187845#.YuGN0y8w1mA,excluded,Not an OLS model,not OLS
u00358,NA,unpublished,Parent contributions to the development of political attitudes in adoptive and non-adoptive families,http://psyarxiv.com/32tr7/,preregistered,Correlations,Correlations,https://osf.io/tqd4j/?view_only=,excluded,Not an OLS model,not OLS
u00363,NA,unpublished,The Enemy of ‚ÄòUmmah: Belief in Jewish conspiracy theories indirectly affected vaccination decisions,http://psyarxiv.com/53qsk/,preregistered,SEM,SEM,https://osf.io/2gdwn/,excluded,Not an OLS model,not OLS
u00372,NA,unpublished,Censoring Political Opposition Online: Who Does it and Why,http://psyarxiv.com/r9c5z/,preregistered,SEM,SEM,https://osf.io/4jtwk/,excluded,Not an OLS model,not OLS
p00377,NA,published,Unsolicited but acceptable: Non-owners can access property if the owner benefits,10.1037/xge0000877,none,ML,Generalised estimating equations,https://osf.io/uhxzs/files/,excluded,Not an OLS model,not OLS
r00386,NA,published,Competence Development of High Achievers Within the Highest Track in German Secondary School: Evidence for Matthew Effects or Compensation?,http://psyarxiv.com/m23xj/,none,SEM,SEM + growth curve modelling,https://www.iqb.hu-berlin.de/fdz/studies/BiKS_8-14?doi=10.5159/IQB_BIKS_8_14_v2,excluded,Not an OLS model,not OLS
p00388,NA,published,The new normal: Changes in drinking norms from college to postcollege life,10.1037/adb0000562,preregistered,ML,Multilevel models,NA,excluded,Not an OLS model,not OLS
u00391,NA,unpublished,National Inequality and Individual Readiness to Cooperate,http://psyarxiv.com/f79rw/,none,Bayesian estimation,Bayesian hierarchical models,https://datadryad.org/stash/dataset/doi:10.5061/dryad.87301,excluded,Not an OLS model,not OLS
p00399,NA,published,An exploratory analysis of individual differences in mind wandering content and consistency,10.1037/cns0000180,none,FA,CFA + path analysis,https://osf.io/guhw7/files/,excluded,Not an OLS model,not OLS
u00418,NA,unpublished,Estimating the between-issue variation in party elite cue effects,http://psyarxiv.com/p48zb/,none,No models,No models,NA,excluded,Not an OLS model,not OLS
p00422,NA,published,The effect of monetary incentive on survey response for vulnerable children and youths: A randomized controlled trial,10.1371/journal.pone.0233025,Registered Clinical Trial,Robust,Poisson regression with robust variance estimator,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0233025#sec019,excluded,Not an OLS model,not OLS
u00428,NA,unpublished,Attraction to similar options: the Gestalt law of proximity is related to the attraction effect,http://psyarxiv.com/jvcg5/,preregistered,ML,Mixed effects logit,https://osf.io/rd7jz/,excluded,Not an OLS model,not OLS
u00432,NA,unpublished,The double life of language systems: Modelling sonority with complementary symbol and signal based models,http://psyarxiv.com/kvqy5/,none,BF,Bayesian ordinal models,https://osf.io/y477r/,excluded,Not an OLS model,not OLS
r00440,NA,published,Iterative dilemmas demonstrate that there is more to sacrificial harm than utilitarianism and deontology.,10.1016/j.jesp.2021.104244,preregistered,Chi-square,Chi-square + correlation,https://osf.io/c5yqk/,excluded,Not an OLS model,not OLS
r00442,NA,published,Linguistic Distributional Knowledge and Sensorimotor Grounding both Contribute to Semantic Category Production,http://psyarxiv.com/7eucw/,preregistered,ML,Mixed effects models,https://osf.io/efqh6,excluded,Not an OLS model,not OLS
r00449,NA,published,Long-term memory of real-world episodes is independent of recency effects: magic tricks as ecological tasks,http://psyarxiv.com/np4t5/,none,ML,Generalised linear mixed effects model,https://github.com/davidbestue/episodic-memory-magic/blob/master/statistical%20analysis.ipynb,excluded,Not an OLS model,not OLS
p00473,NA,published,Pet dogs ( <i>Canis lupus familiaris</i>) release their trapped and distressed owners: Individual variation and evidence of emotional contagion,10.1371/journal.pone.0231742,none,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
p00474,NA,published,Mental health problems and social media exposure during COVID-19 outbreak,10.1371/journal.pone.0231924,none,ML,Logistic regression,https://doi-org.ezproxy.sussex.ac.uk/10.1371/journal.pone.0231924.s002,excluded,Not an OLS model,not OLS
r00483,NA,published,Scaling Up Fact-Checking Using the Wisdom of Crowds,http://psyarxiv.com/9qdza/,none,Correlations,Correlations,NA,excluded,Not an OLS model,not OLS
r00487,NA,published,Partisan differences in physical distancing are linked to health outcomes during the COVID-19 pandemic.,http://psyarxiv.com/t3yxa/,preregistered,ML,Mixed effects models,https://osf.io/u5pmw/?view_only=33f0691a7e694276bef606cb3e22d141,excluded,Not an OLS model,not OLS
u00492,NA,unpublished,Predictive Modeling of Psychiatric Illness using Electronic Health Records and a Novel Machine Learning Approach with Artificial Intelligence,http://psyarxiv.com/fhdr5/,none,Machine learning,NA,NA,excluded,Not an OLS model,not OLS
u00493,NA,unpublished,Representing Harmony in Computational Music Cognition,http://psyarxiv.com/xswp4/,none,ML,Mixed effects models,https://osf.io/62r85?view_only=33f0691a7e694276bef606cb3e22d141,excluded,Not an OLS model,not OLS
p00506,NA,published,Empathy does not amplify vicarious threat learning,10.1016/j.brat.2020.103577,preregistered,Correlations,Correlations,https://osf.io/h6hm2/files,excluded,Not an OLS model,not OLS
p00512,NA,published,Predicting treatment failure in regular care Internet-Delivered Cognitive Behavior Therapy for depression and anxiety using only weekly symptom measures,10.1037/ccp0000462,none,Machine learning,Machine learning,NA,excluded,Not an OLS model,not OLS
u00513,NA,unpublished,Mental state dynamics explain the origin of mental state concepts,http://psyarxiv.com/kbcsj/,preregistered,ML,Mixed effects models,https://osf.io/s9nzx,excluded,Not an OLS model,not OLS
u00524,NA,unpublished,How to sway voters,http://psyarxiv.com/vpzg5/,preregistered,Machine learning,NA,NA,excluded,Not an OLS model,not OLS
p00527,NA,published,"Provoked into action: Noise, irritation, and impulsivity as predictors of go/no go commission errors",10.1037/mot0000181,none,ML,Multilevel models,https://osf.io/y3nt7/,excluded,Not an OLS model,not OLS
u00532,NA,unpublished,Trustworthiness detection from faces: Does reliance on facial impressions pay off?,http://psyarxiv.com/ayqeh/,none,BF,Multilevel models with Bayes factors,https://osf.io/8wejn/,excluded,Not an OLS model,not OLS
u00573,NA,unpublished,Implicit Black-Weapon Associations Weakened Over Time in Increasingly Multiethnic Metropolitan Areas,http://psyarxiv.com/4rs2t/,none,ML,Multilevel models,https://osf.io/vmy7b/,excluded,Not an OLS model,not OLS
r00578,NA,published,Taking a disagreeing perspective improves the accuracy of people's quantitative estimates,http://psyarxiv.com/k3w4u/,preregistered,ML,Mixed effects models,https://osf.io/qsxp8/,excluded,Not an OLS model,not OLS
u00584,NA,unpublished,How reliably do eye parameters indicate internal vs. external attentional focus?,http://psyarxiv.com/gxebf/,none,ML,Mixed effects models,https://osf.io/scmry/,excluded,Not an OLS model,not OLS
u00587,NA,unpublished,"Putting the goal back into grit: Academic goal commitment, grit and academic achievement",http://psyarxiv.com/nmqu4/,none,Other,latent profile analysis,https://osf.io/3nz4e/,excluded,Not an OLS model,not OLS
u00590,NA,unpublished,Factor structure of the Harmonized Cognitive Assessment Protocol neuropsychological battery in the Health and Retirement Study,http://psyarxiv.com/rvmhj/,none,FA,Factor analysis,NA,excluded,Not an OLS model,not OLS
r00595,NA,published,Capuchin and rhesus monkeys show sunk cost effects in a psychomotor task,http://psyarxiv.com/qtgru/,none,ML,Mixed effects logit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/0YNZ0Q,excluded,Not an OLS model,not OLS
r00596,NA,published,Understanding and Combating Misperceived Polarization,https://doi.org/10.1098/rstb.2020.0143,none,ML,Linear mixed effects models,https://osf.io/4z6rc/,excluded,Not an OLS model,not OLS
r00598,NA,published,How young children integrate information sources to infer the meaning of words,10.1038/s41562-021-01145-1,preregistered,Bayesian estimation,Bayesian generalised mixed effects models ,https://github.com/manuelbohn/spin/tree/master/,excluded,Not an OLS model,not OLS
p00622,NA,published,The role of passing time in decision-making,10.1037/xlm0000725,none,ML,Mixed effects models,https://osf.io/qg326/,excluded,Not an OLS model,not OLS
p00637,NA,published,Exploring the complexity of mothers' real-time emotions while caregiving,10.1037/emo0000719,none,ML,MLM + robust ANCOVA,https://osf.io/uk8r2/?view_only=5322854efc684a7484c122e825029ad5,excluded,Not an OLS model,not OLS
u00656,NA,unpublished,"The Rise, Demise, and Reprise of the Increasingly Protracted APA Journal Article?",http://psyarxiv.com/dvwxh/,none,ML,Multilevel models,NA,excluded,Not an OLS model,not OLS
u00657,NA,unpublished,The role of vocabulary and reading in ameliorating socioeconomic status (SES) related gaps in word learning during the school years,http://psyarxiv.com/5qwtp/,none,ML,Multilevel logistic regression,https://github.com/juliagoolia28/manuscripts/tree/master/LLD_vocab_reading_mediation,excluded,Not an OLS model,not OLS
r00661,NA,published,"Validation of Morality as Cooperation Questionnaire in Turkey, and its Relation to Prosociality, Ideology, and Resource Scarcity",http://psyarxiv.com/9rdjq/,preregistered,SEM,SEM,https://osf.io/cew4t/,excluded,Not an OLS model,not OLS
u00664,NA,unpublished,Determining Timing Effects of Microrandomized Trials Using Intensive Longitudinal Data and the Differential Time-Varying Effect Model,http://psyarxiv.com/bt93s/,none,ML,Multilevel models,NA,excluded,Not an OLS model,not OLS
u00667,NA,unpublished,Cortical maps recovered from language statistics,http://psyarxiv.com/eugfs/,none,ML,Linear mixed effects models,https://osf.io/6zk8s/?view_only=1e7eae8fcf534c32bbf796be7e59930f,excluded,Not an OLS model,not OLS
r00668,NA,published,"You’re definitely wrong, maybe: Correction style has minimal effect on corrections of misinformation online",http://psyarxiv.com/w3tfb/,preregistered,ML,Logistic regression,NA,excluded,Not an OLS model,not OLS
p00671,NA,published,Changes in white matter microstructure after electroconvulsive therapy for treatment-resistant depression,10.1093/ijnp/pyz059,Registered Clinical Trial,Robust,non-parametrics permutation tests,NA,excluded,Not an OLS model,not OLS
r00671,NA,published,The effect of evidential impact on perceptual probabilistic judgments,http://psyarxiv.com/37aez/,none,ML,Binomial generalised mixed effects model,https://osf.io/qnemy/,excluded,Not an OLS model,not OLS
r00673,NA,published,Severe violations of independence in response inhibition tasks,http://psyarxiv.com/kpa65/,none,ML,Linear mixed effects models,https://zenodo.org/record/4432816#.YuJ1aS8w1mA,excluded,Not an OLS model,not OLS
u00675,NA,unpublished,Investigating the effects of handedness on the consistency of lateralisation for speech production and semantic processing tasks using functional transcranial Doppler sonography,http://psyarxiv.com/cnsp6/,preregistered,ML,Multilevel models ,NA,excluded,Not an OLS model,not OLS
p00692,NA,published,Mechanisms of output interference in cued recall,10.3758/s13421-019-00961-1,none,BF,Bayes factors,https://osf.io/bwvqe/,excluded,Not an OLS model,not OLS
r00693,NA,published,Child Disability and Caregiving in Low and Middle Income Countries: Big Data Approach on open data,http://psyarxiv.com/f4uqs/,none,ML,Multilevel logistic regression,https://mics.unicef.org/surveys,excluded,Not an OLS model,not OLS
p00695,NA,published,Degree and not type of iconicity affects sign language vocabulary acquisition,10.1037/xlm0000713,none,ML,Mixed effects models,"https://osf.io/uane6/ 
https://osf.io/fju7c/",excluded,Not an OLS model,not OLS
p00720,NA,published,Social learning in solitary juvenile sharks,10.1016/j.anbehav.2019.10.017,none,ML,Mixed effects models,https://doi.org/10.6084/m9.figshare.8330627,excluded,Not an OLS model,not OLS
u00766,NA,unpublished,Warm (for Winter): Inferring comparison classes for gradable adjectives,http://psyarxiv.com/8bfna/,preregistered,BF,Bayesian mixed effects model,https://github.com/mhtess/comparison-class-paper,excluded,Not an OLS model,not OLS
u00777,NA,unpublished,COVID-19 Poll,http://psyarxiv.com/wksqj/,preregistered,No models,Descriptives only,NA,excluded,Not an OLS model,not OLS
p00783,NA,published,Evidence against preserved syntactic comprehension in healthy aging,10.1037/xlm0000707,none,ML,Mixed logit,https://osf.io/9hb46/?view_only=9880936ba21849db8e10dffb465226f8,excluded,Not an OLS model,not OLS
r00791,NA,published,Is baseline pupil size related to cognitive ability? Yes (under proper lighting conditions).,http://psyarxiv.com/pvz24/,none,SEM,SEM,NA,excluded,Not an OLS model,not OLS
r00819,NA,published,"Age-related effects on lexical, but not syntactic, processes during sentence production",http://psyarxiv.com/xrbta/,none,ML,Generalised linear mixed effects model,https://osf.io/rwav9/,excluded,Not an OLS model,not OLS
u00827,NA,unpublished,Links between problem gambling and spending on booster packs in collectible card games: A conceptual replication of research on loot boxes,http://psyarxiv.com/ps54r/,none,NP,Kruskal Wallis,https://osf.io/abx2t/,excluded,Not an OLS model,not OLS
u00832,NA,unpublished,Instrumental learning in social interactions: trait learning from faces and voices,http://psyarxiv.com/7awje/,preregistered,ML,Logistic mixed effects model,https://osf.io/y7wta,excluded,Not an OLS model,not OLS
u00834,NA,unpublished,Response bias reflects individual differences in sensory encoding,http://psyarxiv.com/7krz3/,none,Correlations,Correlations,https://osf.io/89dut,excluded,Not an OLS model,not OLS
u00836,NA,unpublished,Activation of the Default Network During a Theory of Mind Task Predicts Individual Differences in Agreeableness and Social Cognitive Ability,http://psyarxiv.com/prhau/,none,SEM,SEM,https://www.humanconnectome.org/study/hcp-young-adult/data-releases,excluded,Not an OLS model,not OLS
u00838,NA,unpublished,Comparing memory capacity across stimuli requires  maximally dissimilar foils:  Using deep convolutional neural networks to understand visual working memory capacity for real-world objects,http://psyarxiv.com/25t76/,preregistered,Other,Neural network,NA,excluded,Not an OLS model,not OLS
p00843,NA,published,Depressive symptoms precede cognitive impairment in de novo Parkinson's disease patients: Analysis of the PPMI cohort,10.1037/neu0000583,none,ML,Multilevel models,"www.ppmi-info.org/
data",excluded,Not an OLS model,not OLS
u00846,NA,unpublished,Suicidality and Treatment Experience Among Young People Who Inject Drugs,http://psyarxiv.com/yxwqd/,none,Chi-square,Chi-square,https://data.mendeley.com/datasets/3stp9vgfgt/1,excluded,Not an OLS model,not OLS
p00847,NA,published,Listeners consider alternative speaker productions in discourse comprehension and memory: Evidence from beat gesture and pitch accenting,10.3758/s13421-019-00945-1,preregistered,ML,Mixed effects logit,https://osf.io/kxsrf/,excluded,Not an OLS model,not OLS
u00857,NA,unpublished,Enhancing the Effectiveness of Contact Tracing Interviews Using Psychological Science,http://psyarxiv.com/r5cht/,preregistered,ML,Generalised estimating equations,https://osf.io/y4u9q/?view_only=bd4a9788d6cd46c38f1f023db00608fe,excluded,Not an OLS model,not OLS
p00858,NA,published,Coping with style: Individual differences in responses to environmental variation,10.1007/s00265-019-2760-2,none,ML,Mixed effects models,https://link.springer.com/article/10.1007/s00265-019-2760-2#Sec14,excluded,Not an OLS model,not OLS
p00859,NA,published,Is well-being associated with the quantity and quality of social interactions?,10.1037/pspp0000272,none,ML,Multilevel SEM,https://osf.io/23vpz,excluded,Not an OLS model,not OLS
u00884,NA,unpublished,Time stand still: Effects of temporal window selection on eye tracking analysis,http://psyarxiv.com/pc3da/,none,ML,Logistic growth models,https://osf.io/7nhts/,excluded,Not an OLS model,not OLS
u00886,NA,unpublished,The role of stimulus-based cues and conceptual information in processing facial expressions of emotion,http://psyarxiv.com/5ae69/,preregistered,Other,Other,https://osf.io/xgw5a/,excluded,Not an OLS model,not OLS
p00900,NA,published,Occurrence mechanism and coping paths of accidents of highly aggregated tourist crowds based on system dynamics,10.1371/journal.pone.0222389,none,NA,No models,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0222389#sec015,excluded,Not an OLS model,not OLS
u00900,NA,unpublished,Database of virtual objects to be used in psychological research,http://psyarxiv.com/789kw/,preregistered,No models,No models,NA,excluded,Not an OLS model,not OLS
r00905,NA,published,Paths to Social Licence for Tracking-data Analytics,https://doi.org/10.1371/journal.pone.0251964,none,BF,Bayesian mixed effects logistic model,https://osf.io/mx948/,excluded,Not an OLS model,not OLS
u00908,NA,unpublished,Positional Inference in Rhesus Macaques,http://psyarxiv.com/pe5rm/,none,BF,Bayesian logistic regression,https://osf.io/gk29q/,excluded,Not an OLS model,not OLS
r00912,NA,published,Face masks reduce emotion-recognition accuracy and perceived closeness,http://psyarxiv.com/xpzs3/,preregistered,ML,Mixed effects models,https://osf.io/av9gp/?view_only=c42719b123b54d76b0fbcae0c073fdd6,excluded,Not an OLS model,not OLS
u00917,NA,unpublished,Investigating variability in morphological processing with Bayesian distributional models,http://psyarxiv.com/qk5cu/,none,Bayesian estimation,Bayesian estimation,NA,excluded,Not an OLS model,not OLS
u00918,NA,unpublished,Choosing for another: Social context changes dissociable computational mechanisms of risky decision-making,http://psyarxiv.com/dr42a/,none,Bayesian estimation,Bayesian estimation,NA,excluded,Not an OLS model,not OLS
p00924,NA,published,Emotional semantic congruency based on stimulus driven comparative judgements,10.1016/j.cognition.2019.04.014,none,ML,Mixed effects models,https://doi.org/10.1016/j.cognition.2019.04.014,excluded,Not an OLS model,not OLS
u00934,NA,unpublished,Stereotype Threat in Black College Students Across Many Operationalizations,http://psyarxiv.com/6hju9/,registered report,BF,Other,https://osf.io/7tgav/,excluded,Not an OLS model,not OLS
u00937,NA,unpublished,Improving Mouse Behaviour Assessment with Generalized Additive Modelling (GAM): The Case of the Home Cage Social Interaction Test,http://psyarxiv.com/kgpnz/,none,ML,Generalised additive models,NA,excluded,Not an OLS model,not OLS
u00939,NA,unpublished,"Evidence accumulation, not a perceptual threshold, constrains neural and behavioural responses in human collision threat detection",http://psyarxiv.com/ca3h9/,none,ML,Mixed effects models,https://osf.io/ku3h4/,excluded,Not an OLS model,not OLS
u00940,NA,unpublished,Spring break or heart break? Extending valence bias to emotional words,http://psyarxiv.com/mrg3t/,preregistered,ML,Mixed effects models,https://osf.io/b2trn/,excluded,Not an OLS model,not OLS
p00941,NA,published,The development and psychometric evaluation of the Chinese Big Five Personality Inventory-15,10.1371/journal.pone.0221621,none,FA,Factor analysis + correlations,"https://doi.org/10.1371/journal.pone.0221621.s001, https://doi.org/10.1371/journal.pone.0221621.s002",excluded,Not an OLS model,not OLS
p00949,NA,published,Lateral effects in pattern vision,10.1167/19.9.8,none,?,Non-linear multiplicative models,NA,excluded,Not an OLS model,not OLS
u00957,NA,unpublished,Is Perceived Similarity More Than Assumed Similarity? An Interpersonal Path to Seeing Similarity Between Self and Others,http://psyarxiv.com/axwdy/,preregistered,SEM,SEM,https://osf.io/qp86r/,excluded,Not an OLS model,not OLS
r00958,NA,published,Do people manage climate risk through long-distance relationships?,http://psyarxiv.com/5mkq4/,preregistered,BF,Bayesian estimation,https://zenodo.org/record/4065638#.Yh9mhi2l1mA,excluded,Not an OLS model,not OLS
r00969,NA,published,How the Affective Quality of Day-to-Day Social Connections May Contribute to Public Health:  Prosocial Tendencies Account for the Links Between Positivity Resonance  and Behaviors that Reduce the Spread of COVID-19,http://psyarxiv.com/x5rfz/,none,SEM,SEM,NA,excluded,Not an OLS model,not OLS
u00982,NA,unpublished,Body appearance values modulate risk aversion in eating restriction,http://psyarxiv.com/rnzgs/,none,ML,Multilevel models,https://github.com/katlaboratory,excluded,Not an OLS model,not OLS
p00983,NA,published,The regulation of negative and positive affect in response to daily stressors,10.1037/emo0000486,none,ML,Multilevel models,https://osf.io/2s7j4/,excluded,Not an OLS model,not OLS
u01004,NA,unpublished,Coherence of probability judgments from uncertain evidence: Does ACH help?,http://psyarxiv.com/7xg8j/,none,BF,Bayesian mixed ANOVA,https://osf.io/prvkm/,excluded,Not an OLS model,not OLS
r01008,NA,published,Gossip and Reputation in Everyday Life,http://psyarxiv.com/y79qk/,preregistered,ML,Mixed effects models,NA,excluded,Not an OLS model,not OLS
r01011,NA,published,COVIDiSTRESS Global Survey dataset on psychological and behavioural consequences of the COVID-19 outbreak,http://psyarxiv.com/v7cep/,registered report,ML,Multilevel models ,NA,excluded,Not an OLS model,not OLS
r01012,NA,published,High emotion differentiation buffers against internalizing symptoms following exposure to stressful life events in adolescence: An intensive longitudinal study,http://psyarxiv.com/q4uy8/,none,Bayesian estimation,Bayesian estimation,NA,excluded,Not an OLS model,not OLS
u01014,NA,unpublished,"Depression, Anxiety, and Social Rejection Decisions: General Distress Symptoms are Associated with Rejection Feeling More Difficult",http://psyarxiv.com/jdx2q/,preregistered,ML,Mixed effects models,https://osf.io/j3fb2/?view_only=d36e6473c49645408c055a3d7a0bb92e,excluded,Not an OLS model,not OLS
u01020,NA,unpublished,Sexual orientation predicts men’s preferences for sexually dimorphic face-shape characteristics: a replication study.,http://psyarxiv.com/9kyur/,none,ML,Mixed effects models,https://osf.io/5xjae,excluded,Not an OLS model,not OLS
p01064,NA,published,The group-motivated sampler,10.1037/xge0000601,preregistered,ML,Binomial generalised mixed effects model,osf.io/c5qk4/,excluded,Not an OLS model,not OLS
u01073,NA,unpublished,Personality Pathways to Mortality:  Interleukin-6 Links Conscientiousness to Mortality Risk,http://psyarxiv.com/b42ya/,preregistered,SEM,SEM path analysis,https://www.icpsr.umich.edu/web/NACDA/studies/29282,excluded,Not an OLS model,not OLS
r01081,NA,published,Collaborative autonomy: The dynamic relations between personal goal autonomy and perceived autonomy support in emerging adulthood results in positive affect and goal progress,http://psyarxiv.com/jr32c/,preregistered,SEM,SEM,https://osf.io/ufhwz/?view_only=dc0df60a8bbd491e953935f2e7086939,excluded,Not an OLS model,not OLS
p01083,NA,published,"Word prevalence norms for 62,000 English lemmas",10.3758/s13428-018-1077-9,none,Other,Correlations and FA,https.//osf.io/g4xrt/,excluded,Not an OLS model,not OLS
r01092,NA,published,Examining the Conceptual and Empirical Distinctiveness of Agreeableness and ‚ÄúDark‚Äù Personality Items,http://psyarxiv.com/kf85p/,preregistered,FA,Factor analysis + SEM,https://osf.io/3ah7x/,excluded,Not an OLS model,not OLS
r01093,NA,published,Deploying voluntary spatial attention weakens perceptual metacognition,http://psyarxiv.com/vd3b5/,none,ML,Mixed effects models,https://osf.io/ynm3k/,excluded,Not an OLS model,not OLS
p01101,NA,published,The effect of gendered presentation on children's food choice,10.1016/j.appet.2018.12.039,none,Chi-square,Chi-square,NA,excluded,Not an OLS model,not OLS
r01103,NA,published,The rational continued influence of misinformation,http://psyarxiv.com/cqy6p/,none,BF,Bayesian RM ANOVA,NA,excluded,Not an OLS model,not OLS
r01105,NA,published,Lockdown Evaluations During the First Wave of the COVID-19 Pandemic,http://psyarxiv.com/4ske2/,none,ML,Mixed effects models,https://osf.io/vuaw5/,excluded,Not an OLS model,not OLS
p01108,NA,published,Children's developing judgments about the physical manifestations of power,10.1037/dev0000657,none,ML,Generalised linear mixed effects model,https://osf.io/zghyf/,excluded,Not an OLS model,not OLS
p01137,NA,published,Changes in cognition precede changes in HRQoL among HIV+ males: Longitudinal analysis of the multicenter AIDS cohort study,10.1037/neu0000530,none,ML,Multilevel models,NA,excluded,Not an OLS model,not OLS
u01142,NA,unpublished,Exploring the influence of temporal factors on age differences in working memory dual task costs,http://psyarxiv.com/esfm6/,preregistered,ML,Mixed effects models,https://osf.io/qy3f7,excluded,Not an OLS model,not OLS
u01157,NA,unpublished,Volition in Prospective Memory: evidence against differences in recalling free and fixed delayed intentions,http://psyarxiv.com/hsrbt/,none,BF,Bayesian mixed effects model,https://osf.io/2npz4/,excluded,Not an OLS model,not OLS
r01159,NA,published,Antisocial personality traits transcend species,http://psyarxiv.com/pf5jd/,none,Correlations,Correlations,NA,excluded,Not an OLS model,not OLS
u01174,NA,unpublished,Why is right-wing media consumption associated with lower compliance with COVID-19 measures?,http://psyarxiv.com/5b3cn/,preregistered,SEM,SEM,NA,excluded,Not an OLS model,not OLS
r01181,NA,published,Temporal grouping effects in tone sequence reconstruction: testing domain-general positional theories of serial order,http://psyarxiv.com/mfynu/,preregistered,BF,Bayes factors,NA,excluded,Not an OLS model,not OLS
u01192,NA,unpublished,"Societal Benefits, Investor Preferences, and Financing Costs of State-owned Enterprises",http://psyarxiv.com/nd2cw/,none,ML,mixed effects models,https://osf.io/m6kst/,excluded,Not an OLS model,not OLS
p01198,NA,published,M-AAA-nsplaining: Gender bias in questions asked at the American Anthropological Association's Annual Meetings,10.1371/journal.pone.0207691,none,ML,Mixed effects logit,https://doi.org/10.1371/journal.pone.0207691.s006,excluded,Not an OLS model,not OLS
u01203,NA,unpublished,Dutch Sensory Modality Norms,http://psyarxiv.com/zv6pn/,none,Machine learning,Machine learning,https://osf.io/ubvy2/,excluded,Not an OLS model,not OLS
u01207,NA,unpublished,Negative Speaks Louder than Positive: Negative Implicit Partner Evaluations Forecast Destructive Daily Interaction and Relationship Decline,http://psyarxiv.com/jdce9/,preregistered,ML,Multilevel models,https://osf.io/8vqda/?view_only=e8aad360ccc44c0db9bebb3b9fb6824a,excluded,Not an OLS model,not OLS
u01225,NA,unpublished,Transcranial direct current stimulation above the medial prefrontal cortex counteracts the effects of diminished outcome controllability during reinforcement learning,http://psyarxiv.com/rbeuz/,preregistered,Bayesian estimation,Bayesian estimation,https://osf.io/sd8p2,excluded,Not an OLS model,not OLS
p01226,NA,published,Divide and conquer: Preschool children can assign the hardest tasks to a symbolic helper,10.1027/1618-3169/a000454,none,Other,Correlations,https://osf.io/szfct/ ,excluded,Not an OLS model,not OLS
