IDs,age,ageDifference,gender,genderDifference,issue,opinionFirst_1,opinionFirst_2,opinionFirst_3,opinionFirst_4,opinionFirst_5,opinionSecond_1,opinionSecond_2,opinionSecond_3,opinionSecond_4,opinionSecond_5,fullLiking_1,fullLiking_2,fullLiking_3,fullLiking_4,fullLiking_5,liking,similarity
8361,52,NaN,0,NaN,0,1,1,1,1,0,1,-1,1,-1,-1,4,4,3,4,3,3.5,2
8359,46,3,1,0,0,-1,-1,1,-1,-1,0,1,1,-1,1,3,3,3,4,1,3,2
5121,28,-3,1,1,1,-1,0,-1,-1,0,1,1,-1,1,-1,5,4,4,5,4,4,1
5120,42,-9,1,0,1,-1,-1,1,-1,1,0,0,-1,-1,0,5,4,3,5,5,3.5,1
5116,50,-10,1,1,1,1,1,1,-1,-1,-1,0,-1,1,1,5,4,3,5,4,3.5,0
5120,33,9,0,0,1,0,0,-1,-1,0,-1,-1,1,-1,1,5,4,4,4,3,4,1
5115,40,NaN,0,NaN,1,-1,1,-1,-1,1,1,1,1,-1,-1,5,4,4,5,3,4,2
5065,18,3,1,1,1,-1,-1,1,-1,0,-1,-1,-1,-1,0,5,5,5,5,5,5,3
5039,46,-21,0,0,1,-1,-1,1,1,1,1,1,0,-1,0,3,3,3,4,3,3,0
5123,25,11,0,0,1,1,1,0,-1,-1,-1,0,0,-1,0,5,4,3,4,1,3.5,1
5125,25,5,1,0,1,1,1,1,-1,-1,-1,-1,-1,0,1,5,3,3,5,4,3,0
5119,42,-14,0,1,1,0,0,-1,1,1,-1,1,1,-1,0,5,4,4,5,3,4,0
5065,21,-3,1,1,1,-1,-1,-1,-1,0,-1,-1,1,-1,0,5,4,4,4,2,4,3
5063,21,4,1,0,1,1,1,-1,-1,1,-1,1,-1,-1,1,5,4,5,3,1,4.5,4
5062,42,NaN,0,NaN,1,-1,-1,-1,1,0,1,1,-1,0,0,4,4,4,4,4,4,1
5123,36,-11,1,0,1,-1,0,0,-1,0,1,1,0,-1,-1,5,4,3,5,2,3.5,1
5115,50,NaN,0,NaN,1,1,1,1,-1,-1,-1,1,-1,-1,1,5,5,4,5,3,4.5,2
5110,39,NaN,1,NaN,1,-1,1,-1,-1,-1,-1,0,-1,1,0,4,3,3,4,2,3,2
5103,31,-12,1,1,1,0,1,-1,-1,-1,1,1,-1,-1,0,4,5,5,5,3,5,3
5090,28,18,1,0,1,-1,1,-1,-1,1,-1,0,-1,1,1,5,4,4,4,4,4,3
5108,37,-2,0,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,4,3,3,5,1,3,5
5089,32,6,0,1,1,1,1,1,-1,-1,-1,1,-1,1,0,4,3,3,4,4,3,1
5088,24,4,1,1,1,0,1,-1,0,1,-1,1,-1,1,0,5,5,5,5,5,5,2
5075,26,0,1,1,1,1,1,1,-1,0,-1,-1,-1,-1,1,5,4,4,5,4,4,1
5119,28,14,0,1,1,-1,1,1,-1,0,0,0,-1,1,1,5,4,5,5,1,4.5,0
5058,47,-22,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,4,3,3,4,2,3,0
5109,38,-5,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,0,5,4,4,5,3,4,2
5097,54,-28,1,1,1,-1,-1,0,1,0,1,-1,-1,-1,1,4,4,4,4,4,4,1
5109,33,5,0,1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,3,4,4,4,3,4,2
5063,25,-4,0,0,1,-1,1,-1,-1,1,1,1,-1,-1,1,5,5,4,5,4,4.5,4
5064,24,NaN,0,NaN,1,-1,1,1,-1,0,0,-1,-1,-1,1,4,3,3,5,4,3,1
5046,30,21,1,1,1,1,1,1,-1,0,-1,1,1,-1,1,4,5,4,5,4,4.5,3
5086,36,-9,1,1,1,1,1,1,-1,-1,1,0,1,-1,-1,5,5,5,5,4,5,4
5105,42,-10,0,1,1,1,1,1,-1,-1,1,1,1,1,1,5,4,4,5,1,4,3
5092,32,15,1,1,1,-1,1,-1,-1,0,-1,1,-1,0,1,5,4,3,5,3,3.5,3
5087,36,-9,0,0,1,-1,1,-1,-1,1,-1,1,-1,-1,0,5,5,5,5,5,5,4
5078,48,-28,0,0,1,-1,-1,0,1,1,1,-1,1,-1,-1,5,5,5,5,5,5,1
5083,43,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,5,5,5,5,3,5,4
5083,44,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,5,5,5,5,3,5,4
5092,47,-15,1,1,1,-1,1,1,0,1,-1,1,-1,-1,0,3,3,3,3,2,3,2
5054,26,13,1,0,1,-1,1,-1,1,0,-1,1,-1,1,1,5,5,5,5,1,5,4
5054,39,-13,0,0,1,-1,1,-1,1,1,-1,1,-1,1,0,5,4,5,5,3,4.5,4
5053,31,5,1,0,1,1,1,1,-1,1,-1,0,-1,-1,1,5,5,5,5,3,5,2
5051,38,31,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,5,5,4,5,4,4.5,3
5106,47,-14,1,1,1,1,-1,0,-1,0,-1,1,1,-1,0,4,4,4,4,4,4,1
5118,60,-26,1,1,1,1,-1,0,-1,1,1,1,1,-1,-1,4,4,4,4,3,4,2
5117,59,-17,1,0,1,1,-1,1,-1,-1,-1,0,-1,1,1,5,3,3,5,3,3,0
5056,44,-20,1,1,1,1,0,1,-1,0,-1,-1,-1,-1,1,3,2,3,5,4,2.5,1
5037,43,-4,0,1,1,-1,-1,1,-1,0,1,1,0,-1,1,5,4,4,5,4,4,1
5089,38,-6,0,1,1,-1,1,-1,1,0,1,1,1,-1,-1,4,4,4,5,1,4,1
5122,31,5,0,0,1,-1,-1,-1,-1,0,-1,-1,0,0,0,5,4,4,5,3,4,2
5124,24,19,1,0,1,1,1,1,-1,-1,-1,1,1,1,1,5,5,5,5,5,5,2
5078,20,28,1,0,1,1,-1,1,-1,-1,-1,-1,0,1,1,3,4,4,5,1,4,1
5094,33,16,0,0,1,-1,0,-1,1,1,-1,1,-1,-1,-1,4,4,4,4,1,4,2
5117,42,17,0,0,1,-1,0,-1,1,1,1,-1,1,-1,-1,4,4,3,4,1,3.5,0
5037,39,4,0,1,1,1,1,0,-1,1,-1,-1,1,-1,0,4,3,4,4,3,3.5,1
5122,36,-5,1,0,1,-1,-1,0,0,0,-1,-1,-1,-1,0,3,2,3,4,3,2.5,2
5038,23,NaN,1,NaN,1,1,1,1,-1,0,-1,0,0,-1,1,5,3,4,5,3,3.5,1
5056,24,20,1,1,1,-1,-1,-1,-1,1,1,0,1,-1,0,4,3,2,5,3,2.5,1
5085,34,2,0,0,1,-1,1,-1,-1,1,1,-1,0,-1,0,5,2,2,5,4,2,1
5053,36,-5,0,0,1,-1,0,-1,-1,1,1,1,1,-1,1,4,3,3,5,2,3,2
5111,25,NaN,0,NaN,1,1,0,1,-1,-1,-1,-1,-1,-1,1,4,3,3,5,3,3,1
5055,32,22,1,0,1,1,-1,0,1,-1,1,1,-1,1,-1,5,5,5,5,3,5,3
5095,30,20,1,0,1,-1,1,1,-1,0,1,1,1,-1,-1,3,3,3,5,1,3,3
5121,25,3,1,1,1,1,1,1,1,-1,-1,0,-1,-1,0,5,5,5,5,1,5,0
5096,56,-8,1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,5,5,5,5,5,5,3
5076,32,-4,1,0,1,-1,-1,-1,-1,0,1,1,-1,-1,1,4,3,3,5,1,3,2
5057,28,29,1,1,1,1,0,1,-1,0,1,1,1,-1,-1,5,5,4,4,3,4.5,3
5058,25,22,1,1,1,-1,-1,-1,0,0,1,1,1,-1,-1,5,3,3,4,3,3,0
5057,57,-29,1,1,1,1,1,1,-1,-1,1,0,1,-1,0,5,5,5,5,5,5,3
5099,27,5,1,1,1,1,1,1,1,0,0,1,1,-1,1,5,5,5,5,4,5,2
5103,19,12,1,1,1,1,1,-1,-1,0,0,1,-1,-1,-1,4,4,4,4,3,4,3
5098,28,2,1,0,1,-1,-1,1,-1,0,1,1,1,-1,-1,4,5,5,5,1,5,2
5055,54,-22,0,0,1,1,1,-1,1,-1,1,-1,0,1,-1,5,4,5,5,5,4.5,3
5097,26,28,1,1,1,1,-1,-1,-1,1,-1,-1,0,1,0,3,5,4,5,3,4.5,1
5158,58,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,4,4,4,5,3,4,4
5304,42,-20,0,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,4,3,3,5,3,3,2
5212,35,NaN,1,NaN,1,0,1,1,-1,0,1,1,1,-1,0,5,5,5,5,5,5,3
5214,46,NaN,0,NaN,1,-1,0,1,-1,1,1,1,1,-1,0,4,4,4,5,2,4,2
5206,37,-16,1,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,4,4,4,5,3,4,1
5160,54,3,0,0,1,-1,0,-1,-1,1,-1,1,-1,1,1,4,4,4,5,1,4,3
5156,52,-18,1,1,1,-1,0,1,0,0,-1,-1,1,-1,-1,4,3,3,5,4,3,2
5160,57,-3,1,0,1,-1,1,-1,1,1,-1,0,-1,-1,1,5,5,5,5,3,5,3
5159,60,-18,0,1,1,-1,1,1,1,1,1,1,1,-1,1,5,5,5,5,4,5,3
5158,59,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,5,5,5,5,5,5,4
5157,58,-24,0,1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,4,4,4,4,4,4,3
5304,22,20,0,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,3,3,3,4,1,3,2
5197,52,-20,1,0,1,1,1,0,1,1,1,1,1,-1,-1,3,4,4,5,3,4,2
5198,45,-21,1,1,1,-1,-1,1,-1,1,1,0,1,-1,-1,5,4,4,5,3,4,2
5199,40,-19,0,1,1,1,1,1,-1,1,0,1,1,-1,1,4,4,4,5,3,4,4
5242,22,NaN,1,NaN,1,1,1,0,-1,0,1,1,1,1,-1,4,3,4,5,4,3.5,2
5243,27,7,0,0,1,1,1,-1,-1,1,-1,1,1,1,0,5,4,4,5,4,4,1
5196,23,7,1,0,1,1,1,1,-1,-1,1,1,1,-1,0,4,5,5,5,3,5,4
5194,24,27,0,0,1,1,1,0,-1,0,1,0,1,-1,0,5,5,5,5,5,5,2
5162,26,NaN,0,NaN,1,-1,-1,1,1,1,1,1,0,-1,1,4,4,4,4,4,4,1
5197,32,20,0,0,1,1,1,1,-1,-1,1,1,0,1,1,5,5,4,5,4,4.5,2
5152,28,27,0,1,1,-1,-1,-1,-1,0,-1,-1,-1,1,0,5,5,5,5,3,5,3
5237,40,NaN,0,NaN,1,0,1,1,-1,0,-1,-1,-1,1,1,4,3,3,4,3,3,0
5207,26,-5,1,0,1,0,1,-1,-1,0,1,1,0,-1,0,3,1,2,4,3,1.5,2
5202,28,-3,0,0,1,-1,1,0,-1,1,-1,1,1,1,1,3,2,3,3,3,2.5,3
5250,26,NaN,1,NaN,1,-1,1,1,1,1,-1,-1,0,-1,1,4,3,4,5,3,3.5,2
5205,24,NaN,1,NaN,1,1,0,1,0,-1,1,0,1,-1,0,4,3,4,5,1,3.5,2
4991,21,NaN,1,NaN,1,0,1,1,-1,-1,0,1,1,1,-1,4,4,5,5,3,4.5,3
4992,54,-23,0,0,1,-1,-1,-1,-1,0,1,1,1,-1,-1,4,4,4,4,3,4,1
4994,30,3,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,4,4,4,4,4,4,1
4995,57,-21,1,1,1,-1,0,-1,1,1,-1,-1,1,1,1,4,4,4,4,4,4,3
4998,70,-31,1,1,1,-1,0,-1,1,1,-1,1,0,1,0,4,5,5,5,4,5,2
4990,26,NaN,0,NaN,1,-1,0,-1,-1,1,-1,0,-1,-1,0,5,4,5,5,4,4.5,3
4993,53,-24,1,1,1,-1,-1,-1,-1,1,1,0,1,-1,0,5,5,5,5,3,5,1
4996,32,4,1,0,1,-1,1,1,1,1,1,1,0,-1,-1,3,3,3,4,3,3,1
4986,39,-15,0,1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,4,4,5,5,4,4.5,1
4982,24,NaN,1,NaN,1,1,-1,1,-1,1,-1,1,1,1,1,5,5,5,5,5,5,2
4976,26,-1,0,0,1,1,0,-1,-1,1,1,1,-1,-1,1,5,5,5,5,4,5,4
4984,29,35,0,0,1,1,-1,1,-1,1,-1,-1,1,1,0,5,5,5,5,1,5,2
4963,30,19,1,1,1,1,1,0,-1,0,-1,-1,-1,1,1,4,3,5,5,4,4,0
4983,26,9,0,0,1,0,1,-1,-1,0,1,1,1,1,-1,5,4,4,4,3,4,1
4978,45,-12,1,0,1,-1,1,-1,-1,1,-1,0,1,1,0,5,5,5,5,4,5,1
4969,28,-5,1,0,1,0,0,1,0,-1,1,1,0,-1,-1,3,3,4,5,3,3.5,1
4968,29,-5,0,0,1,1,1,1,-1,-1,1,1,1,-1,0,4,4,4,5,2,4,4
4988,42,NaN,0,NaN,1,-1,-1,-1,-1,1,0,1,1,-1,1,5,5,5,5,3,5,2
4988,62,NaN,1,NaN,1,-1,1,1,1,1,1,-1,1,-1,1,5,5,5,5,5,5,2
4960,35,NaN,1,NaN,1,-1,1,1,-1,0,-1,-1,-1,1,1,4,3,3,3,3,3,1
4988,26,NaN,1,NaN,1,1,1,1,-1,1,-1,-1,-1,-1,1,5,5,5,5,1,5,2
4986,24,15,0,1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,4,4,4,3,3,4,1
4989,25,NaN,0,NaN,1,1,-1,1,-1,1,1,1,0,-1,0,5,5,4,5,3,4.5,2
5007,39,NaN,1,NaN,1,-1,0,1,-1,-1,1,-1,0,-1,-1,5,5,5,5,2,5,2
5003,23,22,0,0,1,1,1,-1,-1,1,0,1,0,-1,-1,5,5,5,5,4,5,2
5006,18,44,1,1,1,-1,0,0,-1,-1,-1,1,1,-1,-1,5,4,4,4,1,4,3
5009,53,NaN,1,NaN,1,-1,0,-1,1,1,0,1,1,1,1,5,5,5,5,3,5,2
5012,24,17,1,0,1,1,1,1,-1,1,-1,1,-1,1,1,5,3,4,5,1,3.5,2
5023,26,15,1,1,1,-1,1,-1,-1,0,-1,-1,1,1,1,5,4,4,5,2,4,1
5016,20,NaN,0,NaN,1,0,1,1,1,0,-1,1,1,1,-1,5,4,4,5,3,4,3
5021,31,NaN,1,NaN,1,1,1,0,-1,0,1,1,-1,-1,0,4,3,3,5,3,3,3
5019,29,NaN,0,NaN,1,1,1,0,1,0,1,-1,-1,-1,0,5,4,3,4,5,3.5,1
5010,46,-13,1,1,1,0,1,1,1,1,-1,0,-1,1,1,4,4,4,4,3,4,2
5011,56,NaN,0,NaN,1,-1,1,-1,1,1,1,1,-1,-1,1,3,3,3,4,3,3,3
5012,41,-17,0,0,1,-1,1,-1,1,1,1,1,1,-1,1,5,5,5,5,3,5,2
5023,41,-15,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,0,4,3,3,4,1,3,1
5025,34,1,1,1,1,1,0,-1,-1,0,1,0,1,-1,-1,4,3,3,4,2,3,2
5006,62,-44,1,1,1,-1,1,1,-1,-1,-1,0,0,-1,-1,4,4,4,4,4,4,3
5066,47,-17,1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,4,3,3,5,4,3,0
5045,32,NaN,1,NaN,1,1,1,1,-1,0,0,1,1,-1,0,5,4,4,4,1,4,3
5094,49,-16,1,0,1,1,1,1,-1,-1,-1,0,-1,1,1,3,1,1,4,2,1,0
5095,50,-20,0,0,1,1,1,1,-1,-1,-1,1,1,-1,0,4,3,3,5,3,3,3
5067,47,-16,1,0,1,-1,0,1,-1,0,-1,1,-1,-1,1,5,5,5,5,4,5,2
4980,51,NaN,1,NaN,1,-1,1,1,1,1,-1,-1,-1,-1,1,5,5,5,5,3,5,2
4987,38,NaN,1,NaN,1,-1,1,0,1,0,1,-1,-1,-1,0,5,5,5,5,4,5,0
4971,43,-13,0,1,1,0,1,1,1,0,-1,1,-1,-1,-1,5,4,4,4,1,4,1
4970,43,NaN,0,NaN,1,1,0,1,0,-1,0,0,-1,0,1,4,2,3,3,2,2.5,0
4995,36,21,1,1,1,-1,-1,1,1,1,-1,0,-1,1,1,4,4,4,4,4,4,3
4952,26,NaN,1,NaN,1,-1,-1,-1,-1,1,-1,-1,0,-1,0,5,4,4,5,4,4,3
5265,36,6,1,0,1,-1,1,-1,-1,0,0,1,-1,1,1,5,5,5,5,5,5,2
5265,42,-6,0,0,1,0,1,-1,1,1,-1,1,-1,-1,0,5,5,5,5,5,5,2
5171,18,2,0,0,1,1,1,-1,-1,1,1,1,1,-1,0,4,5,4,5,5,4.5,3
5230,27,-2,1,0,1,1,-1,0,-1,0,1,1,1,-1,1,4,5,4,5,4,4.5,2
5028,56,-1,1,0,1,-1,0,1,1,1,-1,1,-1,-1,1,3,3,3,4,4,3,2
4981,25,5,1,0,1,0,1,1,0,-1,1,1,-1,-1,1,5,5,5,5,3,5,1
5149,29,20,1,0,1,1,1,1,-1,-1,-1,-1,0,0,1,2,1,3,4,3,2,0
5170,20,NaN,0,NaN,1,-1,-1,1,1,1,-1,-1,1,-1,0,4,4,5,2,4,4.5,3
5148,26,18,1,1,1,1,1,1,0,-1,-1,1,1,1,1,4,2,2,5,1,2,2
5262,24,NaN,1,NaN,1,-1,0,1,-1,1,-1,-1,-1,-1,1,3,1,3,4,2,2,3
5179,28,-2,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,3,3,3,4,3,3,4
5180,27,-4,0,0,1,-1,-1,-1,-1,1,0,0,1,1,0,4,4,4,5,3,4,0
5147,25,19,0,0,1,1,1,1,0,-1,-1,-1,1,1,0,5,4,4,5,3,4,1
5183,24,5,0,1,1,1,0,1,-1,1,1,1,-1,-1,0,2,2,2,3,2,2,2
5184,24,0,1,1,1,1,0,1,-1,0,1,1,-1,-1,0,1,1,3,4,1,2,2
5236,39,NaN,0,NaN,1,0,0,1,1,0,1,1,1,1,0,5,5,5,5,3,5,2
5301,35,-2,1,1,1,-1,1,1,-1,0,-1,1,1,-1,-1,4,5,5,5,5,5,4
5181,33,-9,1,0,1,-1,-1,1,-1,1,-1,-1,1,-1,1,3,3,3,4,2,3,5
5183,29,-5,0,1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,5,5,5,5,4,5,2
4993,29,24,1,1,1,1,0,1,-1,0,-1,-1,-1,-1,1,4,4,4,5,3,4,1
4992,31,23,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,0,4,4,4,5,1,4,1
5157,34,24,0,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,4,3,3,4,3,3,3
4997,27,14,0,0,1,-1,-1,-1,-1,1,1,1,1,-1,-1,5,4,4,5,3,4,1
5143,40,-10,1,1,1,1,1,0,-1,-1,1,1,1,-1,1,5,5,5,5,4,5,3
4998,39,31,1,1,1,-1,1,0,1,0,-1,0,-1,1,1,5,4,4,5,1,4,2
5181,24,9,0,0,1,-1,-1,1,-1,1,-1,-1,1,-1,1,4,4,4,5,3,4,5
4997,41,-14,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,1,4,3,3,4,3,3,1
4996,36,-4,0,0,1,1,1,0,-1,-1,-1,1,1,1,1,4,3,3,4,3,3,1
5124,43,-19,0,0,1,-1,1,1,1,1,1,1,1,-1,-1,4,4,4,4,3,4,2
4999,37,8,1,0,1,-1,0,-1,1,1,-1,1,1,1,1,5,5,5,5,4,5,3
5125,30,-5,0,0,1,-1,-1,-1,0,1,1,1,1,-1,-1,5,4,3,4,2,3.5,0
5074,48,-7,1,1,1,1,1,-1,-1,1,-1,1,1,-1,1,5,5,5,5,3,5,3
4979,32,NaN,1,NaN,1,-1,1,1,-1,0,-1,-1,-1,1,1,5,5,5,5,2,5,1
5113,36,-13,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,5,5,4,4,5,4.5,1
5114,41,2,0,1,1,-1,-1,0,-1,1,0,0,-1,1,1,4,3,4,4,3,3.5,1
4967,25,19,1,1,1,1,0,0,-1,0,0,0,0,-1,-1,5,5,5,5,4,5,1
5088,28,-4,1,1,1,-1,1,-1,1,0,0,1,-1,0,1,4,5,5,5,5,5,2
4954,23,-1,1,0,1,-1,1,-1,1,0,1,1,-1,-1,-1,3,3,3,4,3,3,2
5022,27,-9,0,1,1,-1,0,0,-1,1,1,1,0,-1,-1,5,4,3,5,1,3.5,1
4954,22,1,0,0,1,1,1,-1,-1,-1,-1,1,-1,1,0,3,2,2,4,3,2,2
5091,33,15,1,0,1,-1,0,1,-1,1,-1,0,0,1,1,3,3,3,4,1,3,2
4958,66,-39,1,1,1,-1,1,1,1,0,-1,1,1,1,1,5,5,5,5,4,5,4
5105,32,10,0,1,1,1,1,1,1,1,1,1,1,-1,-1,4,4,5,4,2,4.5,3
5106,33,14,1,1,1,-1,1,1,-1,0,1,-1,0,-1,0,4,4,4,4,4,4,1
5047,35,16,1,1,1,0,1,1,-1,1,-1,0,0,-1,1,5,4,4,5,3,4,2
5061,31,NaN,1,NaN,1,-1,1,-1,-1,1,1,-1,1,-1,0,5,4,4,5,4,4,1
5049,40,6,0,0,1,1,-1,-1,-1,1,-1,0,-1,1,1,5,5,5,5,2,5,2
5049,46,-6,1,0,1,-1,0,-1,1,1,1,-1,-1,-1,1,5,4,4,4,3,4,2
5052,42,NaN,0,NaN,1,1,1,-1,1,-1,0,-1,0,1,1,5,4,3,4,4,3.5,1
5048,22,30,0,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,5,5,4,4,1,4.5,2
5100,23,21,1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,5,5,4,5,5,4.5,3
5069,24,25,1,1,1,1,0,0,-1,1,-1,1,1,1,0,5,3,3,5,2,3,0
5005,40,-15,1,0,1,-1,1,1,-1,1,0,1,1,-1,-1,4,4,4,4,3,4,3
5008,27,35,0,1,1,-1,1,-1,-1,1,1,1,1,0,-1,5,5,4,5,1,4.5,1
5000,31,-5,0,1,1,1,1,1,-1,0,-1,0,1,-1,0,4,4,5,5,1,4.5,2
5014,26,6,0,0,1,1,1,1,-1,-1,-1,1,-1,1,1,5,4,4,5,4,4,1
5000,26,5,0,1,1,-1,0,1,-1,0,1,1,1,-1,0,5,3,4,4,1,3.5,2
4969,23,5,0,0,1,1,1,0,-1,-1,0,0,1,0,-1,4,3,4,4,3,3.5,1
5176,35,-10,0,0,1,1,-1,-1,-1,1,1,0,1,1,1,4,3,3,5,4,3,2
5001,22,26,0,0,1,1,1,-1,-1,-1,1,0,1,1,0,5,3,4,5,1,3.5,1
5172,30,-9,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,5,5,5,5,3,5,5
5074,41,7,1,1,1,-1,1,1,-1,1,1,1,-1,-1,1,5,5,4,5,5,4.5,3
5026,51,-16,0,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,5,5,5,5,3,5,1
5028,55,1,0,0,1,-1,1,-1,-1,1,-1,0,1,1,1,5,5,4,5,5,4.5,2
5027,22,NaN,1,NaN,1,-1,1,1,-1,1,-1,1,-1,1,1,4,4,4,3,2,4,3
5115,26,NaN,0,NaN,1,-1,-1,-1,-1,1,1,0,1,-1,-1,5,4,3,3,2,3.5,1
5112,24,14,1,0,1,-1,0,1,1,1,-1,0,0,1,1,5,5,4,5,3,4.5,3
5005,25,15,0,0,1,0,1,1,-1,-1,-1,1,1,-1,1,4,5,5,5,3,5,3
5076,28,4,0,0,1,1,1,-1,-1,1,-1,-1,-1,-1,0,5,5,5,5,4,5,2
5008,62,-35,0,1,1,1,1,1,0,-1,-1,1,-1,-1,1,4,4,4,4,3,4,1
5336,25,6,0,1,1,1,1,0,1,-1,1,-1,0,1,1,4,4,3,3,3,3.5,2
5085,36,-2,1,0,1,1,-1,0,-1,0,-1,1,-1,-1,1,4,4,4,5,2,4,1
5082,18,7,0,1,1,1,-1,1,-1,-1,1,-1,1,-1,1,5,4,5,4,4,4.5,4
5003,45,-22,1,0,1,0,1,0,-1,-1,1,1,-1,-1,1,5,5,4,4,3,4.5,2
5086,27,9,1,1,1,1,0,1,-1,-1,1,1,1,-1,-1,5,5,5,5,3,5,4
5080,49,-24,0,0,1,-1,1,0,-1,-1,-1,0,1,-1,1,5,3,3,5,3,3,2
5040,25,22,0,0,1,-1,0,-1,-1,1,1,1,1,1,-1,5,3,3,5,1,3,0
5039,25,21,1,0,1,1,1,0,-1,0,-1,-1,1,1,1,4,4,4,3,1,4,0
5107,23,NaN,0,NaN,1,1,1,0,0,-1,1,1,1,0,1,4,3,4,5,1,3.5,2
5082,25,-7,0,1,1,1,1,1,-1,1,1,-1,1,-1,-1,4,3,3,5,3,3,3
5048,52,-30,0,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,4,4,4,4,1,4,2
5080,25,24,1,0,1,-1,0,1,-1,1,-1,1,0,-1,-1,4,3,3,5,1,3,2
5112,38,-14,0,0,1,-1,0,0,1,1,-1,0,1,1,1,5,4,4,4,4,4,3
5084,23,2,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,3,3,3,5,3,3,4
5022,18,9,0,1,1,1,1,0,-1,-1,-1,0,0,-1,1,5,4,4,5,3,4,1
5010,33,13,1,1,1,-1,0,-1,1,0,-1,1,-1,-1,-1,4,4,4,4,3,4,2
5091,48,-15,0,0,1,-1,0,0,1,1,-1,0,1,-1,1,5,5,5,5,5,5,2
5116,40,10,1,1,1,-1,0,-1,1,1,1,1,1,-1,-1,5,5,5,5,4,5,0
5113,23,13,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,4,3,3,4,3,3,1
5087,27,9,1,0,1,-1,1,-1,-1,0,-1,1,-1,-1,1,4,4,5,3,2,4.5,4
5114,43,-2,0,1,1,0,0,-1,1,1,0,-1,0,-1,1,4,3,3,4,3,3,1
5118,34,26,1,1,1,1,1,1,-1,-1,1,-1,0,-1,1,4,3,3,5,1,3,2
5084,25,-2,1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,5,4,3,5,4,3.5,4
6398,34,-7,0,1,1,-1,-1,-1,1,1,1,0,1,-1,0,4,5,5,5,1,5,0
6377,57,-28,1,1,1,-1,0,1,1,-1,1,0,-1,1,-1,4,5,5,5,5,5,2
6377,29,28,1,1,1,1,0,-1,1,-1,-1,0,1,1,-1,5,5,5,5,4,5,2
6128,23,10,0,0,1,-1,1,-1,-1,1,1,1,-1,-1,0,5,5,4,4,3,4.5,3
6084,33,-6,0,1,1,-1,0,1,-1,1,-1,1,-1,-1,1,4,3,3,4,3,3,3
6086,39,-1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,0,5,4,4,4,4,4,3
6413,33,-6,1,0,1,1,1,1,-1,0,0,-1,-1,0,1,5,5,5,5,4,5,0
6149,18,40,0,1,1,-1,-1,-1,-1,0,-1,0,0,1,1,4,5,4,4,4,4.5,1
6078,22,32,1,1,1,1,-1,0,-1,1,1,1,1,-1,-1,5,4,3,5,3,3.5,2
6163,44,-1,1,0,1,1,1,1,-1,1,-1,0,1,1,1,4,4,4,5,3,4,2
6164,59,NaN,1,NaN,1,1,1,1,1,1,-1,1,1,-1,0,5,5,5,5,5,5,2
6141,19,10,1,1,1,-1,0,1,0,1,-1,0,-1,-1,1,5,5,4,5,4,4.5,2
6126,22,19,0,1,1,1,1,1,-1,0,-1,0,1,-1,1,5,5,4,5,3,4.5,2
6130,19,NaN,1,NaN,1,1,1,1,0,1,1,1,1,-1,-1,5,4,5,5,4,4.5,3
6160,41,NaN,0,NaN,1,-1,-1,-1,1,1,1,1,1,-1,0,4,5,5,5,3,5,0
6162,44,8,1,1,1,-1,-1,1,1,1,-1,0,0,-1,1,5,5,5,5,3,5,2
6163,43,1,0,0,1,-1,0,-1,1,1,1,1,1,-1,1,5,4,4,5,3,4,1
6141,29,-10,1,1,1,-1,0,-1,-1,1,-1,0,1,0,1,4,3,3,4,4,3,2
