"StartDate","EndDate","Progress","Duration..in.seconds.","Finished","RecordedDate","Gender","Gender_3_TEXT","Age","State","income","Education","Hispanic","Race","Race_6_TEXT","Pets_1","Pets_2","Pets_3","Pets_4","Pets_5","Pets_6","Pets_7","Pets_8","Pets_9","Pets_10","Pets_10_TEXT","Donations_1","Donations_2","Donations_3","Donations_4","Donations_5","Donations_6","Donations_7","Donations_8","Donations_9","Donations_10","Donations_11","Donations_12","Donations_13","Donations_14","Donations_15","Donations_16","Donations_17","Impossible_1","Impossible_2","Impossible_3","Impossible_4","Impossible_5","Impossible_8","Impossible_6","Impossible_7","Impossible_11","Impossible_9","Impossible_10","Blue_dress","Don","assignment_id","participant_id","age","year_of_birth","education","educationScore","gender","femaleAs1MaleAs0","income_1","incomeScore","householdIncomeEstimate","computer_country","device","Location","Age_1","AttnCheck","FL_45_DO_Farmedidentifiableappeal.FIA.","FL_45_DO_Companionidentifiableappeal.CIA.","FL_45_DO_Farmedstatisticalappeal.FSA.","FL_45_DO_Companionstatisticalappeal.CSA.","FL_45_DO_Farmedidentifiableandstatisticalappeal.FISA.","FL_45_DO_Companionidentifiableandstatisticalappeal.CISA.","FL_45_DO_Farmednotextappeal.FNTA.","FL_45_DO_Companionnotextappeal.CNTA.","Flagged_susp","speeder","location.fail","ran.fail","type.fail","computer.fail","dress.fail","suspicious.fail","dupe","IP.fail","rejects","don","cond","CvF","stat","ident","donors","anim.don","AgeGroup","gender.coll","age.gend","regions","reg","race2","race.coll","caseid","weightvec"
"19-09-11 12:31","19-09-11 12:33",100,117,TRUE,"19-09-11 12:33","Man",NA,32,"Washington",5,"Some college, no degree","No","Caucasian/White",NA,NA,NA,"Dog(s)","Fish",NA,NA,NA,NA,NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)",NA,NA,NA,"ChildrenŠ—Ès charities",NA,NA,NA,"Environmental or nature conservation charities (not specifically animal-related)",NA,"Youth development (sports, extracurricular activities, out-of-school time enrichment, leadership)",NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","25","ee0377bb","2e9aa4b0",31,1988,"Completed only high school or the equivalent (for example: GED), no college",2,"male",0,"$115,000 to $149,999",6,132500,"United States","desktop",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,25,"FIA","Farmed","no stat appeal","ident victim","donor",1,2,1,8,"West",4,1,1,1221,0.314905380742273
"19-09-11 12:32","19-09-11 12:33",100,100,TRUE,"19-09-11 12:33","Woman",NA,30,"Kansas",2,"Bachelor's degree","No","Multi-Racial",NA,NA,"Cat(s)","Dog(s)",NA,NA,NA,"Reptile(s) or amphibian(s): Snake, lizard, frog, toad, etc.",NA,NA,NA,NA,NA,NA,"Local social service charities, such as shelters and food banks in your community","Place of worship (church, synagogue, mosque, etc.)",NA,"ChildrenŠ—Ès charities",NA,NA,NA,NA,"Charities that help the elderly",NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","65de59ed","44cec3aa",31,1988,"Completed bachelor's degree (BA, AB, BS or other)",5,"female",1,"$25,000 to $39,999",2,32500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,1,0,0,0,"CNTA","Companion","no stat appeal","no ident victim","non-donor",0,2,2,2,"Midwest",2,4,4,1222,1.55430069887591
"19-09-11 12:30","19-09-11 12:33",100,190,TRUE,"19-09-11 12:33","Woman",NA,48,"New Jersey",4,"Bachelor's degree","No","Black or African-American",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local social service charities, such as shelters and food banks in your community","Place of worship (church, synagogue, mosque, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Election campaigns (federal, state or local)","Human rights and international development charities either at home or abroad",NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","c799152e","0c146555",48,1971,"Completed bachelor's degree (BA, AB, BS or other)",5,"female",1,"$60,000 to $84,999",4,72500,"United States","desktop",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"CIA","Companion","no stat appeal","ident victim","non-donor",0,4,2,4,"Northeast",1,2,2,1223,1.37690484137634
"19-09-11 12:26","19-09-11 12:34",100,425,TRUE,"19-09-11 12:34","Woman",NA,29,"Virginia",2,"Bachelor's degree","No","Caucasian/White",NA,NA,"Cat(s)","Dog(s)",NA,NA,NA,"Reptile(s) or amphibian(s): Snake, lizard, frog, toad, etc.","Horse(s), pony/ponies, or donkey(s)",NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","5","1444cd04","ee513442",28,1991,"Completed bachelor's degree (BA, AB, BS or other)",5,"female",1,"$25,000 to $39,999",2,32500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,5,"CISA","Companion","stat appeal","ident victim","donor",0,2,2,2,"South",3,1,1,1224,0.389643931160387
"19-09-11 12:32","19-09-11 12:34",100,134,TRUE,"19-09-11 12:34","Woman",NA,58,"California",5,"Bachelor's degree","No","Caucasian/White",NA,NA,NA,NA,NA,NA,NA,NA,"Horse(s), pony/ponies, or donkey(s)",NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Human rights and international development charities either at home or abroad",NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","0eee7859","d6050bd0",58,1961,"Completed bachelor's degree (BA, AB, BS or other)",5,"female",1,"$150,000 to $199,999",7,175000,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"CISA","Companion","stat appeal","ident victim","non-donor",1,5,2,5,"West",4,1,1,1225,0.815665883108347
"19-09-11 12:31","19-09-11 12:34",100,182,TRUE,"19-09-11 12:34","Woman",NA,46,"Pennsylvania",5,"Bachelor's degree","No","Caucasian/White",NA,NA,"Cat(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)","Local social service charities, such as shelters and food banks in your community","Place of worship (church, synagogue, mosque, etc.)",NA,NA,NA,NA,"Fire, police and emergency rescue charities",NA,NA,NA,"Formal education (K-12 schools, colleges, scholarship funds)",NA,NA,NA,NA,"Purchased a new television","Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","5","04d730f6","deb7e307",46,1973,"Completed bachelor's degree (BA, AB, BS or other)",5,"female",1,"$150,000 to $199,999",7,175000,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,5,"FISA","Farmed","stat appeal","ident victim","donor",1,4,2,4,"Northeast",1,1,1,1226,0.670210218495996
"19-09-11 12:31","19-09-11 12:34",100,196,TRUE,"19-09-11 12:34","Woman",NA,61,"California",5,"Bachelor's degree","No","Asian",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health charities",NA,NA,NA,NA,"Environmental or nature conservation charities (not specifically animal-related)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","20","12ddb7da","13eb50ce",61,1958,"Completed bachelor's degree (BA, AB, BS or other)",5,"female",1,"$85,000 to $114,999",5,1e+05,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,20,"CISA","Companion","stat appeal","ident victim","donor",0,5,2,5,"West",4,3,3,1227,1.03930035745989
"19-09-11 12:32","19-09-11 12:34",100,143,TRUE,"19-09-11 12:34","Man",NA,37,"Arizona",3,"Bachelor's degree","No","Caucasian/White",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","50","1537fd54","b9ddf4e8",38,1981,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$60,000 to $84,999",4,72500,"United States","smartphone",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,50,"CSA","Companion","stat appeal","no ident victim","donor",0,3,1,9,"West",4,1,1,1228,0.418486993499561
"19-09-11 12:33","19-09-11 12:34",100,71,TRUE,"19-09-11 12:34","Man",NA,29,"Massachusetts",3,"Bachelor's degree","No","Caucasian/White",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,NA,"Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","1707ff0f","e4735867",29,1990,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$40,000 to $59,999",3,50000,"United States","desktop",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FSA","Farmed","stat appeal","no ident victim","non-donor",0,2,1,8,"Northeast",1,1,1,1229,0.277908186900591
"19-09-11 12:29","19-09-11 12:34",100,308,TRUE,"19-09-11 12:34","Man",NA,76,"Maryland",2,"Master's degree","No","Caucasian/White",NA,NA,"Cat(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Place of worship (church, synagogue, mosque, etc.)","Health charities",NA,"Charities that support military troops and/or veterans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","7bfcd03a","770a0429",76,1943,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,"male",0,"$40,000 to $59,999",3,50000,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,1,0,0,0,"CNTA","Companion","no stat appeal","no ident victim","non-donor",0,6,1,12,"South",3,1,1,1230,4.93939754229002
"19-09-11 12:32","19-09-11 12:35",100,124,TRUE,"19-09-11 12:35","Woman",NA,37,"Connecticut",1,"High school graduate","No","Caucasian/White",NA,NA,"Cat(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)",NA,NA,"Health charities",NA,"Charities that support military troops and/or veterans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","10","6944f284","730bbec9",36,1983,"Completed only high school or the equivalent (for example: GED), no college",2,"female",1,"Less than $9,999",0,5000,"United States","desktop",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,10,"CIA","Companion","no stat appeal","ident victim","donor",1,3,2,3,"Northeast",1,1,1,1231,0.810830816492479
"19-09-11 12:33","19-09-11 12:35",100,124,TRUE,"19-09-11 12:35","Woman",NA,20,"Florida",3,"High school graduate","No","Caucasian/White",NA,NA,"Cat(s)",NA,"Fish",NA,NA,NA,NA,NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purchased a new television","Went to the movies",NA,NA,"Read a book",NA,NA,NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","9d6666ab","abc3fe39",20,1999,"Completed only high school or the equivalent (for example: GED), no college",2,"female",1,"$60,000 to $84,999",4,72500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FNTA","Farmed","no stat appeal","no ident victim","non-donor",1,1,2,1,"South",3,1,1,1232,1.45683616212069
"19-09-11 12:32","19-09-11 12:35",100,159,TRUE,"19-09-11 12:35","Woman",NA,68,"Wisconsin",4,"Some college, no degree","No","Caucasian/White",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)","Local social service charities, such as shelters and food banks in your community",NA,NA,"ChildrenŠ—Ès charities",NA,NA,NA,NA,"Charities that help the elderly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","d8c8bbfa","4f50ef11",68,1951,"Completed only high school or the equivalent (for example: GED), no college",2,"female",1,"$85,000 to $114,999",5,1e+05,"United States","desktop",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FSA","Farmed","stat appeal","no ident victim","non-donor",1,6,2,6,"Midwest",2,1,1,1233,2.21681511203888
"19-09-11 12:32","19-09-11 12:35",100,156,TRUE,"19-09-11 12:35","Man",NA,35,"California",4,"Bachelor's degree","No","Caucasian/White",NA,NA,NA,"Dog(s)","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Youth development (sports, extracurricular activities, out-of-school time enrichment, leadership)","Formal education (K-12 schools, colleges, scholarship funds)",NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book","Typed faster than 220 words per minute","Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","25","d7e5e601","fd40b4e2",38,1981,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$85,000 to $114,999",5,1e+05,"United States","desktop",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,25,"CIA","Companion","no stat appeal","ident victim","donor",0,3,1,9,"West",4,1,1,1234,0.423760176506938
"19-09-11 12:32","19-09-11 12:35",100,177,TRUE,"19-09-11 12:35","Woman",NA,68,"Florida",2,"Some college, no degree","No","Caucasian/White",NA,NA,NA,"Dog(s)",NA,"Bird(s): Parrots, budgees, hens, chickens, ducks, geese, etc.",NA,NA,NA,NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","f65e4986","d86be623",68,1951,"Completed trade/technical/vocational training",3,"female",1,"$25,000 to $39,999",2,32500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FNTA","Farmed","no stat appeal","no ident victim","non-donor",1,6,2,6,"South",3,1,1,1235,2.21989869324723
"19-09-11 12:33","19-09-11 12:35",100,123,TRUE,"19-09-11 12:35","Man",NA,44,"Massachusetts",2,"Some college, no degree","No","Caucasian/White",NA,NA,NA,"Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","33653feb","85172219",44,1975,"Completed only high school or the equivalent (for example: GED), no college",2,"male",0,"$40,000 to $59,999",3,50000,"United States","desktop",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FIA","Farmed","no stat appeal","ident victim","non-donor",0,3,1,9,"Northeast",1,1,1,1236,0.498264995010339
"19-09-11 12:33","19-09-11 12:35",100,98,TRUE,"19-09-11 12:35","Woman",NA,24,"Georgia",1,"Some college, no degree","No","Caucasian/White",NA,NA,NA,"Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","30","ef91ef03","4d134d5c",24,1995,"Completed only high school or the equivalent (for example: GED), no college",2,"female",1,"$25,000 to $39,999",2,32500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,30,"FISA","Farmed","stat appeal","ident victim","donor",0,1,2,1,"South",3,1,1,1237,3.42778974968252
"19-09-11 12:32","19-09-11 12:36",100,207,TRUE,"19-09-11 12:36","Woman",NA,34,"Michigan",2,"Bachelor's degree","No","Caucasian/White",NA,NA,"Cat(s)","Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)","Local social service charities, such as shelters and food banks in your community",NA,NA,NA,NA,"Emergency relief efforts in the case of a natural disaster, etc.",NA,"Environmental or nature conservation charities (not specifically animal-related)",NA,NA,NA,"Arts or art-related charities or institutions, including museums and galleries",NA,NA,"Human rights and international development charities either at home or abroad",NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","50","8397d645","e617d6a1",35,1984,"Completed bachelor's degree (BA, AB, BS or other)",5,"female",1,"$25,000 to $39,999",2,32500,"United States","desktop",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,50,"CSA","Companion","stat appeal","no ident victim","donor",1,2,2,2,"Midwest",2,1,1,1238,0.468922292222863
"19-09-11 12:30","19-09-11 12:36",100,332,TRUE,"19-09-11 12:36","Man",NA,28,"Florida",2,"Some college, no degree","No","Caucasian/White",NA,NA,"Cat(s)","Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)",NA,NA,NA,NA,NA,"Emergency relief efforts in the case of a natural disaster, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purchased a new television",NA,NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","50","2234d8fe","7015521f",27,1992,"Completed only high school or the equivalent (for example: GED), no college",2,"male",0,"$25,000 to $39,999",2,32500,"United States","desktop",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,50,"FIA","Farmed","no stat appeal","ident victim","donor",1,2,1,8,"South",3,1,1,1239,0.315580568223066
"19-09-11 12:34","19-09-11 12:36",100,133,TRUE,"19-09-11 12:36","Man",NA,69,"Ohio",2,"Some college, no degree","No","Caucasian/White",NA,NA,NA,"Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","aeb3e05e","51b1e6e2",69,1950,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$25,000 to $39,999",2,32500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FNTA","Farmed","no stat appeal","no ident victim","non-donor",0,6,1,12,"Midwest",2,1,1,1240,5.00006344955278
"19-09-11 12:30","19-09-11 12:36",100,380,TRUE,"19-09-11 12:36","Woman",NA,34,"Pennsylvania",1,"Associate degree","No","Caucasian/White",NA,NA,"Cat(s)","Dog(s)",NA,NA,"Small mammal(s): Rabbit, mouse, guinea pig, ferret, etc.","Reptile(s) or amphibian(s): Snake, lizard, frog, toad, etc.",NA,NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","96b250ed","23927323",34,1985,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,"female",1,"$10,000 to $24,999",1,17500,"United States",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FISA","Farmed","stat appeal","ident victim","non-donor",0,2,2,2,"Northeast",1,1,1,1241,0.807351145851946
"19-09-11 12:34","19-09-11 12:36",100,126,TRUE,"19-09-11 12:36","Man",NA,27,"Kentucky",1,"Bachelor's degree","No","Black or African-American",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local social service charities, such as shelters and food banks in your community",NA,NA,NA,NA,"Emergency relief efforts in the case of a natural disaster, etc.",NA,"Environmental or nature conservation charities (not specifically animal-related)",NA,"Youth development (sports, extracurricular activities, out-of-school time enrichment, leadership)",NA,"Arts or art-related charities or institutions, including museums and galleries",NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book","Typed faster than 220 words per minute",NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","1698d44a","fa804b18",26,1993,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"Less than $9,999",0,5000,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,1,0,0,0,1,0,1,0,"CNTA","Companion","no stat appeal","no ident victim","non-donor",0,2,1,8,"South",3,2,2,1242,1.36482174445381
"19-09-11 12:34","19-09-11 12:36",100,114,TRUE,"19-09-11 12:36","Woman",NA,47,"North Carolina",4,"Master's degree","No","Caucasian/White",NA,NA,NA,NA,"Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local social service charities, such as shelters and food banks in your community","Place of worship (church, synagogue, mosque, etc.)",NA,NA,NA,"Emergency relief efforts in the case of a natural disaster, etc.",NA,NA,NA,"Youth development (sports, extracurricular activities, out-of-school time enrichment, leadership)",NA,NA,NA,NA,NA,NA,"Went to the movies",NA,NA,"Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","5360505c","98ef0bad",48,1971,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,"female",1,"$60,000 to $84,999",4,72500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,1,0,0,0,"CNTA","Companion","no stat appeal","no ident victim","non-donor",0,4,2,4,"South",3,1,1,1243,0.571216811766163
"19-09-11 12:32","19-09-11 12:36",100,246,TRUE,"19-09-11 12:36","Woman",NA,53,"Texas",3,"Some college, no degree","No","Caucasian/White",NA,NA,"Cat(s)","Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local social service charities, such as shelters and food banks in your community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Human rights and international development charities either at home or abroad","Purchased a new television",NA,NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","25","f13315f5","8ab00f6a",53,1966,"Completed only high school or the equivalent (for example: GED), no college",2,"female",1,"$40,000 to $59,999",3,50000,"United States","desktop",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,25,"FSA","Farmed","stat appeal","no ident victim","donor",0,4,2,4,"South",3,1,1,1244,0.564108709230047
"19-09-11 12:35","19-09-11 12:36",100,99,TRUE,"19-09-11 12:36","Man",NA,40,"North Carolina",3,"Bachelor's degree","No","Caucasian/White",NA,NA,NA,"Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local social service charities, such as shelters and food banks in your community","Place of worship (church, synagogue, mosque, etc.)",NA,NA,NA,NA,NA,NA,"Charities that help the elderly",NA,"Formal education (K-12 schools, colleges, scholarship funds)",NA,NA,NA,NA,"Purchased a new television","Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","ebee1447","2909e0fe",40,1979,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,"male",0,"$40,000 to $59,999",3,50000,"United States","desktop",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"CSA","Companion","stat appeal","no ident victim","non-donor",0,3,1,9,"South",3,1,1,1245,0.379944050221461
"19-09-11 12:33","19-09-11 12:36",100,216,TRUE,"19-09-11 12:36","Woman",NA,44,"Ohio",1,"Associate degree","No","Caucasian/White",NA,NA,"Cat(s)","Dog(s)",NA,NA,"Small mammal(s): Rabbit, mouse, guinea pig, ferret, etc.",NA,NA,NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)","Local social service charities, such as shelters and food banks in your community",NA,NA,NA,"Charities that support military troops and/or veterans","Emergency relief efforts in the case of a natural disaster, etc.",NA,"Environmental or nature conservation charities (not specifically animal-related)",NA,"Youth development (sports, extracurricular activities, out-of-school time enrichment, leadership)","Formal education (K-12 schools, colleges, scholarship funds)",NA,NA,NA,"Human rights and international development charities either at home or abroad",NA,NA,NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","40","650f654b","8133df4a",45,1974,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,"female",1,"$10,000 to $24,999",1,17500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,40,"FISA","Farmed","stat appeal","ident victim","donor",1,3,2,3,"Midwest",2,1,1,1246,0.908023944277524
