StartDate,Progress,Duration (in seconds),ResponseId,consent,prolificid,stresstrue_1,simpletrue_1,crackstrue_1,needtrue_1,unpredictabletrue_1,worktrue_1,irrespontrue_1,valuetrue_1,povertytrue_1,cheattrue_1,togethertrue_1,wellbeingtrue_1,economytrue_1,crimetrue_1,benefittrue_1,fairtrue_1,ubinormal_1,ubipandemic_1,stressnormal_1,simplenormal_1,cracksnormal_1,neednormal_1,unpredictablenormal_1,worknormal_1,irresponnormal_1,valuenormal_1,povertynormal_1,cheatnormal_1,togethernormal_1,wellbeingnormal_1,economynormal_1,crimenormal_1,benefitnormal_1,fairnormal_1,strespandemic_1,simplepandemic_1,crackspandemic_1,needpandemic_1,unpredictpandemi_1,workpandemic_1,irresponpandemic_1,valuepandemic_1,povertypandemic_1,cheatpandemic_1,togetherpandemic_1,wellbeingpandemic_1,economypandemic_1,crimepandemic_1,benefitpandemic_1,fairpandemic_1,sec4a_1,sec4a_2,sec4b_1,sec4b_2,sec4b_3,age,gender,country,country_3_TEXT,benefits,ladder_1,ladder_2,ladder_3,ladder_4,ladder_5,ladder_6,ladder_7,ladder_8,ladder_9,ladder_10,poleconomic_1,polsocial_1,leftright_1,affected_1,PROLIFIC_PID
07/05/2020 11:16,100,256,R_2c7V6J12ejNGAoN,"I consent, begin the study",5e9d6d7fa02082028f399a92,81,67,75,70,64,62,62,72,82,40,79,82,69,63,58,65,75,75,66,69,66,70,72,57,44,73,56,63,63,72,75,64,63,53,61,58,62,60,62,61,62,62,61,64,63,68,72,61,55,60,64,57,68,67,77,27,Male,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,94,77,2,62,5e9d6d7fa02082028f399a92
07/05/2020 11:09,100,702,R_3FLjnIVJYmVliQX,"I consent, begin the study",5ea21459c3ca1e126aa7d295,50,90,20,10,80,80,100,10,30,10,90,20,50,80,30,70,20,30,70,80,80,90,100,60,30,80,70,80,90,90,60,70,0,80,90,40,85,100,70,100,30,90,90,80,90,80,90,80,20,100,20,80,70,80,30,22,Male,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,30,10,50,40,5ea21459c3ca1e126aa7d295
07/05/2020 11:16,100,345,R_3nOBoXAWKUn4gyk,"I consent, begin the study",5ea5f4b0461d105fc876579f,95,95,60,20,92,80,92,75,93,98,96,86,10,80,80,88,75,91,33,41,25,71,60,8,54,18,24,30,25,71,71,39,40,70,92,40,80,81,80,70,71,69,92,56,81,88,7,56,74,50,50,70,70,90,97,18,Male,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,70,80,6,60,5ea5f4b0461d105fc876579f
07/05/2020 11:14,100,461,R_2R2H7A1YnD8v1ec,"I consent, begin the study",5b9bcd39ae7baa00012ef6e1,67,98,71,14,61,85,55,61,33,91,36,50,20,63,50,28,24,50,71,74,82,86,70,24,72,68,80,82,65,79,75,73,33,80,79,85,92,87,94,64,44,76,88,51,81,74,62,44,73,83,32,70,72,72,82,52,Male,UK,,Yes,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,18,56,74,63,5b9bcd39ae7baa00012ef6e1
07/05/2020 10:59,100,1395,R_7PZ6msHe36lLdTj,"I consent, begin the study",571a5ade6a1c6300094bb620,50,100,60,0,100,100,50,100,50,100,0,50,0,20,100,40,100,100,100,100,100,100,70,0,100,100,100,100,100,100,100,100,70,100,100,70,80,100,10,76,100,100,100,100,80,100,80,100,0,90,30,90,80,60,40,26,Female,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,65,10,70,25,571a5ade6a1c6300094bb620
07/05/2020 11:14,100,466,R_1FaEu5lwWCpzLip,"I consent, begin the study",59528096d5822e000125a5e7,60,77,66,16,77,69,72,79,67,88,50,73,71,65,39,50,91,72,57,29,81,70,76,78,39,39,100,71,39,49,59,77,16,68,78,57,82,95,64,39,64,86,88,88,39,80,78,76,16,85,81,61,72,83,96,39,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,76,7,50,2,59528096d5822e000125a5e7
07/05/2020 11:15,100,441,R_WASfftVUNYcX6Mh,"I consent, begin the study",5d6a55cb78fce300014e078e,100,50,50,50,50,50,50,50,50,100,50,50,50,100,100,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,100,100,100,50,50,50,100,50,100,50,50,100,100,50,0,100,50,50,50,26,Male,UK,,Yes,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,50,50,50,50,5d6a55cb78fce300014e078e
07/05/2020 11:10,100,824,R_2fjsKaZUG5e0j8y,"I consent, begin the study",5b2ba56c425ac7000157fd53,0,11,10,9,50,100,93,47,0,0,50,19,0,0,0,0,0,0,70,93,81,100,87,61,92,40,85,100,39,69,93,100,30,90,87,92,92,100,82,93,90,74,95,95,81,82,92,100,29,100,95,93,98,96,100,65,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,72,10,50,100,5b2ba56c425ac7000157fd53
07/05/2020 11:15,100,544,R_cA3wFgrujrRsTMB,"I consent, begin the study",5ea86e590646002a3d94dbd4,0,100,25,0,0,100,100,61,100,70,25,60,0,55,0,0,25,80,33,50,12,99,29,70,100,27,40,70,49,81,90,40,31,90,50,31,13,100,24,100,100,9,18,100,50,87,100,50,25,100,0,100,91,90,70,24,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,0,70,76,5,5ea86e590646002a3d94dbd4
07/05/2020 11:15,100,517,R_1rBRupjml2Xg0Oc,"I consent, begin the study",5d24e4ba5018e900158d31f1,100,90,90,60,100,50,50,85,95,70,90,95,70,85,60,75,85,100,90,93,90,50,100,50,50,90,85,85,75,90,50,86,80,85,91,77,100,79,98,50,32,86,91,87,76,82,50,78,77,82,61,75,56,75,100,29,Male,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,75,65,19,50,5d24e4ba5018e900158d31f1
07/05/2020 11:18,100,445,R_10TLzCkaMVxYIOh,"I consent, begin the study",5a86bb71aa46dd00016bb0d3,13,88,10,0,11,50,50,17,11,77,50,10,11,13,92,0,0,0,73,55,80,100,71,80,70,50,95,86,60,67,100,74,24,80,77,57,71,85,64,74,61,57,89,57,71,74,95,79,21,71,40,60,20,20,80,25,Male,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,70,60,25,5a86bb71aa46dd00016bb0d3
07/05/2020 10:50,100,2135,R_2RVptqOvFvdBabf,"I consent, begin the study",5766788c3d2d3a000138b0ef,50,16,8,3,88,94,92,14,77,6,17,13,9,88,14,6,11,9,17,18,38,70,76,75,80,76,78,86,30,33,5,80,0,70,90,19,58,76,80,74,54,74,88,74,67,78,20,60,0,71,4,70,66,78,79,33,Female,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,70,19,26,10,5766788c3d2d3a000138b0ef
07/05/2020 11:16,100,566,R_1q3NBRzmKg5vE8O,"I consent, begin the study",5d9a464a72d1720017eb0728,69,90,94,33,92,50,50,93,67,75,80,78,83,79,83,60,79,82,95,95,100,85,80,25,25,80,95,65,50,80,65,65,20,80,90,95,100,80,80,15,0,80,80,20,95,85,100,17,30,60,80,80,0,15,100,27,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,90,98,20,90,5d9a464a72d1720017eb0728
07/05/2020 11:14,100,757,R_3MSVPLjh6uu3Jna,"I consent, begin the study",5b2b61160ec82d0001d2914e,41,61,41,30,59,39,9,40,29,20,61,41,40,39,50,50,39,30,27,39,39,39,47,29,40,26,29,38,40,37,39,30,18,38,59,50,68,70,67,38,71,69,64,50,61,57,63,59,0,65,74,74,73,75,80,74,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,62,19,70,80,5b2b61160ec82d0001d2914e
07/05/2020 11:13,100,828,R_3fHMEmAHSYjsek4,"I consent, begin the study",5e126bdbde8da68e2424776a,33,95,20,5,67,75,67,67,25,90,50,25,10,50,67,20,20,20,81,90,75,100,67,100,100,50,80,100,50,50,95,100,100,100,80,95,80,100,80,100,100,50,81,100,50,50,95,100,50,100,50,75,80,67,67,68,Male,UK,,Yes,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,20,10,90,50,5e126bdbde8da68e2424776a
07/05/2020 10:58,100,1741,R_3mfU6gSZ5Uoy5RK,"I consent, begin the study",5db01e642282410011fc7f17,10,60,30,0,10,50,50,50,30,40,10,30,29,19,80,0,0,0,90,20,100,100,100,50,60,50,100,60,70,100,50,70,30,100,90,20,100,100,100,60,60,60,100,70,70,80,70,70,30,70,80,80,60,80,100,50,Female,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,80,80,20,70,5db01e642282410011fc7f17
07/05/2020 11:20,100,395,R_231MFodCwwS87XB,"I consent, begin the study",5d3c30f533350b001a7680c8,8,90,35,0,89,50,7,33,3,91,26,31,31,60,95,19,82,24,92,70,82,95,77,33,88,65,79,99,62,89,95,94,36,78,83,90,68,93,90,83,79,93,100,90,83,72,93,85,31,82,77,85,70,71,82,19,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,70,92,61,30,5d3c30f533350b001a7680c8
07/05/2020 11:20,100,446,R_pMBW9uOhM4fpuZb,"I consent, begin the study",5e076044dc265f0d23386aae,89,79,50,0,77,100,86,100,100,17,83,75,0,85,50,8,100,100,50,69,50,50,71,50,50,59,84,50,60,66,45,50,65,50,74,100,50,88,80,100,82,100,68,88,71,80,100,85,50,65,100,100,77,71,100,19,Male,UK,,No,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,100,88,18,66,5e076044dc265f0d23386aae
07/05/2020 11:13,100,885,R_3D2rmRV1SYgmK1e,"I consent, begin the study",5ea0b96650e5790af4b31fa4,50,25,75,70,75,75,75,10,75,25,25,80,10,25,5,25,0,75,75,50,75,75,90,85,19,25,75,25,50,74,25,24,0,50,50,20,75,75,75,25,0,20,75,24,19,74,25,18,0,11,75,90,75,74,88,39,Male,UK,,Yes,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,24,21,100,76,5ea0b96650e5790af4b31fa4
07/05/2020 11:16,100,684,R_28TbOSrbNm7xwYX,"I consent, begin the study",5dff7e7e37241cba93967631,50,100,100,25,26,60,50,60,21,100,39,26,50,33,81,15,14,14,65,57,80,85,63,0,36,60,100,58,35,100,28,50,50,74,65,64,76,85,59,55,31,60,100,66,50,100,33,50,50,76,60,75,50,50,64,52,Male,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,75,70,35,60,5dff7e7e37241cba93967631
07/05/2020 11:16,100,689,R_1f279p60X5DzyPD,"I consent, begin the study",5b76dddf5da819000195061a,94,100,100,69,100,47,42,100,100,99,90,96,100,100,97,76,100,100,94,94,100,94,100,4,28,94,100,80,82,95,27,91,87,90,99,81,100,90,100,8,19,81,100,93,100,100,20,100,86,91,100,69,70,45,75,46,Male,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,95,96,7,75,5b76dddf5da819000195061a
07/05/2020 11:23,100,330,R_bD66mqEVYr2jTwJ,"I consent, begin the study",5dc7f5066ff9eb5923f1e37b,76,60,100,100,77,100,33,22,100,100,66,57,63,66,42,71,95,75,62,75,93,76,65,0,72,67,63,79,66,58,79,73,36,100,59,100,100,100,89,100,89,57,89,85,100,100,81,80,26,70,77,79,69,74,83,24,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,68,69,52,34,5dc7f5066ff9eb5923f1e37b
07/05/2020 11:16,100,740,R_30xjMrjtFiJqnMC,"I consent, begin the study",5e74033cb1ea450008ae093c,100,40,90,100,80,40,40,100,90,70,40,100,100,10,100,100,50,70,100,70,80,100,70,30,60,80,90,60,40,90,100,10,100,100,100,50,100,100,100,80,60,100,100,50,40,100,100,0,100,90,60,90,90,100,80,20,Male,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,70,50,50,80,5e74033cb1ea450008ae093c
07/05/2020 11:21,100,465,R_3rVBnyc96Mgk9by,"I consent, begin the study",5958d231c76e6700014d2504,90,90,90,30,90,70,50,90,50,100,85,90,40,65,100,80,100,100,90,90,100,100,100,30,40,90,100,70,90,100,80,40,30,100,100,100,100,100,100,20,20,90,100,60,90,100,30,40,50,100,90,60,30,70,90,38,Male,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,85,90,15,10,5958d231c76e6700014d2504
07/05/2020 11:23,100,432,R_eX4nDjUr514DSkp,"I consent, begin the study",5c28ef690091e40001ca5e99,92,100,27,27,27,29,50,48,40,100,72,30,32,50,31,31,100,84,68,85,68,75,100,77,100,59,100,100,28,67,77,80,65,66,59,100,68,100,84,99,100,56,76,100,63,62,73,53,55,82,57,77,73,66,87,21,Male,UK,,Yes,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,40,77,29,85,5c28ef690091e40001ca5e99
07/05/2020 11:13,100,1026,R_soQ7ZBWoVoIm6xb,"I consent, begin the study",5b7199eef62da60001c0142b,81,68,88,33,85,77,50,78,59,13,50,68,78,64,69,50,83,70,38,30,36,50,18,38,36,32,32,77,27,28,37,39,0,34,16,0,9,27,11,50,50,16,100,6,15,7,50,64,0,25,27,84,80,83,94,36,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,70,72,43,82,5b7199eef62da60001c0142b
07/05/2020 11:22,100,478,R_1DO6kjBkTwTklds,"I consent, begin the study",5d558c262d8a6200172a8b7b,99,100,98,99,99,30,50,100,95,90,95,100,100,70,80,99,100,100,100,90,100,90,100,0,0,100,100,95,90,100,60,100,20,100,100,100,100,100,100,10,0,100,100,100,90,100,60,100,50,100,90,60,100,90,100,33,Other,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,100,90,5,80,5d558c262d8a6200172a8b7b
07/05/2020 11:24,100,353,R_1IQv18HqUKdQTiY,"I consent, begin the study",5565df49fdf99b4e4083bdd7,85,100,100,26,100,76,27,84,100,10,79,97,89,83,73,100,100,100,69,85,79,96,69,23,69,89,100,100,100,91,100,84,78,100,70,100,65,26,100,21,14,66,100,4,100,100,100,56,69,14,60,100,94,86,78,29,Male,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,74,90,7,66,5565df49fdf99b4e4083bdd7
07/05/2020 11:24,100,379,R_1Q0DnGA5Vb8FY7C,"I consent, begin the study",5d62d5526f363200158bbc1e,99,50,10,5,90,15,10,90,90,10,90,87,3,13,99,84,90,10,90,90,35,100,92,90,90,93,60,90,90,30,90,40,10,100,90,90,20,100,90,90,91,90,90,90,90,90,90,40,10,100,80,40,90,80,90,35,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,80,80,30,75,5d62d5526f363200158bbc1e
07/05/2020 11:25,100,330,R_2aqwWIUsp3HOdsP,"I consent, begin the study",5e961265ca5bc6085896442d,66,74,88,69,81,54,84,81,78,59,75,62,77,40,70,59,87,82,43,43,60,39,50,91,35,58,56,39,42,53,42,44,0,42,60,42,35,60,41,29,33,63,33,35,61,36,62,56,19,62,20,52,61,67,62,21,Male,UK,,No,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,77,25,38,31,5e961265ca5bc6085896442d
07/05/2020 11:22,100,543,R_31hnjLOjMJJp2Xu,"I consent, begin the study",5d0a4ac975d2c500174dd705,60,100,60,20,80,50,50,60,60,20,50,60,50,60,100,25,20,30,75,40,90,80,65,10,85,75,95,65,75,85,90,75,10,70,90,65,95,91,75,80,85,77,87,65,87,90,90,85,9,85,65,75,90,90,90,36,Male,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,80,85,20,70,5d0a4ac975d2c500174dd705
07/05/2020 11:23,100,459,R_2t0ciGUA1vQj3qO,"I consent, begin the study",5e2e3b7eccad9c4341f34a59,100,100,100,90,80,50,50,100,80,76,95,50,50,50,100,50,100,100,100,85,100,100,100,50,30,100,100,50,100,100,75,75,65,100,100,100,100,100,100,50,30,100,100,71,100,100,100,50,65,100,75,45,100,100,100,30,Male,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,77,98,40,70,5e2e3b7eccad9c4341f34a59
07/05/2020 11:24,100,450,R_3DhzK3Lbq4c3sdu,"I consent, begin the study",5d961841646bb70018d6ea4e,30,84,25,14,24,22,20,83,17,88,69,50,49,30,78,92,21,82,78,73,71,65,45,66,69,62,84,88,72,83,24,69,28,65,70,69,73,87,73,43,42,70,65,40,51,70,43,78,24,80,23,79,78,68,84,20,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,52,75,4,19,5d961841646bb70018d6ea4e
07/05/2020 11:24,100,416,R_0CAub5ZDXHBhSAV,"I consent, begin the study",5ba8e6989533420001c4622a,33,79,15,0,72,60,80,61,11,90,76,23,50,29,80,40,30,38,77,33,86,93,80,52,66,63,90,94,67,97,68,62,50,85,91,63,87,96,71,69,71,83,95,78,68,85,73,79,50,77,87,78,80,90,92,32,Male,UK,,No,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,50,71,15,80,5ba8e6989533420001c4622a
07/05/2020 11:21,100,613,R_2xXW6VwxYtY5NeY,"I consent, begin the study",5ea6f6a61ea69108df909829,100,100,100,0,100,50,50,100,100,0,100,100,100,100,100,100,100,100,78,92,85,81,80,39,29,30,79,90,63,78,40,32,50,100,79,91,100,91,93,16,18,50,92,91,92,69,50,18,68,100,39,80,59,59,61,34,Male,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,91,58,20,50,5ea6f6a61ea69108df909829
07/05/2020 11:29,100,166,R_2ON1NQ1ej1entWF,"I consent, begin the study",5db04c44711b3c00150fdab4,42,67,63,87,74,36,31,69,35,63,16,23,68,29,68,27,73,36,76,25,18,16,16,63,26,13,25,11,13,11,76,79,73,78,69,27,26,21,72,71,19,67,36,93,7,29,66,59,55,26,41,23,70,21,71,34,Male,UK,,Yes,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,32,71,31,78,5db04c44711b3c00150fdab4
07/05/2020 11:20,100,708,R_vvJo3VwjOqF4BUt,"I consent, begin the study",5b87ad9e9e01b600013ba479,100,100,100,0,100,100,100,100,100,0,100,50,50,30,81,0,30,80,100,80,100,100,70,0,100,80,100,100,71,100,100,80,30,100,100,90,100,100,100,100,100,80,100,100,100,100,100,70,30,100,50,100,100,90,100,18,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,100,80,30,80,5b87ad9e9e01b600013ba479
07/05/2020 11:23,100,487,R_5h9crXR7ehdCajL,"I consent, begin the study",5a9c1988f6dfdd0001ea9933,82,100,100,8,9,50,50,100,71,8,100,80,91,71,100,18,100,100,100,100,100,70,100,100,50,100,72,100,60,60,100,50,100,28,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,60,50,100,100,100,43,Male,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,91,10,50,20,5a9c1988f6dfdd0001ea9933
07/05/2020 11:25,100,421,R_2vk6Dg0TZh0EeO7,"I consent, begin the study",5c2cd8010091e40001cb43be,100,100,100,0,100,100,100,100,100,100,75,70,100,50,100,100,100,100,100,100,100,100,100,0,100,70,100,100,81,79,100,100,70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,30,100,20,100,100,100,100,33,Male,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,30,15,,55,5c2cd8010091e40001cb43be
07/05/2020 11:24,100,558,R_3rYVu9cSs20pCXQ,"I consent, begin the study",5dc2d1940550ef1eadce6d9e,21,100,90,0,96,100,50,53,30,35,63,50,39,50,11,11,14,26,60,100,71,97,69,78,94,73,92,100,59,68,73,86,77,98,64,100,79,92,90,82,82,63,88,100,74,80,83,88,81,98,83,27,85,89,97,61,Male,UK,,No,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,39,19,83,73,5dc2d1940550ef1eadce6d9e
07/05/2020 11:25,100,520,R_2t3jHQ94rGFmyis,"I consent, begin the study",5ea33a19b39fb42a3f541027,100,50,100,25,100,50,55,75,100,100,75,100,50,55,100,100,100,100,100,50,100,49,100,25,50,100,100,0,100,100,75,75,50,0,100,100,100,50,100,65,25,100,100,50,100,100,75,55,50,100,100,100,100,100,100,26,Male,UK,,No,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,25,100,25,75,5ea33a19b39fb42a3f541027
07/05/2020 11:28,100,326,R_31nkyT7pImWlt4Y,"I consent, begin the study",5da83c25077d260016a45896,0,16,2,0,1,100,86,0,3,79,0,1,1,0,1,4,0,0,10,17,10,31,21,17,32,17,18,70,31,31,33,12,29,0,43,38,35,67,40,39,30,36,40,40,39,39,39,41,64,35,64,100,100,100,100,30,Male,UK,,Yes,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,100,75,81,60,5da83c25077d260016a45896
07/05/2020 11:27,100,406,R_1QlLSVmT7n4AvZX,"I consent, begin the study",56ad2bf85ea7aa000cbdf563,90,50,82,82,88,85,92,32,99,90,84,36,83,88,90,88,77,77,100,88,99,95,90,21,89,96,96,34,95,79,96,88,72,89,100,86,86,89,87,95,94,98,94,91,86,85,86,94,78,91,52,50,76,93,83,23,Male,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,34,77,67,50,56ad2bf85ea7aa000cbdf563
07/05/2020 11:21,100,765,R_su3pO3fG6yre4AF,"I consent, begin the study",5e47fe3eb9f56c299dd2f2d7,90,66,87,100,74,100,75,25,90,31,67,70,0,86,31,51,40,17,100,63,80,67,76,29,90,3,85,75,78,84,88,85,18,92,13,89,64,100,79,97,58,0,100,85,54,82,92,74,0,100,23,47,85,98,92,23,Male,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,61,38,66,0,5e47fe3eb9f56c299dd2f2d7
07/05/2020 11:30,100,266,R_2PnwvJsjR0u73uR,"I consent, begin the study",5dbac80d28bddb0d87f62246,76,84,77,12,75,73,72,82,25,22,81,29,26,24,69,64,32,28,64,76,61,27,73,24,31,73,93,71,66,86,64,49,46,71,41,74,59,71,55,70,69,83,82,70,68,88,79,64,64,88,55,76,70,71,80,19,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,68,63,25,33,5dbac80d28bddb0d87f62246
07/05/2020 11:29,100,335,R_2t3bxjk1gunrW7Q,"I consent, begin the study",5d4960da4f91710019d9fc14,81,83,82,9,80,100,50,71,50,30,61,50,50,50,50,23,50,50,72,73,72,81,50,50,83,72,82,100,50,89,82,81,50,98,79,76,82,94,71,70,81,62,91,100,63,74,75,79,50,91,30,71,30,31,68,49,Male,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,20,50,68,21,5d4960da4f91710019d9fc14
07/05/2020 11:28,100,396,R_2zBHBdEyhrnyEaR,"I consent, begin the study",599be413e6e73e00018726a3,81,100,80,0,81,50,50,70,60,80,81,80,60,49,60,39,100,100,76,71,81,81,81,8,50,81,71,71,81,81,59,50,50,82,90,91,90,90,91,50,50,71,91,50,91,71,80,50,50,92,92,49,91,84,91,34,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,82,81,19,29,599be413e6e73e00018726a3
07/05/2020 11:30,100,289,R_28P9SCACI07uldb,"I consent, begin the study",5a92b4574eecca0001dd251c,50,80,100,26,68,71,50,50,55,70,80,75,82,97,100,80,100,100,83,73,90,76,73,71,41,78,100,87,88,100,74,100,50,100,75,50,77,74,73,50,30,66,81,57,67,79,88,71,50,86,24,81,66,80,79,20,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,77,89,13,64,5a92b4574eecca0001dd251c
07/05/2020 11:28,100,394,R_2c29ZS2iN1ZVXwg,"I consent, begin the study",5d1fe9b1072b44001aaebd18,70,65,85,25,75,50,50,85,80,22,68,77,77,65,81,40,81,81,74,55,86,82,92,37,61,84,65,62,54,74,72,70,63,86,63,76,70,94,78,70,66,41,81,70,74,70,75,80,70,85,69,40,80,65,75,18,Male,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,66,45,50,60,5d1fe9b1072b44001aaebd18
07/05/2020 11:17,100,1077,R_3MKfns5X2edjQKS,"I consent, begin the study",5eb16ecd0cc28d2541818cb6,50,90,70,10,50,50,10,50,20,100,70,60,30,30,90,40,25,70,90,80,80,100,80,60,90,70,100,100,50,90,60,100,10,100,95,100,95,100,100,80,85,70,100,100,75,85,90,85,30,95,10,85,90,30,80,22,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,30,85,45,50,5eb16ecd0cc28d2541818cb6
07/05/2020 11:22,100,820,R_2z73BFxXxyRVm3S,"I consent, begin the study",5e74df36c139710296c5c8e8,81,94,86,92,71,40,30,70,87,82,83,82,82,39,30,92,92,91,92,92,93,93,90,34,59,92,93,82,81,91,93,39,18,82,81,61,71,71,71,76,40,71,71,39,82,70,70,61,29,70,82,82,83,76,93,52,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,80,29,50,19,5e74df36c139710296c5c8e8
07/05/2020 11:26,100,534,R_DHsV4IQ7Bxc8Sit,"I consent, begin the study",5db18c4c236ef00015611c83,51,100,50,9,81,61,49,71,100,100,100,61,71,72,95,100,100,100,100,82,100,100,100,0,0,100,100,65,70,61,100,0,0,100,84,100,100,85,100,8,0,100,100,84,100,82,63,0,10,100,100,100,8,100,100,38,Male,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,70,83,11,62,5db18c4c236ef00015611c83
07/05/2020 11:30,100,309,R_7ZL2kivuGW0FTrj,"I consent, begin the study",5de82481b9d68579be3d81ac,100,50,100,29,87,30,51,61,89,72,81,81,70,74,50,71,100,100,61,60,100,100,91,61,23,54,100,62,79,18,55,11,0,100,54,58,52,100,75,27,9,10,100,23,100,68,68,10,0,100,74,99,79,80,100,22,Male,UK,,No,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,88,100,22,30,5de82481b9d68579be3d81ac
07/05/2020 11:27,100,541,R_3nialUCrRCWm8M3,"I consent, begin the study",5e6b49fdd2723d0f19e4d1b1,10,82,5,8,10,70,87,7,10,100,25,0,22,20,20,5,12,3,22,29,100,80,94,82,30,93,91,16,55,75,70,73,25,92,58,31,100,100,82,8,9,97,94,7,93,65,9,10,20,80,1,84,95,81,90,53,Male,UK,,Yes,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,55,10,61,100,5e6b49fdd2723d0f19e4d1b1
07/05/2020 11:25,100,637,R_wXf0dsEzVcLbZaV,"I consent, begin the study",5c014519c03b1a0001e24cf8,65,47,56,29,30,45,71,60,70,17,58,60,51,56,35,81,21,70,37,61,28,85,63,47,80,25,37,61,70,60,61,41,47,59,86,90,69,62,65,59,69,39,72,68,41,74,59,68,39,82,40,80,52,72,88,29,Male,UK,,Yes,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,0,82,30,70,5c014519c03b1a0001e24cf8
07/05/2020 11:26,100,571,R_1dGJ0DYBY6xMQQI,"I consent, begin the study",5a733a26f1530b000103e6f6,50,100,100,50,100,50,50,100,100,100,71,100,100,50,100,100,100,100,100,100,100,100,100,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89,100,100,100,100,100,100,100,63,Male,UK,,Yes,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,100,0,50,100,5a733a26f1530b000103e6f6
07/05/2020 11:29,100,445,R_21Ail3nXYl9qz7f,"I consent, begin the study",5d813223c7470f001ae84758,47,31,26,83,68,100,100,34,38,29,19,64,68,33,81,50,100,100,100,67,24,92,32,12,100,77,76,69,72,76,76,66,79,60,82,17,22,85,88,83,47,26,28,27,80,87,21,28,100,89,100,56,100,100,100,20,Male,UK,,No,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,68,34,50,60,5d813223c7470f001ae84758
