caseid,weight,sample,int_date,lang,cregion,state,usr,density,form,q1,q2a,q2b,q2c,q2e,q2f,q2gf1,q2hf2,q3,q4,q5a,q5b,q5c,q6,conf.external,conf.internal,q9f1,q9f1_code1,q9f1_code2,q9f1_code3,q12a,q12b,q13,evol1,evol2,evol.science3,q20f1,q21af2,q21bf2,q21cf2,global.warm.science,q24a,q24b,q24c,q24d,q24e,q24f,q25,q27,q28,q29,q30,big.bang.science,q33,q34,q35,q37,q38,gmo.science,q40,q41,knosct14,knosct15,knosct16,knosct17,knosct18,knosct19,knowledge.sum,sexz,agerec,educ2,scideg,hisp,racecmb,race3m1,race3m2,race3m3,race3m4,racethn,birth_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,reg,party,partyln,ideo,hh1,hh3,eminuse,intmob,ql1,ql1a,qc1,believ,believ2,filter_$,agreement.science.MEAN,COO_1,COO_2,agreement.science.2MEAN,COO_3,COO_4,religion.2cat
201041,7.78571428571429,2,82214,1,4,8,U,5,2,1,2,1,1,4,1, ,4,1,9,1,1,1,2,1,9, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,4,1,2,2,3,1,2,1,8,2,1,5,1,47,3, ,9,1,1, , , ,1, ,1,6,1, ,9, , ,6,2,2,2, ,4,1, ,1,1, , ,2,0,0,1,1.25, , ,1, , ,0
201307,7.07142857142857,2,81814,1,1,36,U,5,1,1,2,2,2,2,3,3, ,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,3,1,2,1,1,2,1,5,1,21,3, ,2,1,1, , , ,1, ,1,6,2, ,9, , ,6,3,1,2, ,4,4,2,1,1, , ,1,0,0,1,1.25,2.45455039498436E-007, ,1.5, , ,0
201660,4.35714285714286,2,82014,1,2,39,S,4,2,2,3,3,3,3,3, ,3,3,3,3,1,1,1,2,2, , , , ,1,1,1,1,2,2, ,2, ,9,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,3,3,2,1,1,3,3,2,1,29,3, ,2,4,5,1, , ,4, ,1,4,2, ,9, , ,5,1,3,3,9,9,1, ,1,1, , ,2,0,0,1,1.75,.00266634440629891, ,1.5, , ,0
201662,2.5,2,82214,1,2,39,S,3,1,2,3,2,3,3,4,2, ,1,1,2,1,2,2,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,9,1,2,9,1,1,1,1,2,1,1,1,2,2,1,4,1,2,2,3,1,2,1,3,2,1,6,1,52,8,1,2,1,1, , , ,1, ,2,1,2,2,9, , ,5,9,3,9,1,3,2,2,1,1, , ,1,0,0,1,1.25,1.45809246552942E-005, ,1, , ,0
201781,3.57142857142857,2,81614,1,3,48,U,4,1,2,2,2,4,3,4,4, ,2,1,2,2,1,1,1,1,1,98, , ,1,9,1,1,1,2,1, , , ,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,3,3,1,1,3,2,2,3,1,29,6,2,2,1,1, , , ,1, ,1,2,2, ,9, , ,4,3,1,3,2,4,2,2,1,1, , ,2,0,0,1,1.75,.00377099170339196, ,1.5, , ,0
201871,11.2857142857143,2,81614,1,4,49,U,4,2,2,2,1,3,4,3, ,4,1,1,2,1,1,2,1,2, , , , ,1,1,1,1,9,2, ,1,1, ,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,3,1,2,1,3,2,2,5,1,32,6,1,1,5,7, , , ,3,1, ,1,2, ,9, , ,5,5,2,4,2,4,4,2,1,1, , ,1,0,0,1,1.75,.00333820421198801, ,2, , ,0
202236,3.57142857142857,2,81614,1,2,17,U,5,2,2,2,1,2,3,3, ,2,3,1,2,1,2,2,1,2, , , , ,2,1,1,1,1,1, ,1,1, ,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,3,1,2,1,3,2,1,6,1,25,6,1,2,1,1, , , ,1, ,1,6,2, ,9, , ,5,2,1,3,2,3,2,2,1,1, , ,2,0,0,1,1.5,.00124540114387656, ,1.5, , ,0
202347,6.07142857142857,2,81614,1,4,30,S,1,2,2,2,2,4,3,3, ,2,1,1,2,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,9,2,2,1,2,2,1,1,2,2,2,1,2,1,2,3,2,2,1,3,1,2,1,3,2,1,6,1,22,3, ,2,1,1, , , ,1, ,1,2,2, ,9, , ,6,8,1,3,9,3,2,2,1,1, , ,2,0,0,1,1.25,6.60707893584977E-006, ,1, , ,0
202425,18.5,2,81614,1,1,36,S,5,2,2,3,2,4,4,4, ,4,2,1,2,1,2,1,1,2, , , , ,1,1,1,1,2,2, ,1,1, ,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,3,2,2,2,3,3,2,1,2,2,1,4,1,30,5, ,2,1,1, , , ,1, ,1,2,2, ,9, , ,6,9,1,3,9,2,2,2,1,1, , ,1,0,0,1,2,.00706086211273538, ,2, , ,0
202597,2.57142857142857,2,82414,2,4,6,U,5,1,1,3,3,4,3,3,3, ,3,1,1,1,2,2,1,2, , , , ,1,2,2,1,1,1,1, , , ,1,2,2,2,1,2,2,2,1,2,2,1,1,1,9,2,4,1,1,2,3,1,2,8,3,2,1,5,1,20,6,1,1,5,7, , , ,3,3, ,6,2,1,9, , ,6,10,9,3,2,3,1, ,1,1, , ,2,0,0,1,1,.000609120369259748, ,1, , ,0
202752,1.35714285714286,2,81814,1,3,48,U,5,2,2,2,2,2,3,3, ,3,2,2,1,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,2, ,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,5,1,24,6,2,1,1,1, , , ,3,1, ,6,2, ,9, , ,5,9,1,2, ,5,4,4,1,1, , ,1,0,0,1,1,.000651313085448981, ,1, , ,0
202981,3.85714285714286,2,81814,1,1,42,S,5,2,2,1,1,2,4,1, ,1,1,1,2,1,2,2,2,2, , , , ,1,1,1,1,1,1, ,2, ,9,1,1,1,9,1,1,2,2,1,2,9,1,1,2,1,1,4,1,9,1,1,1,2,1,3,2,1,6,1,25,6,1,2,1,1, , , ,1, ,1,6,2, ,9, , ,4,3,1,1, ,4,1, ,1,2, , ,2,0,0,1,1,.000874173135181279, ,1, , ,0
203008,3.92857142857143,2,81614,1,4,6,S,4,1,1,2,2,3,3,3,3, ,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,4,1,1,2,3,3,2,1,2,2,1,4,1,22,5, ,2,3,3, , , ,4, ,2,6,2,1,9, , ,6,4,1,2, ,3,3,2,1,1, , ,1,0,0,1,1,.000935999801718601, ,1, , ,0
203155,7.5,2,81714,1,4,6,U,4,2,2,2,2,3,3,3, ,4,1,1,2,2,1,1,1,9, , , , ,1,9,1,1,1,1, ,1,2, ,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,3,1,2,1,2,2,1,5,1,44,8,1,2,3,3, , , ,4, ,2,1,1,1,9, , ,5,9,3,2, ,4,4,2,1,1, , ,2,0,0,1,1.25, , ,1, , ,0
203165,25.5,2,81814,1,2,39,S,3,2,1,1,2,2,2,2, ,3,2,1,1,1,1,2,1,1, , , , ,1,1,2,1,1,1, ,2, ,2,2,1,1,1,1,1,1,2,1,9,1,2,1,1,1,1,1,1,1,1,3,1,2,1,3,2,2,5,2,18,3, ,2,1,1, , , ,1, ,1,6,2, ,9, , ,6,3,1,3,1,3,6,4,1,1, , ,2,0,0,1,1.25,4.58367512770286E-006, ,1, , ,0
203339,3.42857142857143,2,81814,1,1,42,U,5,1,1,3,2,2,4,3,3, ,1,1,1,1,2,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,3,2,2,2,3,1,2,1,3,2,1,6,2,47,6,2,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,7,1,2, ,5,2,2,1,1, , ,2,0,0,1,1.25,2.77619290751617E-007, ,1, , ,0
204063,1.28571428571429,2,82314,1,3,48,U,3,2,1,2,2,3,3,2, ,4,1,1,1,1,1,2,1,1, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,2,2,9,2,9,2,1,2,9,9,1,2,2,2,1,2,1,2,3,1,2,1,3,3,1,5,1,54,8,2,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,10,1,2, ,5,2,2,1,1, , ,1,0,0,1,1,.00161096910049354, ,1, , ,0
204468,6.14285714285714,2,82214,1,3,22,U,2,2,2,3,3,4,4,4, ,4,1,1,2,2,2,2,1,2, , , , ,2,1,1,1,1,1, ,1,2, ,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,3,1,2,4,3,2,4,4,2,52,3, ,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,8,1,3,2,4,2,2,1,1, , ,1,0,0,1,1.75,.00214999010707213, ,1.5, , ,0
204488,9.14285714285714,2,82214,1,3,51,S,4,1,2,3,1,2,4,2,1, ,2,1,2,1,1,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,3,2,1,6,1,44,8,2,2,1,1, , , ,1, ,1,1,2, ,9, , ,5,9,1,1, ,3,2,2,1,1, , ,1,0,0,1,1.5,.00112366244306469, ,1, , ,0
204528,29.6428571428571,2,82214,1,1,42,U,5,2,2,2,1,2,4,3, ,4,2,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,1,1,1,3,2,1,5,2,27,8,2,2,1,1, , , ,1, ,1,6,2, ,9, , ,5,6,3,2, ,5,1, ,1,1, , ,2,0,0,1,1.25,4.1934934975326E-005, ,1, , ,0
204569,11.7142857142857,2,81814,1,1,36,S,2,1,2,4,2,4,4,4,4, ,1,1,2,2,1,1,1,2, , , , ,2,2,2,1,1,1,2, , , ,1,2,2,2,2,2,2,1,1,2,9,1,1,2,1,2,2,2,1,2,3,2,8,1,3,2,2,3,1,42,6,2,2,1,1, , , ,1, ,1,1,1, ,9, , ,5,9,3,3,2,3,5,2,1,1, , ,2,0,0,1,1,.00159251906282523, ,1, , ,0
204607,5.28571428571429,2,81914,1,4,8,U,3,1,1,1,1,2,2,2,2, ,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,3,2,1,6,2,34,8,1,1,1,1, , , ,3,1, ,1,1, ,9, , ,6,8,3,2, ,5,3,2,1,1, , ,1,0,0,1,1.25,5.16222967178182E-005, ,1, , ,0
204784,3.57142857142857,2,81814,1,4,6,S,2,2,1,2,2,2,2,2, ,2,1,1,2,1,1,2,1,1, , , , ,1,1,1,1,2,1, ,1,1, ,1,1,2,2,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,3,2,1,5,1,23,6,1,2,1,1, , , ,1, ,2,6,2,2,9, , ,6,4,3,3,2,4,4,4,1,1, , ,2,0,0,1,1,.00096295648072146, ,1, , ,0
205457,3.42857142857143,2,81914,1,3,28,S,2,2,1,3,2,2,3,3, ,4,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,3,1,2,2,3,1,2,1,3,2,1,6,1,36,8,2,2,1,1, , , ,1, ,2,1,1,2,9, , ,5,8,3,3,1,4,4,2,1,1, , ,1,0,0,1,1.5,.00132278346361583, ,1.5, , ,0
205629,9.85714285714286,2,81914,1,1,36,U,5,2,2,2,2,3,4,4, ,4,1,1,2,1,2,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,3,1,2,1,3,2,1,6,2,33,6,2,2,1,1, , , ,1, ,1,6,2, ,9, , ,6,7,1,2, ,4,1, ,1,1, , ,2,0,0,1,1.25,1.4608656419299E-005, ,1, , ,0
205822,1.85714285714286,2,82114,1,1,36,U,5,1,1,2,1,2,2,2,1, ,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,4,1,2,2,1,1,2,1,3,2,1,6,1,53,8,1,2,1,1, , , ,1, ,1,1,2, ,9, , ,5,9,1,3,2,4,2,2,1,1, , ,1,0,0,1,1.25,8.63163179307662E-007, ,1, , ,0
206067,6.07142857142857,2,81914,1,3,28,S,2,1,2,1,1,3,4,4,1, ,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,4,1,1,2,1,1,2,1,3,2,1,6,1,42,4, ,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,7,2,2, ,5,2,2,1,1, , ,2,0,0,1,1,.00100570350032012, ,1, , ,0
206079,14.0714285714286,2,82414,2,3,12,S,4,1,2,1,9,4,4,9,2, ,2,1,1,1,2,1,1,2, , , , ,9,1,9,1,1,1,1, , , ,9,2,2,9,1,1,2,2,1,2,1,1,2,2,1,2,3,2,1,1,2,8,8,8,8,2,8,1,2,21,3, ,1,1,1, , , ,3,3, ,6,2,2,9, , ,6,2,3,2, ,4,1, ,1,1, , ,2,0,0,1,1.33333333333333,2.03372943590651E-005, ,1.5, , ,0
206344,6.85714285714286,2,82014,1,1,36,U,5,1,1,1,1,3,1,1,9, ,4,9,9,1,2,9,2,2, , , , ,9,9,9,1,9,9,3, , , ,2,2,1,1,1,1,1,1,1,9,9,1,2,1,1,9,4,1,2,2,3,3,1,8,8,2,9,1,1,50,5, ,2,1,1, , , ,1, ,1,2,1, ,9, , ,6,9,3,4,9,9,9,9,1,1, , ,2,0,0,1,2,.00708007398043766, ,2, , ,0
206355,11,2,82114,1,1,42,R,2,2,2,2,2,4,3,3, ,2,1,1,1,1,2,2,1,2, , , , ,2,2,2,1,1,1, ,1,2, ,2,1,1,2,1,2,1,1,1,2,9,1,1,2,2,1,4,1,2,2,3,1,2,1,3,2,1,6,1,31,6,1,2,1,1, , , ,1, ,1,1,1, ,9, , ,6,8,1,3,1,2,4,2,1,1, , ,1,0,0,1,1.5,.0010792681894556, ,1, , ,0
206674,4.35714285714286,2,82114,1,1,42,U,5,2,2,3,2,3,4,4, ,4,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,4,1,1,2,3,1,2,1,3,2,1,6,1,27,8,1,2,1,1, , , ,1, ,1,2,2, ,9, , ,6,3,1,2, ,5,2,2,1,1, , ,2,0,0,1,1,.000436635237306472, ,1, , ,0
206994,11.0714285714286,2,82014,1,3,48,S,4,2,2,3,1,2,4,4, ,4,2,1,1,1,3,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,3,1,1,2,3,1,2,1,3,2,1,6,1,36,3, ,2,1,1, , , ,1, ,2,3,2,1,9, , ,6,8,1,3,9,3,2,2,1,1, , ,2,0,0,1,1,.00108464448681032, ,1, , ,0
207471,12.2142857142857,2,82014,1,2,17,S,5,2,1,2,2,3,3,3, ,4,1,1,1,1,1,1,2,2, , , , ,1,1,2,1,1,1, ,1,1, ,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,3,1,1,2,3,3,2,1,2,2,4,3,1,20,3, ,1,1,1, , , ,3,3, ,6,2,2,9, , ,5,3,3,2, ,4,5,3,1,1, , ,2,0,0,1,1.25,.000192374279831985, ,1.5, , ,0
207502,4.5,2,82214,1,3,37,U,2,2,2,3,4,4,4,3, ,3,2,2,2,2,2,1,1,2, , , , ,1,2,1,1,1,2, ,1,2, ,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,4,2,2,3,1,2,90,1, ,1,5,7, , , ,3,2, ,2,2, ,9, , ,4,2,1,1, ,3,4,2,2,2, , ,2,0,0,1,1.75,.000800572842689857, ,2, , ,0
207597,2.07142857142857,2,82014,1,4,8,R,1,1,2,1,1,9,3,2,4, ,1,1,1,9,1,2,9,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,9,1,9,2,9,2,1,2,1,9,1,9,1,1,3,1,2,2,1,1,2,1,3,2,1,6,1,66,6,1,2,1,1, , , ,1, ,1,3,2, ,9, , ,6,2,1,3,2,3,1, ,1,2, , ,2,0,0,1,1.25, , ,1, , ,0
208747,1.85714285714286,2,82214,1,1,25,S,2,1,2,2,1,2,4,4,2, ,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,2,3,1,2,1,3,2,1,6,2,52,8,2,2,1,1, , , ,1, ,1,3,1, ,9, , ,6,6,1,2, ,5,2,1,1,1, , ,1,0,0,1,1.25,1.5760378034288E-006, ,1, , ,0
209048,2.78571428571429,2,82114,1,3,48,R,1,2,2,2,1,3,3,3, ,1,2,1,1,1,1,1,1,1, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,3,1,1,2,3,2,2,1,3,2,3,4,2,20,4, ,1,1,1, , , ,3,1, ,6,1, ,9, , ,6,3,1,2, ,2,5,3,1,1, , ,1,0,0,1,1.25,2.07284981782378E-005, ,1.5, , ,0
209054,2.07142857142857,2,82514,1,3,48,S,3,1,2,2,1,2,2,4,4, ,2,1,2,2,2,1,1,2, , , , ,2,2,1,1,1,1,2, , , ,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,3,1,2,1,2,2,4,4,1,35,8,2,2,1,1, , , ,1, ,1,3,2, ,9, , ,3,2,1,3,9,2,2,2,1,1, , ,1,0,0,1,1.5,.0010537160019375, ,1.5, , ,0
209326,14.7142857142857,2,82114,1,2,20,S,4,2,1,3,2,3,4,3, ,4,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,4,1,1,1,3,1,2,1,3,2,1,6,1,23,6,1,2,1,1, , , ,1, ,1,6,2, ,9, , ,6,8,3,3,2,3,1, ,1,1, , ,2,0,0,1,1.25,6.68871665064724E-006, ,1.5, , ,0
209401,28.5,2,82214,1,1,34,S,4,1,2,2,1,1,2,2,1, ,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,1,3,2,1,6,1,34,6,2,2,1,1, , , ,1, ,1,2,2, ,9, , ,6,7,1,2, ,4,2,2,1,1, , ,2,0,0,1,1.25,1.44270460908869E-006, ,1, , ,0
209578,3.92857142857143,2,82314,1,4,6,U,5,2,1,1,2,2,3,2, ,4,2,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,9,2,2,2,1,1,1,1,1,2,2,1,3,1,1,1,3,1,2,1,1,2,1,5,1,61,4, ,2,1,1, , , ,1, ,1,1,2, ,9, , ,4,8,1,2, ,4,3,3,1,1, , ,1,0,0,1,1,.00178061869006582, ,1, , ,0
210038,30.1428571428571,2,82114,1,2,39,U,5,2,2,3,2,3,4,4, ,4,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,1,6,1,28,4, ,2,1,1, , , ,1, ,1,2,2, ,9, , ,6,8,1,2, ,5,2,2,1,1, , ,2,0,0,1,1,.00074158262415381, ,1, , ,0
210314,2.5,2,82114,1,4,8,S,3,1,2,3,2,3,4,3,4, ,1,1,1,1,2,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,3,1,2,1,3,2,1,6,2,54,6,1,2,1,1, , , ,1, ,1,3,1, ,9, , ,6,5,1,2, ,4,2,1,1,1, , ,2,0,0,1,1.25,7.57130146918791E-006, ,1, , ,0
211034,3.85714285714286,2,82214,1,1,36,R,5,1,1,2,2,1,4,9,3, ,2,1,1,1,1,2,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,3,1,2,1,1,2,1,5,2,45,8,2,2,1,1, , , ,1, ,1,1,1, ,9, , ,6,9,1,2, ,5,3,2,1,1, , ,2,0,0,1,1.25,2.45827626824657E-005, ,1, , ,0
211283,11.0714285714286,2,82214,1,3,51,S,2,2,2,2,2,4,2,3, ,4,3,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,2, ,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,4,2,1,2,3,1,2,1,3,2,1,6,1,44,3, ,2,1,1, , , ,1, ,1,2,1, ,9, , ,6,7,1,2, ,3,6,1,1,1, , ,2,0,0,1,1,.00129724265861596, ,1, , ,0
211304,21,2,82214,1,1,25,S,3,2,2,4,3,3,3,3, ,4,2,1,1,1,1,2,2,2, , , , ,1,1,2,1,1,1, ,1,1, ,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,4,1,2,2,1,1,2,1,2,2,1,5,2,19,3, ,2,3,3, , , ,4, ,2,6,2,2,9, , ,6,9,3,2, ,5,3,3,1,1, , ,1,0,0,1,1.25,2.86980048282698E-005, ,1, , ,0
211557,3.21428571428571,2,82214,1,3,37,U,4,2,1,2,2,2,4,2, ,4,1,1,1,1,1,2,1,2, , , , ,1,1,2,1,1,1, ,1,1, ,1,1,1,2,2,2,9,2,1,1,1,2,1,2,2,1,3,1,2,2,3,1,2,1,3,2,1,6,2,47,8,1,1,1,1, , , ,3,3, ,1,1,2,9, , ,3,9,3,3,9,3,3,2,1,1, , ,1,0,0,1,1.25,8.28441223781146E-006, ,1, , ,0
211932,4.85714285714286,2,82214,1,3,51,U,5,1,2,3,2,2,3,2,2, ,4,2,2,1,1,2,1,1,1,35, , ,2,1,2,1,2,1,2, , , ,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,3,2,1,1,1,2,1,1,2,2,1,3,1,18,3, ,2,4,1,2, , ,4, ,2,6,2,1,9, , ,6,4,1,3,1,4,1, ,1,1, , ,2,0,0,1,1.25,9.63088985117791E-005, ,1.5, , ,0
211951,5.35714285714286,2,82214,1,1,36,U,5,1,2,1,3,3,3,3,4, ,1,1,1,1,2,1,1,2, , , , ,9,9,2,1,1,1,2, , , ,2,1,1,1,1,2,2,2,9,2,1,9,2,2,2,1,4,1,1,2,2,2,2,1,3,2,1,5,1,33,8,1,2,1,1, , , ,1, ,2,6,2,2,9, , ,5,4,1,2, ,3,1, ,1,2, , ,2,0,0,1,1.5,.00122844576867498, ,1.5, , ,0
212319,8.07142857142857,2,82214,1,3,51,S,3,1,1,2,1,4,3,3,3, ,1,1,1,1,2,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,1,1,2,2,3,2,2,4,1,25,3, ,2,1,1, , , ,1, ,1,6,1, ,9, , ,5,7,3,1, ,2,2,2,1,2, , ,2,0,0,1,1.25,2.65215988799851E-005, ,1.5, , ,0
212517,5.28571428571429,2,82214,1,3,48,S,5,1,2,3,2,3,4,3,3, ,1,1,2,1,2,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,1,3,1,1,2,1,1,2,1,3,2,1,6,2,27,8,1,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,7,3,2, ,4,2,2,1,1, , ,2,0,0,1,1,.000436635237306472, ,1, , ,0
212594,6.71428571428571,2,82414,1,3,48,S,2,1,1,4,2,3,4,4,4, ,2,1,2,1,1,1,9,2, , , , ,1,1,9,1,1,1,2, , , ,1,1,2,2,9,2,2,2,1,2,1,2,1,9,1,2,1,1,1,1,3,1,2,1,3,2,1,6,2,20,6,1,2,1,1, , , ,1, ,1,6,2, ,9, , ,6,6,1,3,2,5,4,4,1,1, , ,2,0,0,1,1, , ,1, , ,0
212801,3.35714285714286,2,82214,1,2,17,U,5,2,2,1,3,4,3,4, ,4,1,1,2,1,2,3,1,9, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,2,2,2,2,9,1,2,2,9,2,9,2,3,1,2,2,3,1,2,1,3,2,1,6,1,48,6,2,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,7,1,4,9,9,2,2,1,1, , ,2,0,0,1,1.33333333333333, , ,1, , ,0
213354,4.85714285714286,2,82214,1,4,6,S,5,2,2,2,1,2,4,2, ,3,1,1,1,1,2,9,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,4,1,1,1,3,1,2,1,3,2,1,6,1,37,8,1,2,1,1, , , ,1, ,1,1,2, ,9, , ,5,8,1,2, ,3,2,2,1,1, , ,1,0,0,1,1,.00055964593452773, ,1, , ,0
213841,25.5,2,82314,1,4,41,S,2,1,2,1,1,3,3,4,4, ,1,1,2,1,3,9,1,2, , , , ,1,9,2,1,1,1,2, , , ,1,9,9,2,2,2,2,2,1,2,1,1,1,2,9,2,1,2,9,2,3,1,2,1,3,2,1,6,1,37,3, ,2,1,1, , , ,1, ,1,1,1, ,9, , ,5,6,1,3,2,3,4,2,1,1, , ,2,0,0,1,1,.00110841869461355, ,1, , ,0
214711,2.92857142857143,2,82314,1,3,1,U,2,1,2,4,2,3,3,4,4, ,1,1,1,1,1,1,9,2, , , , ,1,1,1,1,1,1,1, , , ,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,4,1,2,2,3,2,2,1,3,2,1,5,1,23,6,1,2,1,1, , , ,1, ,1,6,2, ,9, , ,6,5,1,2, ,3,1, ,1,1, , ,2,0,0,1,1.5, , ,1, , ,0
214886,2.35714285714286,2,82414,1,3,51,U,5,2,2,1,2,2,3,1, ,2,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,2,3,1,2,1,3,2,1,6,2,23,6,1,1,4,7,1, , ,3,1, ,6,2, ,9, , ,4,2,2,2, ,4,2,2,1,1, , ,2,0,0,1,1,.000845905073538097, ,1, , ,0
215011,5.92857142857143,2,82414,1,4,35,R,1,1,2,1,1,3,3,1,3, ,2,1,1,1,1,1,1,2, , , , ,1,1,2,1,1,1,1, , , ,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,4,1,1,1,1,1,2,1,3,2,1,6,1,33,5, ,2,1,1, , , ,1, ,1,1,1, ,9, , ,4,9,1,3,1,3,4,2,1,1, , ,2,0,0,1,1.25,4.83695039321405E-006, ,1.5, , ,0
215096,2.85714285714286,2,82314,1,4,35,R,1,1,2,4,3,4,3,4,4, ,1,1,2,1,1,1,1,2, , , , ,2,2,1,1,1,1,2, , , ,1,2,2,2,2,2,1,1,2,2,9,2,1,2,2,2,1,2,1,1,2,3,2,1,3,2,1,5,1,18,3, ,2,1,1, , , ,1, ,1,6,2, ,9, , ,6,1,3,2, ,1,1, ,1,1, , ,2,0,0,1,1,.000913969104398277, ,1, , ,0
