Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,consent,prolificid,ubinormal_1,ubipandem_1,shirking_1,shirking_2,shirking_3,unfairrich_1,unfairrich_2,unfairrich_3,unfairdesert_1,unfairdesert_2,unfairdesert_3,irrespnsibility_1,irrespnsibility_2,irrespnsibility_3,value_1,value_2,value_3,efficiency_1,efficiency_2,efficiency_3,expense_1,expense_2,expense_3,stress_1,stress_2,stress_3,cheat_1,cheat_2,cheat_3,personalshirking_1,personaldesert_1,personalirrespon_1,personalvalue_1,personalstress_1,sec4_1,sec4_2,sec4_3,age,gender,country,country_3_TEXT,ladder_1,ladder_2,ladder_3,ladder_4,ladder_5,ladder_6,ladder_7,ladder_8,ladder_9,ladder_10,leftright_1,affected_1
192,07/04/2020 20:04,R_1DuIEpkdLQpsYP1,42.77119446,-87.79840088,"I consent, begin the study",55cb5f66fdf99b2da2a053af,19,60,70,50,50,40,50,50,60,90,6,72,79,74,81,60,60,75,64,86,50,50,50,60,59,77,72,50,50,0,0,0,50,70,0,100,100,27,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,71,28
576,07/04/2020 20:06,R_2v941jUvgmQ6GPP,29.35820007,-98.42900085,"I consent, begin the study",5d29e43b4d046f0018a74bbc,10,30,100,99,55,81,69,90,62,62,40,100,79,44,60,56,77,90,59,90,97,94,35,87,74,94,63,65,75,64,71,0,63,100,94,80,78,33,Male,USA,,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,73,62
298,07/04/2020 20:08,R_2rMVzifalC5ulTB,34.98789978,-79.21690369,"I consent, begin the study",5dd3fc4edcec873e7979bbc5,73,95,97,100,94,100,100,37,94,100,36,100,100,100,90,24,6,28,62,100,90,100,81,87,79,93,10,70,91,67,87,0,17,87,0,85,13,28,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,59,77
269,07/04/2020 20:11,R_3dEuivAKS8IjJeR,27.94700623,-82.79429626,"I consent, begin the study",5c7de7a44a0a4b001686fd98,100,90,30,20,70,20,20,6,10,10,5,10,10,0,80,80,95,90,85,100,40,70,90,100,100,100,85,80,70,20,0,6,90,100,80,30,20,19,Male,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,10,40
278,07/04/2020 20:13,R_2V4jSPp7hwXaxp9,25.78059387,-80.18260193,"I consent, begin the study",5aa2bf99f053610001724d9b,65,80,60,60,22,17,81,16,65,85,25,50,50,40,50,50,50,70,70,80,70,70,9,86,71,87,19,75,18,50,60,0,50,82,23,70,60,50,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,20,30
272,07/04/2020 20:15,R_2yqO9Mk3TOKDtJs,39.53720093,-76.36049652,"I consent, begin the study",5c552cc954f9d30001db5934,78,100,0,100,32,60,0,100,64,100,14,100,0,0,100,100,100,100,100,100,42,68,100,100,88,100,19,100,100,0,0,0,100,100,0,100,100,24,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,0,36
265,07/04/2020 20:17,R_3KJkILfbTAsCBvQ,45.71679688,-122.6898956,"I consent, begin the study",5e715701ce063b0808993033,79,100,76,70,80,70,31,88,76,67,92,81,66,79,88,90,99,89,68,100,80,61,90,78,85,95,38,37,69,0,29,15,75,96,26,37,70,24,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,25,65
170,07/04/2020 20:18,R_BG8kzO6uHBzOrhD,40.54679871,-74.18039703,"I consent, begin the study",5bcdb14f6e65af00018dfa25,80,100,25,23,5,24,37,19,34,24,0,54,41,6,100,73,100,98,100,100,62,55,78,100,100,100,33,45,46,18,31,0,69,100,59,88,28,33,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,0,69
280,07/04/2020 20:18,R_2XpLZAnbaO8Hu9J,45.77949524,-93.64530182,"I consent, begin the study",5c2d74a8eb9094000161b635,70,95,40,70,10,60,60,60,30,30,5,70,61,39,65,70,71,80,70,90,70,55,30,85,75,90,65,66,66,55,25,35,60,80,70,55,40,25,Male,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,15,70
169,07/04/2020 20:19,R_1Nt4u1jeYyR96lw,42.01069641,-87.66570282,"I consent, begin the study",5b86ee40ef9586000179df8d,100,100,86,82,19,18,89,78,19,44,0,7,24,8,100,100,100,81,100,100,80,100,100,100,91,100,84,100,96,14,10,17,90,85,4,3,7,23,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,44,82
176,07/04/2020 20:20,R_3P5l2srgr8RxaSc,37.58900452,-122.0460968,"I consent, begin the study",5bda6b03b341a400015413f1,73,96,58,62,85,87,68,78,35,54,72,85,78,100,63,64,63,65,69,75,72,70,79,98,99,99,69,69,71,18,13,0,61,88,13,100,82,29,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,61,85
384,07/04/2020 20:21,R_DCekaE4Wpm7WbSh,41.64289856,-83.47190094,"I consent, begin the study",5dd09f0596afdf169fa98611,82,82,100,100,100,8,100,100,77,100,100,100,100,100,100,100,100,100,100,100,60,45,66,92,100,100,100,100,100,88,0,0,100,100,40,100,100,56,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,50,62
457,07/04/2020 20:22,R_3CODwO3UQZDwBqj,32.543396,-93.70110321,"I consent, begin the study",5b9c8730cc5dd000016637d9,95,89,96,97,100,91,50,45,59,86,100,84,79,91,69,71,100,85,78,100,68,72,100,92,95,100,72,89,100,84,57,0,100,100,58,44,45,23,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,50,100
585,07/04/2020 20:23,R_2z9145rVpgN4bDH,28.01669312,-82.1359024,"I consent, begin the study",5deaf884389fde2232984128,68,80,70,65,78,61,50,50,40,40,40,83,59,61,80,71,100,59,75,84,70,59,91,88,64,78,70,45,78,22,55,0,62,19,12,30,47,18,Male,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,10,71
361,07/04/2020 20:24,R_2YgOgkSBtvlpvST,42.76860046,-86.11699677,"I consent, begin the study",5c8183f7392ce000013edd73,80,90,30,50,10,40,60,0,10,20,0,40,60,0,60,25,85,95,75,100,80,90,70,95,20,100,96,31,0,20,10,10,80,95,60,30,75,36,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,10,75
299,07/04/2020 20:24,R_parQI5CuJpVshGN,38.90910339,-77.02030182,"I consent, begin the study",5e20cc025e04db3da9447647,80,100,30,71,20,55,72,40,0,0,0,40,47,0,92,78,100,90,87,100,100,80,40,85,88,100,90,70,70,0,4,29,69,90,88,12,11,27,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,9,10
552,07/04/2020 20:25,R_rjcEcPdouw3nX2h,30.5874939,-97.85350037,"I consent, begin the study",5e6bc34d4df90a0175b971af,0,90,80,100,100,75,100,100,0,85,0,10,100,100,0,0,0,100,0,90,100,0,90,100,0,90,40,0,0,0,0,0,30,100,25,90,75,21,Male,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,55,100
166,07/04/2020 20:25,R_1F8IznboCyms11R,38.99940491,-77.03359985,"I consent, begin the study",5dd340d42a30ac3559be0cc9,60,91,29,57,0,48,60,0,12,78,0,71,72,0,89,92,92,100,57,91,80,78,6,100,75,100,81,92,9,0,28,0,69,21,80,67,74,33,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,21,58
112,07/04/2020 20:26,R_1CqCxZGze0WjOIG,40.751297,-73.82440186,"I consent, begin the study",5cd8d08636870e001901bd6e,81,94,36,46,45,71,64,66,42,55,43,61,60,56,59,60,64,68,72,72,62,70,82,74,79,85,60,64,41,8,0,0,72,100,100,74,62,18,Male,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,20,72
250,07/04/2020 20:26,R_1QlLXKMfTHhPKpp,40.50559998,-78.00859833,"I consent, begin the study",57a7abb9ad1a6c0001468d45,40,60,45,50,50,60,80,80,25,30,20,65,70,75,18,50,50,38,55,60,75,50,50,42,50,50,20,50,50,10,10,0,55,40,20,17,30,39,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,87,10
216,07/04/2020 20:27,R_qOfB7TIo3mNze13,37.62609863,-122.4304047,"I consent, begin the study",5cb51c6f4467ca0018004000,84,85,0,0,0,100,100,100,81,82,50,24,24,7,0,100,100,100,75,100,100,100,100,100,100,100,0,50,26,0,0,0,25,100,71,0,70,20,Female,USA,,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,14,30
98,07/04/2020 20:27,R_3I4wsFgf4eTXpZV,39.12559509,-84.51270294,"I consent, begin the study",5da8c0791a0d81001380d3cc,18,30,70,71,67,67,77,64,66,71,67,71,82,81,60,79,68,38,61,76,69,77,70,81,82,76,76,56,77,72,76,71,73,64,78,67,75,23,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,41,72
128,07/04/2020 20:28,R_2Xhb4aQRi2tylRy,34.23469543,-119.1893997,"I consent, begin the study",5adf59e3dee8590001b05de4,71,36,72,30,31,36,60,77,67,87,100,56,68,94,74,34,29,34,65,30,24,37,18,63,78,100,78,81,100,31,68,6,69,95,28,12,34,30,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,15,16
298,07/04/2020 20:28,R_1FzGRjZUeqkKpVT,34.02600098,-78.28929901,"I consent, begin the study",5d3d871e98775f001569addd,71,92,61,65,78,60,61,60,31,50,74,50,70,80,80,79,88,70,79,90,18,75,84,70,70,90,88,90,92,25,28,0,81,73,28,36,33,60,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,69,41
345,07/04/2020 20:28,R_260LWDUT71Oh7Yl,42.33940125,-122.8475037,"I consent, begin the study",5e684ad369f4cf1035a1b8e3,90,100,15,15,15,100,80,80,55,80,100,80,80,60,90,90,100,100,90,100,90,90,100,80,80,100,80,80,80,0,10,0,80,90,90,30,91,31,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,10,80
242,07/04/2020 20:29,R_1r931InzyBFAbJr,33.81599426,-117.9692001,"I consent, begin the study",5931b08b23c00b0001b64011,80,95,20,20,5,30,20,20,12,15,8,79,90,72,70,70,70,76,72,84,70,76,86,100,77,92,18,76,67,0,0,0,75,93,50,66,50,22,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,15,60
412,07/04/2020 20:29,R_2uwzDb9PbQVw5r7,36.07110596,-86.71959686,"I consent, begin the study",59870a8c644ea4000126ede3,0,0,100,69,85,61,82,93,86,54,84,100,67,88,64,63,77,58,64,82,100,65,92,67,61,90,26,44,88,71,70,0,50,87,43,12,50,32,Male,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,100,62
234,07/04/2020 20:30,R_BAoRZdRDXZenppT,39.97920227,-75.12789917,"I consent, begin the study",5b8486c9338a930001566cef,100,100,0,0,0,78,76,50,50,86,50,26,25,26,54,50,75,72,71,100,50,50,50,100,100,100,60,63,66,0,0,0,100,100,100,15,50,26,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,0,100
535,07/04/2020 20:32,R_231aYCo6F3N5reY,27.14149475,-80.20179749,"I consent, begin the study",5b801c5e6d519f000114a8aa,90,100,30,50,50,60,70,80,30,70,80,100,50,50,30,30,20,80,80,100,75,80,100,80,80,100,50,50,50,0,20,0,20,80,50,20,100,64,Male,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,10,100
225,07/04/2020 20:33,R_1QF4W9zbf0Isf3F,37.75100708,-97.8219986,"I consent, begin the study",5e6439d24659d01c218bcbc9,87,100,29,67,89,71,20,0,59,31,65,80,68,82,31,64,80,96,96,96,28,64,87,69,64,90,70,25,6,71,0,64,77,85,63,33,38,21,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,14,66
568,07/04/2020 20:34,R_33BHytyCeTxvcJe,38.58450317,-76.89409637,"I consent, begin the study",5589a30bfdf99b7ae5007c3a,20,80,60,80,40,30,90,60,40,85,20,90,95,40,80,60,80,100,60,90,75,90,30,85,60,75,40,90,60,20,50,0,75,90,60,20,20,27,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,20,60
456,07/04/2020 20:34,R_vYSQdMEeW5G7pMB,30.29029846,-81.50920105,"I consent, begin the study",5e696e7e34a40622494b11d1,20,50,97,98,81,30,31,27,63,59,77,79,87,99,29,32,28,19,17,50,92,93,91,75,76,80,81,82,84,41,29,30,26,71,40,30,84,29,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,64,20
817,07/04/2020 20:34,R_2rYO6iT6SGmC51P,39.79319763,-86.21320343,"I consent, begin the study",5e83d5332ffb4a12f54a72e4,30,70,90,100,50,0,0,0,0,100,100,80,70,70,100,100,100,50,85,100,100,100,100,50,50,50,20,50,50,20,0,0,50,90,50,80,0,34,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,70,80
404,07/04/2020 20:34,R_3iDb2jASgJgRhMv,40.80039978,-73.95040131,"I consent, begin the study",583f02c8ca2e57000184353c,70,40,0,100,61,100,100,100,0,0,0,30,55,16,19,100,100,80,60,80,6,93,62,87,74,89,70,86,70,0,0,10,70,89,0,22,0,37,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,8,87
285,07/04/2020 20:35,R_3NySNxQBHRxXJy4,32.96359253,-96.74680328,"I consent, begin the study",5e388c2ff9b8a20a9b4a7329,95,100,50,70,100,100,87,100,70,40,100,100,82,100,60,40,100,100,100,100,100,100,100,100,100,100,60,31,100,40,40,0,50,100,50,20,7,21,Male,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,48,78
254,07/04/2020 20:37,R_3G3rzeNcRycrvwj,40.10409546,-80.64250183,"I consent, begin the study",5dd28791ca7466298530b97e,90,100,25,30,0,0,0,0,0,0,0,50,10,20,60,70,90,100,80,100,50,25,0,90,90,100,100,50,50,0,0,0,80,100,30,40,50,36,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,10,50
394,07/04/2020 20:38,R_2CdkOyzu7o0dYd3,32.56069946,-84.8572998,"I consent, begin the study",5d2f6106898bed00010154dd,0,8,20,0,50,90,100,100,70,0,60,100,100,100,50,50,50,10,0,80,100,100,100,0,60,60,0,100,100,70,70,0,50,30,0,100,100,68,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,60,70
2478,07/04/2020 20:38,R_3EL9QMKisGoUzhu,37.96060181,-87.53330231,"I consent, begin the study",57abc011f00139000156f638,0,0,100,100,100,100,100,100,100,100,100,0,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,34,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,91,86
261,07/04/2020 20:39,R_3gLpYIoMVLe9BnO,29.75019836,-95.47100067,"I consent, begin the study",5d1b8ec0643db3001bb9129d,60,80,80,90,50,20,0,10,70,70,50,80,90,50,100,90,90,79,70,80,100,93,80,80,60,70,40,80,50,10,20,0,60,50,0,20,30,25,Female,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,50,10
256,07/04/2020 20:39,R_1rcAV8mZ5Uauxe0,41.84950256,-71.87129974,"I consent, begin the study",58a652549a17120001d9193f,90,100,20,70,60,50,20,20,0,0,0,80,70,20,100,100,100,90,90,100,100,90,90,100,90,100,60,70,20,0,0,0,100,100,90,90,90,31,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,10,80
625,07/04/2020 20:40,R_pKvdMxPxMQbdFPH,40.82310486,-73.95130157,"I consent, begin the study",5e6560cbef9fad2ea945d089,85,95,60,90,50,20,20,70,30,50,20,40,33,40,50,50,50,80,90,95,33,61,75,75,80,100,60,90,100,10,15,20,25,60,40,10,10,33,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,40,33
551,07/04/2020 20:42,R_2164iY57CaSDXBX,38.6282959,-121.3307037,"I consent, begin the study",5e70db6058c2810008767cdd,63,74,64,52,61,79,53,81,65,71,28,61,79,67,40,46,60,53,52,61,53,66,59,60,50,56,37,40,40,55,67,0,33,40,37,45,67,32,Female,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,17,59
265,07/04/2020 20:42,R_1KehNqzreoo3iSw,25.72770691,-80.37159729,"I consent, begin the study",5a21f078a7788f000144aa76,0,60,100,100,50,100,100,74,100,100,34,100,100,100,0,0,50,30,30,80,100,100,100,80,80,80,0,100,62,80,81,66,0,0,80,18,25,47,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,74,56
410,07/04/2020 20:43,R_1OGK5GX9dlTMMLu,47.15800476,-122.5462036,"I consent, begin the study",5c7b39891a8c170011397091,90,100,40,69,0,22,74,7,58,84,21,96,89,13,81,86,100,21,75,86,100,100,4,100,90,100,40,92,10,32,81,24,100,100,80,100,11,28,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,29,81
304,07/04/2020 20:43,R_3GiyFn7JJqafc50,29.69239807,-95.51300049,"I consent, begin the study",5daf758895628c0017e6e1f9,70,100,38,61,100,0,36,99,23,64,100,0,17,60,86,68,100,75,93,100,65,82,100,72,75,99,84,88,100,34,1,1,33,63,0,100,95,36,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,63,99
311,07/04/2020 20:43,R_1hZi9LVoEVtMhmR,40.85479736,-74.02839661,"I consent, begin the study",5aeb3b12a720ce000146e0f3,10,10,61,48,34,0,0,0,58,53,48,94,84,100,53,50,30,0,21,38,81,81,96,40,44,61,0,18,4,33,58,0,49,25,0,100,28,30,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,56,34
232,07/04/2020 20:44,R_2cbBc5PSiK8k5Jx,29.61380005,-82.38600159,"I consent, begin the study",55bd8f1afdf99b5bfc7d4d0e,75,95,29,76,91,56,74,91,31,76,89,35,80,93,62,78,94,81,79,95,71,75,90,86,82,93,56,79,94,20,22,5,65,62,37,74,70,30,Male,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,4,75
465,07/04/2020 20:44,R_BzdzklzBMvdNDJ7,32.32440186,-106.6682968,"I consent, begin the study",5b62ab4bdb56360001f55336,15,35,80,40,24,40,57,55,90,10,20,75,65,45,20,11,25,8,11,33,90,15,50,60,65,60,10,22,10,18,93,0,0,6,7,42,32,32,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,60,58
221,07/04/2020 20:45,R_cFU31EvyVJGdYQh,32.43009949,-80.66940308,"I consent, begin the study",5a95fee189de8200013eddd4,33,51,100,100,100,91,100,100,79,97,97,79,96,98,3,3,37,69,86,96,50,50,50,53,67,94,55,77,100,44,50,0,28,71,0,60,16,38,Female,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,50,56
414,07/04/2020 20:46,R_3hinGNuHv5J6aCn,40.77900696,-89.72299957,"I consent, begin the study",5cfbcc1fa7f8940019cd8704,26,60,59,40,57,44,50,34,58,46,48,59,41,47,76,54,55,55,57,64,83,44,57,57,46,57,20,45,62,46,59,67,59,74,52,33,57,19,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,49,29
240,07/04/2020 20:46,R_2CUhrDMx5CRqjtH,40.74650574,-73.90899658,"I consent, begin the study",5e4c2a699ffe1f0701696eaa,81,87,50,59,26,100,100,100,16,17,16,50,50,50,74,73,83,50,50,81,50,41,29,71,71,93,56,56,36,52,34,16,78,75,55,90,93,29,Female,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,14,88
453,07/04/2020 20:47,R_8AkgRHU5vDqwrBf,40.59080505,-80.31549835,"I consent, begin the study",5c428806848dbb000157fb91,7,7,100,100,92,99,100,100,79,75,76,100,100,92,24,93,90,23,73,73,100,100,100,56,58,62,11,94,90,86,100,16,9,18,78,61,27,19,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,22
318,07/04/2020 20:47,R_31ZU0THDq19VIJP,39.24899292,-94.42320251,"I consent, begin the study",5c30b27e3329f40001e8e582,90,100,40,30,60,20,20,10,10,10,0,50,50,50,40,40,40,80,70,90,80,70,90,50,50,80,0,0,0,10,30,0,40,50,20,20,50,37,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,45,10
359,07/04/2020 20:47,R_2OJ4Z2tUeEmR5oz,34.02400208,-84.23960114,"I consent, begin the study",5c02c3b20eb9aa00010dc4cc,30,80,77,84,26,21,42,61,62,80,23,77,59,95,69,33,81,88,31,91,85,90,24,87,75,100,45,53,48,17,87,13,46,60,16,75,30,19,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,79,23
276,07/04/2020 20:48,R_3k5kWUGfBZq9OiD,38.90910339,-77.02030182,"I consent, begin the study",5ad0c3ed40edeb00018929d7,100,100,55,100,100,78,50,50,50,50,50,50,0,100,50,50,50,100,100,100,50,48,49,100,72,100,100,100,100,0,50,0,50,50,0,100,100,49,Male,USA,,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,20,50
211,07/04/2020 20:49,R_xln97nyxVR0AOjf,35.18719482,-111.6595993,"I consent, begin the study",5b287b1a8ecf3f000161bc22,82,93,0,50,50,0,50,50,0,50,50,22,8,6,78,75,83,70,68,80,36,58,50,74,66,91,50,50,50,18,0,20,89,89,69,14,25,23,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,0,68
245,07/04/2020 20:49,R_2TQO8zRP2SJlmoY,42.31399536,-88.99700165,"I consent, begin the study",5e44cd061aedc43572ba58b3,75,80,60,70,30,80,60,75,40,40,19,55,54,70,90,90,90,100,65,85,100,65,35,100,100,100,80,80,80,25,25,0,75,100,75,25,40,18,Male,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,50,25
245,07/04/2020 20:50,R_0Na8BWis9qdPCM1,36.12939453,-82.86599731,"I consent, begin the study",5d30c1a3bb673e00016b0520,28,86,86,83,49,70,80,64,71,77,24,84,84,36,71,33,88,78,90,94,95,86,34,79,84,91,61,39,14,15,13,8,85,96,4,86,90,41,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,69,82
227,07/04/2020 20:51,R_ykXZB4BB0dUYlvr,40.74290466,-73.93920135,"I consent, begin the study",5d616237d989a40001236c75,65,71,39,61,73,28,25,76,51,55,71,27,53,76,69,68,79,36,59,77,94,68,90,92,76,93,33,52,73,20,30,10,50,50,70,35,50,31,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,35,20
701,07/04/2020 20:52,R_3lMLh557o1TkVaX,33.83320618,-84.60310364,"I consent, begin the study",5ded3a7a3e57d13f8ea04b90,30,40,40,70,65,80,80,100,10,75,80,40,60,40,20,90,90,20,70,95,80,85,90,90,85,100,60,70,80,8,15,0,15,75,70,20,20,22,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,18,67
415,07/04/2020 20:53,R_1q4zssb6cg7CH6O,35.14100647,-106.7109985,"I consent, begin the study",5e0bdaf04d6bf14023c70ef8,100,100,68,74,60,62,65,66,75,76,79,62,70,77,70,71,100,70,69,95,76,84,94,96,94,100,41,43,62,19,19,18,28,28,100,100,88,25,Female,USA,,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,18,100
329,07/04/2020 20:54,R_3CCPMfA1Alh3CKL,39.9671936,-74.95619965,"I consent, begin the study",5e559fcd976c925b555f69c1,65,95,50,80,10,0,0,0,0,15,0,60,75,30,90,95,100,70,85,95,70,70,90,100,90,100,70,95,50,30,20,0,50,100,0,30,10,24,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,35,70
193,07/04/2020 20:55,R_3sysAjHYsHjOgSL,45.07670593,-83.45559692,"I consent, begin the study",5e1b8133c5d2903a829abdce,100,100,0,0,0,11,12,14,0,0,0,51,0,0,100,100,100,100,100,100,32,58,0,100,100,100,10,23,12,0,0,0,100,100,100,16,41,18,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,26,24
327,07/04/2020 20:55,R_RISQknUDfwxCEvL,29.82350159,-95.18499756,"I consent, begin the study",5d1c39079d6c1700015ca55d,71,86,74,65,89,100,75,90,65,65,90,90,79,95,40,51,69,66,61,95,93,63,88,97,75,95,51,58,86,0,40,0,35,100,0,75,41,18,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,20,40
210,07/04/2020 20:57,R_2awzjwNx17iMa5v,36.02290344,-78.9464035,"I consent, begin the study",5cfade55cb76df0019f58d1f,70,100,22,3,0,22,44,36,0,24,13,15,10,3,73,79,85,81,85,91,41,75,100,100,90,100,7,16,21,0,0,0,33,100,7,5,0,19,Female,USA,,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,0,27
298,07/04/2020 20:57,R_25QvYOAOxZMpJKj,35.98060608,-78.84259796,"I consent, begin the study",5c1061cc7f73e20001186615,80,96,0,4,7,65,74,14,2,2,98,62,88,0,97,95,100,94,97,100,77,79,15,100,100,100,95,95,100,12,11,0,88,93,73,7,69,26,Female,USA,,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,23,86
458,07/04/2020 20:57,R_Xq5bljqVzJUz8dz,45.46099854,-122.7052002,"I consent, begin the study",59585364fe4a47000179fdb8,100,100,13,2,0,27,31,30,0,0,0,66,51,38,100,100,94,63,79,100,56,100,100,100,100,100,31,33,4,0,0,45,78,100,82,2,29,24,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,0,82
276,07/04/2020 20:58,R_Qid1WyrZxkJ3YHv,28.24749756,-82.49430084,"I consent, begin the study",5e666e6061c4393e39e50983,0,83,77,79,67,68,72,75,34,66,100,82,72,78,82,79,77,52,59,82,75,71,90,70,74,74,100,62,83,72,79,0,81,76,87,81,84,18,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,0,0
688,07/04/2020 20:59,R_2fqzAnPXrcQJNgk,39.75280762,-74.9960022,"I consent, begin the study",5bd8ad0c3dac81000124e959,40,60,60,65,80,60,60,80,60,75,70,71,60,80,70,40,80,60,50,60,60,61,81,70,70,75,40,60,80,0,20,0,70,70,31,70,80,39,Female,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,40,80
393,07/04/2020 21:00,R_2DYotHYCdCmKlfj,34.81080627,-92.22489929,"I consent, begin the study",5e164581049d60000e851982,0,20,100,100,81,100,100,100,100,100,74,91,100,100,0,0,0,54,42,70,100,100,100,70,55,80,10,0,0,0,100,0,0,28,0,100,82,51,Female,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,91,38
455,07/04/2020 21:01,R_1DZ0AoMUrZl8z9r,40.08650208,-74.98249817,"I consent, begin the study",5ba0875f0611410001075f24,55,70,90,90,20,85,60,70,60,80,10,100,100,80,90,30,80,85,80,100,100,100,85,90,60,90,5,15,25,100,90,80,60,90,85,95,85,21,Male,USA,,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,65,25
279,07/04/2020 21:02,R_3Mye7ANRidSxbsM,38.6710968,-121.1495056,"I consent, begin the study",5dbe8324d5b87636af31cf4f,72,92,81,59,67,75,85,83,75,28,71,71,6,22,32,79,94,84,77,90,70,68,85,82,70,91,24,70,76,35,41,12,44,81,18,64,59,36,Female,USA,,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,47
237,07/04/2020 21:02,R_3h4TVvTyJF9Gs58,35.66789246,-97.47949982,"I consent, begin the study",5ccbb4f09484e200015b522a,75,80,71,18,20,16,17,16,0,0,0,100,11,11,73,72,73,81,72,96,100,100,56,100,66,85,51,51,51,55,0,0,100,100,41,36,63,24,Male,USA,,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,26,10
