Q62,immigration_a,immigration_b,abortion_a,abortion_b,vote_a,vote_b,tax_a,tax_b,torture_a,torture_b,affirmaction_a,affirmaction_b,military_a,military_b,covidgov_a,covidgov_b,AC_a,AC_b,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_19,Q37_20,Q8,Q10,Q12,Q39,Q40,Q14,Q16,Q18,Q20,Q62,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q58,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip
1,4,2,1,1,2,4,3,2,2,3,3,5,1,3,1,4,3,3,1,1,9,4,1,9,5,1,4,5,1,1,9,9,5,5,5,2,9,1,3,1,1,4,1,4,3,1,17,3,1,,4,1,1,That's was good to know more about me ,5eb36121-6ed7-b2f9-9cc1-14b5f18b1dbe,21,1,1,1,1,-3105,4,1,2301
1,1,2,1,3,2,3,1,2,5,4,3,2,2,4,1,2,3,4,8,9,7,8,8,9,9,8,9,8,9,9,9,7,8,8,9,9,8,8,,,,,,,,,,,7,6,6,7,7,,5eb35cd8-b569-09b7-fd17-4ca31352a5a4,29,1,18,1,1,5,1,3,33128
1,1,5,5,5,2,5,1,5,5,5,5,5,1,5,1,5,3,5,9,9,9,9,9,9,9,9,8,9,9,9,9,8,8,9,8,9,9,9,1,7,1,1,1,7,2,1,44,5,7,7,7,6,7,very nice,5eb36184-049a-ade9-ae62-dbdcac890fff,44,1,22,1,1,7,10,2,60046
1,3,3,3,3,4,3,1,3,3,3,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,1,36,7,4,4,6,4,4,n/a,5eb3614b-8024-716a-5475-60b42aca5df7,36,1,-3105,16,1,1,4,3,28777
1,2,4,3,5,2,4,3,4,4,3,3,2,1,4,4,5,2,3,6,8,8,9,8,8,8,8,9,8,6,6,8,8,6,6,7,8,8,9,1,6,2,2,3,5,2,1,34,2,6,7,7,6,7,This is a fun and simple survey,5eb36204-4f3d-2925-3fb5-1de2e8cd7300,35,1,4,4,1,6,9,4,97218
1,4,1,5,4,4,3,5,5,4,2,4,2,1,3,1,4,3,5,3,9,7,5,5,4,5,3,6,7,7,1,7,9,2,9,2,9,9,1,1,2,4,5,7,5,1,1,20,3,3,7,7,7,1,Nope.,5eb36015-a9d3-7450-4cce-c6f30f917bd6,18,1,1,2,1,2,1,3,33476
1,2,1,2,2,3,2,2,2,3,2,3,2,2,2,3,2,3,5,5,5,6,4,5,7,4,6,5,5,6,6,6,4,4,3,4,4,3,5,1,4,3,5,5,5,3,1,26,4,4,5,4,3,5,,5eb361be-4c4d-7fc8-bb0f-f98997cbc84c,27,1,2,15,2,6,5,4,95670
1,1,4,1,4,2,5,2,4,5,5,2,4,4,3,4,5,3,5,9,9,9,2,8,9,9,8,1,8,9,8,2,1,2,8,1,9,8,1,1,6,7,7,7,6,1,1,28,2,4,7,7,7,1,Easy to understand and answer ,5eb3614a-8418-4cee-e0a0-e4a336389812,28,1,11,4,1,4,1,4,94089
1,3,3,2,3,2,4,3,3,3,4,3,3,3,3,3,3,3,5,5,3,6,4,5,6,6,3,5,5,6,6,7,7,4,6,6,7,5,7,1,6,6,5,6,6,1,1,26,2,2,6,6,7,2,None ,5eb361f3-c013-d169-b687-454f66852242,26,1,8,4,1,6,1,4,95757
1,4,3,3,1,2,1,3,1,3,1,4,1,3,3,4,1,2,3,4,5,5,3,9,1,1,1,1,5,4,5,4,1,1,7,1,5,4,1,3,2,4,4,4,5,5,1,20,4,2,7,7,7,3,,5eb36025-bc35-2445-77fe-04279594405b,18,1,1,1,2,2,2,4,87031
1,5,4,5,4,2,4,3,4,5,5,2,4,3,3,4,5,3,4,8,9,8,8,8,7,9,7,9,9,9,8,9,6,8,8,9,9,8,8,2,5,5,5,4,7,2,1,43,5,1,6,7,2,7,good,5eb35ea8-ec0d-4316-51a6-0c11639ea067,43,1,21,1,1,7,10,2,44842
1,1,1,4,5,2,1,2,1,2,1,2,2,2,2,3,1,2,5,1,,5,5,9,5,5,5,4,5,,5,5,5,5,5,5,5,5,5,1,4,4,4,4,7,3,1,46,5,7,4,7,7,5,None,5eb3619e-49c6-93dc-b98e-d542adb9de77,46,1,6,1,1,2,5,3,34691
1,3,2,2,2,2,2,1,3,2,3,4,3,3,2,2,3,2,5,5,3,2,8,7,2,7,3,6,8,8,3,8,4,2,6,3,7,7,2,1,4,6,5,5,6,1,2,40,5,5,6,6,6,3,No it was easy and clear.  Thank you.,5eb35fc8-d1e2-1331-4b67-33148149d4ce,46,2,14,1,1,6,1,2,48047
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb3625a-dc99-381e-d7a8-7354ac8e378c,40,1,4,4,1,7,2,3,34473
1,2,4,3,3,3,5,3,3,2,1,3,5,4,5,2,2,3,5,7,7,7,3,7,7,5,6,6,7,6,7,7,8,7,7,6,7,6,3,1,5,2,3,3,7,2,1,50,5,2,7,6,5,2,Very intaresting,5eb35f02-54d5-55a2-35c7-3d1fa7f0c839,50,1,21,1,1,7,10,1,2302
1,3,3,2,3,3,3,2,2,3,2,4,3,2,2,4,2,3,5,3,7,4,7,6,5,5,6,7,7,5,5,5,5,5,9,1,8,5,1,2,2,3,4,5,5,5,1,20,2,7,7,7,6,6,This was an interesting one.,5eb35f0a-dde0-82ee-1022-fb60084b8ab8,20,1,16,9,1,2,4,2,46516
1,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,4,3,5,4,3,4,5,5,3,2,5,5,5,5,2,5,3,1,3,2,2,1,2,2,4,2,5,1,1,23,3,6,5,7,7,1,Nahhhh,5eb360f5-5f46-5a99-e6e8-d6cdb37709a9,21,1,2,2,1,4,2,2,56001
1,2,2,2,2,2,2,4,3,5,3,4,1,4,3,2,3,2,4,7,7,8,6,6,7,5,8,5,5,7,5,6,7,4,8,7,5,9,7,1,7,3,7,5,5,3,1,34,4,4,7,5,7,6,Not sure,5eb361f1-fbaf-8370-1d87-6c60f3c3656a,35,1,19,2,1,4,5,2,46628
1,2,2,2,1,2,2,1,3,3,2,4,1,2,1,2,2,3,5,6,7,2,6,8,5,7,5,3,7,4,6,7,3,3,7,3,6,5,4,5,6,2,2,1,6,2,1,68,5,5,6,6,5,5,,5eb360e5-643d-c2f0-397e-b3341023429b,68,1,5,1,1,6,10,1,14701
1,1,5,4,1,2,2,2,2,5,4,3,1,2,2,2,1,2,3,2,2,5,5,1,2,2,4,8,6,8,1,8,7,5,1,4,8,6,5,4,4,4,4,6,2,3,1,32,5,6,4,4,1,6,It was boring,5eb35fc2-698c-1cd6-543f-307520234939,32,1,1,1,1,1,6,4,95422
1,2,3,5,4,5,3,1,3,3,2,2,1,4,2,5,4,5,4,1,8,2,7,9,2,7,6,9,8,8,9,9,3,4,7,3,8,5,2,4,2,7,7,7,5,1,2,59,5,2,7,7,5,5,,5eb35fd6-2739-780e-b38e-c818e70761da,59,2,2,1,1,5,1,2,48101
1,3,3,4,4,3,3,2,1,3,1,3,1,4,2,5,5,3,5,1,9,2,7,9,5,9,4,1,4,7,5,5,1,1,6,1,7,6,6,4,7,6,6,4,5,1,1,65,5,6,6,7,4,4,Thought provoking,5eb35f5f-158c-1b38-3aca-c5d48630eca9,65,1,4,1,1,4,1,3,32176
1,3,1,3,3,2,1,3,3,2,1,4,3,3,3,5,1,3,5,2,9,5,8,9,1,8,5,9,5,1,5,9,1,1,5,1,1,6,1,1,5,5,4,4,6,3,2,32,2,4,7,7,7,5,,5eb35e19-0f74-995c-23d8-7f15bda0bdd1,32,2,6,4,1,6,3,3,22939
1,5,4,3,4,5,4,5,4,3,4,2,4,5,4,2,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,1,1,45,5,4,4,4,4,4,No,5eb36171-01ea-2d4f-474b-7633163622ce,45,1,1,1,1,6,1,4,95827
1,4,1,5,5,2,1,3,1,2,4,4,1,4,1,3,1,2,1,5,6,5,7,7,5,7,5,5,8,7,5,7,5,2,7,2,8,4,3,5,1,4,4,4,3,3,2,54,5,4,7,7,7,5,It was interesting,5eb35f70-219f-16a0-3e89-b7f5a06a9047,54,2,1,1,1,2,4,4,92277
1,1,5,2,4,2,5,3,2,3,3,3,2,1,2,2,3,3,5,5,7,3,6,7,4,7,4,4,7,6,4,5,3,3,6,3,7,4,3,2,4,2,2,2,5,2,1,69,5,7,5,7,6,3,,5eb35f7c-a08d-4667-dd46-d6c928176c3e,69,1,19,1,1,4,10,2,57702
1,3,3,3,3,3,3,5,3,2,3,4,5,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,4,3,3,2,19,3,4,4,4,4,4,No,5eb360f5-e575-527f-2029-569cb58511c4,20,1,-3105,2,1,1,4,1,17013
1,1,3,2,3,3,3,1,3,5,3,3,3,5,3,2,3,3,5,3,6,6,3,6,6,3,6,4,4,6,4,6,4,3,3,4,3,4,4,4,4,3,5,3,5,3,1,25,5,2,7,6,7,2,No,5eb361ce-4533-5074-a3a9-2f35eb646e69,25,1,3,1,1,6,2,1,10011
1,2,2,1,2,3,3,4,1,3,3,3,4,2,2,5,5,2,3,7,9,7,6,6,7,6,5,6,5,8,5,3,2,3,6,8,8,5,2,1,7,4,4,4,5,3,1,52,5,5,4,3,2,5,Nothing ,5eb361b2-14c1-d5c8-b5aa-5f6a73a8ce6c,52,1,8,1,1,2,3,1,15701
1,3,2,1,5,2,4,1,5,5,5,5,2,1,3,1,3,3,5,9,1,1,2,9,3,6,6,8,7,2,2,4,1,5,4,9,7,2,9,4,2,5,2,2,3,5,3,38,5,3,6,6,6,4,No I don't have much to add,5eb36158-b88f-d166-47bf-f66ffefcf2f6,38,1,6,1,1,2,10,3,25177
1,2,4,5,4,2,4,3,3,3,4,2,5,5,4,4,4,3,5,3,5,9,9,7,3,6,5,3,8,4,4,4,3,4,7,2,9,4,2,3,3,4,5,3,5,3,1,19,5,2,6,6,6,3,"Most of the questions in the middle were just the same question asked 20 different ways, it was mostly how confident you are in your views and how likely is it that you would change them?",5eb3610c-4940-9bd2-9a32-7ee5bca048dd,19,1,20,1,1,2,4,1,19608
1,3,1,4,1,2,3,2,1,3,1,3,1,3,1,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,2,33,5,4,4,5,5,4,Add disabled to the employment list ,5eb35cdb-ae43-b165-f361-591dd27be737,33,2,19,1,1,4,4,1,15243
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb3629a-726a-08e4-2ce6-f1190404eb36,52,2,11,16,1,6,3,1,2910
1,3,1,1,2,2,1,1,1,2,3,4,1,1,1,3,1,2,5,5,9,9,9,9,5,9,5,9,9,9,9,9,1,1,9,9,9,9,1,4,4,4,5,5,6,1,2,60,3,2,7,7,7,1,No comment ,5eb35dfd-f357-abf0-5390-ef35229511a1,60,2,4,2,1,7,1,3,76667
1,2,3,1,2,2,5,4,3,2,1,3,3,1,1,5,4,3,5,5,5,5,5,4,5,5,5,5,5,6,5,5,5,5,6,5,5,5,5,1,4,4,4,4,4,1,1,31,4,4,4,4,4,4,,5eb361c7-4ffe-fcbf-26bc-10a5c2202515,31,1,14,15,2,2,1,3,32809
1,2,1,3,1,4,1,3,1,2,1,3,1,3,1,4,1,3,5,5,6,5,5,7,5,5,5,3,7,6,5,5,3,5,4,6,5,5,3,4,2,2,2,2,5,1,1,79,5,4,5,4,4,6,no,5eb35ebf-a56b-4789-1833-ade084c49f66,79,1,4,1,1,4,1,4,95354
1,5,4,1,1,3,1,3,2,3,5,4,4,3,3,5,2,3,2,1,9,5,9,9,8,7,9,9,9,7,9,8,9,9,9,9,7,5,9,4,7,4,4,4,4,1,1,35,5,4,7,7,7,4,,5eb36106-6393-4a5f-e504-655440aec276,35,1,3,1,1,2,1,1,13775
1,4,3,4,3,3,3,1,4,3,3,3,3,1,4,5,3,3,5,5,6,1,9,6,5,5,5,1,9,5,1,5,2,1,6,5,8,5,1,5,7,5,5,4,6,3,2,70,5,7,7,7,7,1,No,5eb36149-db83-f54f-7a82-2a480d57f041,70,2,23,1,1,6,3,4,99224
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb36273-0cf0-e780-d19c-a6600299880f,74,2,15,1,1,6,9,1,7036
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb362a0-d284-45a4-3696-0f8236fb6b7f,62,1,8,1,1,2,1,4,84405
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,4,,5eb36231-1f4e-8669-38b4-280bbac71c37,44,1,5,1,1,4,7,3,75482
1,1,2,2,2,2,1,2,1,5,1,3,3,3,1,4,1,3,5,2,3,7,4,4,4,5,5,7,5,8,2,6,6,5,6,7,3,6,6,3,4,5,5,5,5,2,1,29,5,3,6,7,6,3,,5eb361d8-56bd-fe19-3a6b-36e699b25655,29,1,3,1,1,6,2,2,52405
1,5,3,4,4,2,2,2,2,2,3,4,3,5,4,3,4,3,5,4,5,5,5,6,4,7,5,3,5,5,5,8,4,2,7,5,7,6,4,3,4,7,6,6,4,1,2,20,7,5,7,7,7,2,,5eb35df9-3a42-b00f-876b-adc5a35dbd90,20,2,2,15,1,1,1,2,48198
1,1,5,5,5,2,5,3,3,5,5,5,5,1,5,1,5,3,5,8,9,8,9,9,8,9,9,8,9,9,9,8,8,9,9,9,9,8,8,1,7,4,4,4,7,2,1,42,"4,5",1,7,7,7,7,,5eb361b0-c613-2ad2-7aaf-41380e200101,42,1,19,1,2,7,10,4,90066
1,1,3,2,3,2,5,1,3,4,3,2,2,1,3,2,3,3,5,6,5,7,7,9,5,9,7,6,5,5,6,3,7,5,7,2,8,1,1,1,7,1,2,1,5,3,1,36,5,4,7,7,7,3,Nope,5eb361d4-4271-8545-6ffd-7f2b75499eaa,36,1,15,1,1,4,5,1,8753
1,3,1,1,1,3,1,2,1,2,1,4,1,5,1,5,1,3,1,9,1,2,1,7,6,7,7,3,1,1,9,1,8,2,1,5,1,1,6,1,3,4,4,4,5,5,1,54,5,6,6,7,7,3,,5eb3608e-f2c3-7e19-2f79-ea742b0cd9ed,54,1,5,1,1,4,7,1,16508
1,3,3,3,3,2,3,1,3,3,3,2,3,3,3,3,3,2,3,5,9,5,9,9,5,9,9,1,9,1,9,5,9,1,9,1,9,1,1,1,4,4,4,4,4,3,1,39,5,7,7,4,4,4,,5eb361d5-0710-ba32-1c79-d5c7bdc9b92a,39,1,9,1,1,2,4,1,4330
1,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,5,4,5,1,7,8,5,5,5,1,5,8,5,8,1,5,8,4,5,5,2,1,4,4,4,4,6,3,1,44,5,6,6,7,4,4,no,5eb361a5-f085-0cd4-a085-6d55c1c031b1,56,1,14,1,1,6,3,3,30301
1,2,2,1,1,3,2,2,2,3,2,2,2,2,2,3,3,3,2,5,7,5,5,7,6,7,5,5,7,7,5,5,7,6,6,5,5,5,7,1,4,4,4,4,6,2,1,39,5,4,5,5,5,5,Great amazing survey with covering all points,5eb36241-5c30-0afe-f280-de9a3b555c78,38,1,21,3,1,6,5,1,10011
1,3,1,5,1,4,3,5,1,3,3,5,5,3,3,3,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,6,1,2,27,3,4,4,4,4,4,,5eb35d7f-d40e-1bc5-b8ac-1055e224f6ca,27,2,3,16,1,6,2,3,38701
1,4,3,2,4,3,4,3,3,4,4,4,4,2,3,4,4,3,5,7,7,8,7,8,8,7,8,7,7,8,,7,7,8,8,7,7,7,7,1,6,6,6,5,5,2,1,41,2,3,6,6,6,4,great!,5eb3612f-8cec-62f4-f165-4c5bd1cbe3fe,41,1,4,4,1,4,10,3,76111
1,2,2,1,2,2,3,2,2,3,2,3,2,3,2,2,3,2,2,9,9,9,1,4,9,1,9,9,9,9,9,9,9,1,9,9,9,9,9,1,7,1,1,1,4,2,1,54,3,7,7,7,7,4,None,5eb361e5-2f93-73a0-a9de-348d6f649be6,54,1,7,2,1,4,10,4,89052
1,2,4,3,4,3,3,2,3,3,4,4,4,3,3,2,3,4,3,8,7,7,6,4,8,7,6,4,6,6,6,6,6,7,7,6,7,4,6,1,6,3,5,6,3,4,1,25,5,4,6,5,3,4,Not really ,5eb361f2-a7c7-c5c1-394f-fdd8ea86af42,25,1,5,1,4,1,7,3,21075
1,2,4,1,5,2,1,1,4,4,1,2,3,1,4,3,4,3,5,9,1,9,1,1,9,1,8,9,1,1,9,1,9,5,1,1,1,1,7,1,5,1,1,1,7,2,1,68,2,4,7,6,7,4,Am somewhat puzzled regarding how this survey measures what it is supposed to measure.,5eb36019-419c-9e72-5de5-3eaf6c95c04b,68,1,18,7,1,7,10,4,96706
1,3,3,3,2,2,1,2,4,4,4,2,3,1,2,1,5,3,2,4,9,3,9,9,3,8,6,9,7,5,9,9,6,7,8,8,9,8,8,2,2,5,3,6,6,3,1,29,3,7,6,3,4,6,That's gig,5eb36193-d9e1-6db7-4301-47a60e906564,29,1,6,1,1,2,3,4,94607
1,4,1,5,3,3,3,2,3,3,2,4,2,4,1,4,3,3,5,7,9,5,8,7,4,7,5,9,9,5,4,5,3,5,5,5,9,2,2,1,4,4,4,4,5,2,2,30,3,7,6,7,6,4,No.,5eb35e15-3de6-5b02-d538-f5dbda227001,27,2,8,15,1,6,9,3,42101
1,2,2,3,2,2,4,1,1,3,1,3,1,1,2,5,4,2,5,5,9,9,9,9,8,9,9,5,5,9,1,9,5,9,9,9,1,1,1,4,4,7,7,4,4,1,2,69,5,1,7,7,7,1,,5eb36049-905b-c79e-0634-251f237cc52e,69,2,1,1,1,2,2,4,96792
1,3,1,2,3,3,1,1,3,2,1,3,1,4,2,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,4,4,4,5,2,60,5,3,7,7,5,1,,5eb35f5a-3ee2-2379-a4a8-45eaa0efdf03,61,2,6,1,1,2,9,4,97027
1,5,4,4,4,5,4,4,3,2,4,4,1,5,3,4,4,5,4,4,4,1,7,8,7,7,5,3,5,4,3,7,3,2,4,1,8,1,1,5,7,6,7,5,5,3,1,53,5,5,6,6,6,4,,5eb360bf-b396-f665-65d7-49f58d80026a,53,1,1,1,1,4,3,3,35146
1,1,1,5,1,2,3,2,1,4,2,3,1,1,1,3,1,2,3,5,7,5,9,7,6,8,7,2,8,5,7,7,5,2,9,4,8,4,1,1,3,4,2,3,7,2,1,51,5,7,4,7,6,6,,5eb35e27-0f71-4c24-bdd8-ef4f63bcb345,52,1,18,1,1,3,10,3,31602
1,3,2,2,2,3,3,3,3,5,3,4,2,3,3,2,3,3,3,7,6,4,5,9,6,7,2,8,7,2,1,4,9,1,4,8,5,6,3,2,4,4,4,4,4,1,1,44,3,4,4,4,4,4,,5eb361c1-7b75-319a-eee0-38ff3389c98a,45,1,1,2,1,2,1,2,60612
1,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,6,3,2,48,2,4,4,4,4,4,none,5eb361f4-5b8b-1919-964f-744eda44bfe6,62,1,9,6,1,6,4,4,93906
1,4,2,5,3,4,2,4,1,2,4,4,2,5,3,4,2,4,2,2,9,2,9,8,5,8,5,2,2,7,4,7,4,2,5,1,8,3,2,4,6,7,6,5,7,1,2,71,5,4,6,6,7,5,Very easy and pretty clear. Nice length.,5eb35f45-e7a4-ad26-62f5-6a018d832db9,71,2,5,1,1,7,1,1,1009
1,4,5,5,5,2,5,1,5,4,5,5,5,3,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,5,3,1,27,5,4,4,4,4,4,,5eb36237-6b68-75f0-d68f-bc0a8f092284,27,1,4,1,1,6,4,3,70114
1,1,1,4,3,2,3,1,2,3,2,3,2,3,2,2,3,3,5,8,9,5,9,5,9,9,9,9,8,5,5,9,8,9,5,9,9,9,5,2,1,4,4,4,5,5,1,39,5,6,6,7,7,4,,5eb361fe-e2ca-0eff-ae58-18746a228f40,39,1,1,1,1,4,7,3,34655
1,4,4,5,4,2,4,3,2,4,4,5,4,4,4,4,3,3,5,6,7,7,4,7,9,7,8,8,8,8,4,4,3,7,9,6,5,3,6,1,6,6,7,4,4,1,1,25,5,7,6,7,4,6,None,5eb3628b-8faa-4890-a08c-78b42755d432,27,1,5,1,1,2,1,3,35206
1,2,3,3,3,2,3,1,3,4,2,4,1,3,1,5,5,2,3,5,6,5,7,7,6,5,5,4,6,5,5,5,5,5,8,5,6,8,3,1,6,6,6,6,5,1,2,45,5,5,7,7,7,5,"I enjoyed offering my
opinions. ",5eb35e41-bade-0558-59f8-3d03f11e8642,45,2,5,1,1,4,1,3,29482
1,1,5,5,4,2,4,1,1,5,2,2,5,2,2,2,2,3,5,5,1,8,8,9,5,,9,1,5,8,8,1,1,9,9,9,9,8,1,1,7,7,7,7,5,1,2,50,5,4,7,7,7,7,NO!,5eb35fb2-bdf2-bcf9-d7e2-da913f83efe8,49,2,4,1,1,4,1,1,18104
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb36335-28ee-e440-f7d3-407245707091,26,1,1,3,1,-3105,4,2,55411
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb36303-7800-816f-5900-8e4818cf1c94,64,1,9,1,1,6,9,3,32221
1,3,1,2,5,2,5,1,1,3,2,2,3,2,1,3,5,2,5,8,8,1,8,9,7,8,7,8,9,5,8,8,7,9,9,9,9,8,5,4,7,1,1,1,6,2,1,82,5,3,7,7,5,7,No,5eb35f73-8bab-1970-7dca-b075f07dd3e2,82,1,10,1,1,6,10,2,48307
1,1,4,3,5,2,5,1,5,3,4,2,4,3,4,2,4,3,5,9,1,8,2,1,9,2,9,9,1,1,8,1,9,1,5,9,2,1,8,2,7,1,1,1,6,2,1,59,5,7,7,7,5,4,,5eb360c6-a23f-c792-4540-6a6e015695b2,59,1,1,1,1,6,10,1,16239
1,4,4,4,4,3,5,3,4,4,3,2,5,2,4,2,3,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,5,2,2,2,7,2,1,40,5,6,6,6,6,6,very good survey,5eb36176-56a3-be5f-aa13-2e420ef51228,40,1,24,1,1,7,10,4,97754
1,4,1,3,1,3,1,1,2,2,2,4,2,2,1,4,2,3,5,6,5,5,5,8,8,9,6,1,7,7,7,7,5,5,5,7,6,7,1,2,6,6,5,6,5,1,1,66,5,2,7,7,7,1,,5eb36135-5881-03a9-1a7c-79f30560e20c,66,1,6,1,2,4,1,4,91710
1,3,4,4,3,4,3,1,5,4,3,4,3,4,2,4,3,3,4,9,8,8,7,8,8,7,9,7,7,8,9,8,8,4,9,5,8,8,8,1,7,2,2,2,6,2,1,33,5,6,7,7,6,6,Great,5eb36210-0cc0-37f1-f27c-57a2ee1508a3,33,1,9,1,1,4,10,3,21234
1,5,5,1,1,2,5,3,4,5,5,4,5,4,5,1,4,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,7,7,7,7,4,1,1,34,5,4,7,7,7,1,I’m good ,5eb361dc-7999-a4a8-50e9-ace43c8bafcf,34,1,3,1,1,2,1,3,32958
1,1,5,1,5,2,5,1,1,3,1,3,2,2,2,3,1,3,5,5,1,6,6,7,5,5,5,1,9,5,6,5,5,1,6,3,5,5,1,1,5,1,1,1,6,2,1,47,5,7,4,7,6,3,No,5eb3612c-209f-b3c9-4eb3-7c111bf30e17,47,1,15,1,1,6,10,3,79015
1,3,5,2,5,2,5,2,5,4,5,5,5,2,5,5,5,2,5,6,7,7,6,7,7,7,6,7,7,2,7,7,7,5,7,7,7,4,4,1,4,4,4,4,5,1,1,60,5,2,7,7,7,1,none,5eb360b4-8f2c-17f3-17bf-5090d9f20862,60,1,7,1,1,2,2,1,11105
1,5,4,4,3,3,3,1,1,4,2,5,4,3,1,2,2,2,3,4,7,1,1,8,4,7,2,1,6,5,3,1,2,4,3,4,8,5,2,1,4,2,4,2,6,2,1,42,5,6,2,4,3,6,It was very fun and I will definitely do another one,5eb36184-63ee-40eb-a0e3-f3dc3de1914a,25,1,1,1,2,1,10,4,95687
1,5,4,3,3,3,1,3,1,3,2,4,2,4,1,3,4,3,1,5,5,5,4,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,5,1,1,25,4,4,7,7,7,3,,5eb361e6-bd33-da15-6008-a00e1aa7a78e,25,1,-3105,15,2,4,2,4,92377
1,1,4,3,4,2,5,3,3,4,3,2,3,3,3,3,4,3,5,1,7,2,8,3,1,9,3,5,8,9,8,6,3,1,5,5,9,1,1,2,6,2,2,2,5,2,1,41,5,7,5,7,7,5,,5eb361a1-af93-efe6-2afa-54efa53483dd,41,1,14,1,1,6,10,3,23112
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb36336-1c4d-bb7b-39e5-1eb015adcf4c,39,1,14,1,1,4,1,1,14011
1,1,3,3,3,2,2,2,4,2,2,2,4,5,3,1,4,2,4,9,9,9,1,9,9,9,8,9,1,1,9,1,9,1,1,1,9,1,8,1,4,4,4,4,6,3,1,50,"2,8",1,7,7,7,1,Good survey on life's truths,5eb36062-79dc-1ae1-74e6-71660849493d,53,1,3,1,1,7,4,1,14226
1,5,4,2,3,5,1,3,1,2,3,5,3,5,4,5,3,3,5,3,6,5,7,7,5,6,6,4,5,7,5,6,4,6,7,3,6,5,3,4,7,7,7,7,7,1,1,70,5,2,7,7,4,4,,5eb35f97-fd4b-cda2-fd12-8c05c742ca68,70,1,4,1,1,6,1,4,89147
1,2,2,1,1,2,2,2,3,3,1,3,2,2,3,3,5,3,3,6,5,5,6,6,5,6,6,4,5,5,6,5,7,4,5,5,6,5,3,1,5,2,2,2,5,2,1,28,5,6,4,6,7,4,,5eb36233-7688-654b-e903-fc29c30b605a,28,1,3,1,1,4,10,3,70507
1,3,4,2,3,2,4,2,3,4,4,4,4,5,1,5,5,3,5,5,8,7,7,8,9,7,7,7,9,3,9,4,8,8,5,8,8,9,9,1,7,7,6,7,4,1,1,29,4,1,7,7,7,1,Great study guys,5eb36218-3343-9ca0-07b0-a560a6343b89,29,1,13,15,2,2,1,3,79907
1,2,1,3,3,4,3,3,3,3,3,3,2,4,3,2,2,2,2,4,3,4,3,6,6,3,4,4,5,5,3,3,6,4,5,4,4,7,6,1,4,6,3,2,2,2,1,41,4,1,2,3,2,4,Na,5eb3620e-613e-d71e-2287-e73f7a841bb1,41,1,4,15,4,5,2,4,93727
1,1,3,2,3,2,1,1,2,2,1,4,2,5,4,5,1,3,5,9,1,9,1,9,9,8,6,9,6,7,9,6,3,1,9,5,9,1,1,1,7,4,2,3,5,3,1,56,3,5,7,7,7,4,No,5eb36189-e36f-a1b7-1255-835a6697b276,56,1,20,2,1,6,4,3,20748
