StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Agree_doctor,Agree_fire,Agree_donor,neg_cons,unfair,moral_worth,Attention_check,Attention_check_DO,age,gender,educationScore,femalesAs1MaleAs0,income,incomeScore,householdIncomeEstimate,participant_id,assignment_id,computer_country,PROLIFIC_PID,generality,context,FL_16_DO,FL_31_DO
11/03/2019 10:04,11/03/2019 10:07,0,100,151,1,11/03/2019 10:07,R_3j9bw6jowvCdBz0,,,,,anonymous,EN-GB,3,3,3,7,7,7,4,4|2|3|1,25,male,2,,"$25,000 to $39,999",2,32500,0133f092,10f0d64a,United States,,rule,healthcare,FL_33,Firefighters|Doctors|Donor
11/03/2019 10:04,11/03/2019 10:07,0,100,147,1,11/03/2019 10:07,R_3Rx9l0QLYJod0EY,,,,,anonymous,EN-GB,6,4,4,6,6,7,4,1|3|2|4,30,female,4,,"$40,000 to $59,999",3,50000,d1daebbe,7ee40e61,United States,,one-off,healthcare,FL_32,Donor|Doctors|Firefighters
11/03/2019 10:06,11/03/2019 10:07,0,100,71,1,11/03/2019 10:07,R_3iUMkOWg9POx9b5,,,,,anonymous,EN-GB,4,6,6,4,4,5,4,3|4|2|1,35,male,0,,"Less than $9,999",0,5000,037597c3,5d79a221,United States,,one-off,volcano,FL_17,Firefighters|Donor|Doctors
11/03/2019 10:07,11/03/2019 10:09,0,100,103,1,11/03/2019 10:09,R_3oBoQcIh4eyhtHq,,,,,anonymous,EN-GB,6,4,7,4,4,7,4,3|2|1|4,58,female,5,,"$40,000 to $59,999",3,50000,f108622c,e181c5c6,United States,,one-off,healthcare,FL_32,Donor|Firefighters|Doctors
11/03/2019 10:06,11/03/2019 10:09,0,100,168,1,11/03/2019 10:09,R_2CfWFhjbiLpm6EA,,,,,anonymous,EN-GB,5,5,5,3,5,6,4,4|1|2|3,64,male,3,,"$25,000 to $39,999",2,32500,b60fa21e,aa38320d,United States,,rule,volcano,FL_18,Donor|Doctors|Firefighters
11/03/2019 10:05,11/03/2019 10:10,0,100,315,1,11/03/2019 10:10,R_2X7NbbmZvdcLdcP,,,,,anonymous,EN-GB,3,3,2,5,5,7,4,4|3|1|2,56,female,2,,"$60,000 to $84,999",4,72500,24239926,bb1a0961,United States,,one-off,volcano,FL_17,Firefighters|Doctors|Donor
11/03/2019 10:08,11/03/2019 10:11,0,100,179,1,11/03/2019 10:11,R_2ztBW2chvo8mGiq,,,,,anonymous,EN-GB,7,7,4,7,7,7,4,3|1|4|2,37,female,3,,"$40,000 to $59,999",3,50000,f4a4be59,f213a41d,United States,,one-off,volcano,FL_17,Donor|Firefighters|Doctors
11/03/2019 10:11,11/03/2019 10:13,0,100,124,1,11/03/2019 10:13,R_3MtygBDPeCV3xMp,,,,,anonymous,EN-GB,4,4,4,7,7,7,4,2|1|4|3,54,female,5,,"$60,000 to $84,999",4,72500,1840f300,e05e2374,United States,,rule,healthcare,FL_33,Firefighters|Donor|Doctors
11/03/2019 10:11,11/03/2019 10:13,0,100,138,1,11/03/2019 10:13,R_1QfHfn4iioaaCRG,,,,,anonymous,EN-GB,6,1,6,5,5,6,4,2|1|3|4,44,male,5,,"$60,000 to $84,999",4,72500,6c929eaa,3b7add88,Philippines,,rule,volcano,FL_18,Donor|Doctors|Firefighters
11/03/2019 10:11,11/03/2019 10:14,0,100,151,1,11/03/2019 10:14,R_1OPs3aqjhU35lJZ,,,,,anonymous,EN-GB,7,4,7,4,2,6,4,3|1|2|4,68,male,4,,"$25,000 to $39,999",2,32500,f2247022,d96596c3,United States,,one-off,volcano,FL_17,Donor|Doctors|Firefighters
11/03/2019 10:11,11/03/2019 10:14,0,100,182,1,11/03/2019 10:14,R_3EtHDhqkpZ6MfVN,,,,,anonymous,EN-GB,6,3,7,5,6,6,4,1|2|3|4,38,male,2,,"$25,000 to $39,999",2,32500,08495d9f,387cff68,United States,,one-off,healthcare,FL_32,Donor|Doctors|Firefighters
11/03/2019 10:12,11/03/2019 10:14,0,100,160,1,11/03/2019 10:14,R_3iL83T7kPJ7o5FH,,,,,anonymous,EN-GB,1,1,2,5,6,7,4,2|1|4|3,47,male,2,,"$115,000 to $149,999",6,132500,7da9a04d,1f778b91,United States,,rule,healthcare,FL_33,Doctors|Firefighters|Donor
11/03/2019 10:12,11/03/2019 10:14,0,100,116,1,11/03/2019 10:14,R_ux1voxOhK1SnXRn,,,,,anonymous,EN-GB,3,2,5,5,6,6,4,3|4|1|2,31,male,2,,"$25,000 to $39,999",2,32500,3e7c3ad2,dd23ebfb,United States,,one-off,healthcare,FL_32,Firefighters|Doctors|Donor
11/03/2019 10:15,11/03/2019 10:18,0,100,153,1,11/03/2019 10:18,R_3oReSWNDXZRfhji,,,,,anonymous,EN-GB,4,1,3,7,6,7,4,2|3|1|4,29,female,5,,"$25,000 to $39,999",2,32500,52a41bd7,76120fa9,United States,,rule,healthcare,FL_33,Donor|Doctors|Firefighters
11/03/2019 10:17,11/03/2019 10:18,0,100,108,1,11/03/2019 10:18,R_2AZsl9LQErPXg0f,,,,,anonymous,EN-GB,6,5,6,5,6,5,4,2|4|1|3,39,male,6,,"$85,000 to $114,999",5,100000,f1676888,d5a339d5,United States,,one-off,volcano,FL_17,Donor|Doctors|Firefighters
11/03/2019 10:19,11/03/2019 10:20,0,100,70,1,11/03/2019 10:20,R_29i9AIROXz4H7jE,,,,,anonymous,EN-GB,6,5,6,6,5,7,4,4|3|1|2,27,male,5,,"$150,000 to $199,999",7,175000,c8200528,ce91a32b,United States,,one-off,healthcare,FL_32,Doctors|Donor|Firefighters
11/03/2019 10:19,11/03/2019 10:21,0,100,121,1,11/03/2019 10:21,R_cwGn3YuiDWo70vn,,,,,anonymous,EN-GB,5,5,5,3,2,6,4,3|4|1|2,42,male,4,,"$60,000 to $84,999",4,72500,1c4b9869,aabdc3ac,United States,,one-off,healthcare,FL_32,Donor|Doctors|Firefighters
11/03/2019 10:17,11/03/2019 10:21,0,100,215,1,11/03/2019 10:21,R_1oHdMRjdzN45FZW,,,,,anonymous,EN-GB,3,2,3,6,6,6,4,1|2|4|3,42,male,2,,"$60,000 to $84,999",4,72500,48fa0aa7,9635638b,United States,,rule,volcano,FL_18,Doctors|Donor|Firefighters
11/03/2019 10:21,11/03/2019 10:22,0,100,44,1,11/03/2019 10:22,R_2fl0kkl9ebkQRKV,,,,,anonymous,EN-GB,7,2,4,6,6,6,4,2|3|1|4,30,female,5,,"$150,000 to $199,999",7,175000,2730e6e9,a9d66c74,United States,,rule,healthcare,FL_33,Donor|Doctors|Firefighters
11/03/2019 10:22,11/03/2019 10:23,0,100,77,1,11/03/2019 10:23,R_3D2rtzpc7LH2546,,,,,anonymous,EN-GB,6,6,6,4,5,7,4,4|3|1|2,44,female,4,,"$25,000 to $39,999",2,32500,3.39E+12,844b5f93,United States,,one-off,volcano,FL_17,Firefighters|Donor|Doctors
11/03/2019 10:23,11/03/2019 10:25,0,100,79,1,11/03/2019 10:25,R_3GDJJzlruYkdrom,,,,,anonymous,EN-GB,6,5,6,3,5,6,4,4|1|3|2,33,male,5,,"$25,000 to $39,999",2,32500,a8bbb14e,b4d9f225,United States,,one-off,healthcare,FL_32,Doctors|Firefighters|Donor
11/03/2019 10:24,11/03/2019 10:25,0,100,64,1,11/03/2019 10:25,R_3Idw5GpRI9lxqKJ,,,,,anonymous,EN-GB,1,1,1,7,7,1,4,4|3|1|2,48,male,5,,"Less than $9,999",0,5000,d11285ca,e0b7b503,United States,,rule,healthcare,FL_33,Donor|Doctors|Firefighters
11/03/2019 10:22,11/03/2019 10:25,0,100,153,1,11/03/2019 10:25,R_3prQ6yS4WxkI0z1,,,,,anonymous,EN-GB,7,5,5,4,4,5,4,4|2|1|3,44,male,5,,"Less than $9,999",0,5000,e6641f87,a8e8a569,United States,,rule,volcano,FL_18,Firefighters|Doctors|Donor
11/03/2019 10:23,11/03/2019 10:25,0,100,108,1,11/03/2019 10:25,R_1E7h0vEtL3xfyCZ,,,,,anonymous,EN-GB,4,2,2,6,7,7,4,4|3|2|1,58,female,2,,"$40,000 to $59,999",3,50000,3e63b3c3,911d39a2,United States,,rule,healthcare,FL_33,Firefighters|Donor|Doctors
11/03/2019 10:22,11/03/2019 10:26,0,100,195,1,11/03/2019 10:26,R_ZgEQ5whuPISTitH,,,,,anonymous,EN-GB,6,6,4,6,3,6,4,4|3|1|2,54,female,4,,"$60,000 to $84,999",4,72500,6ccb0b0a,bb1d7969,United States,,one-off,volcano,FL_17,Donor|Doctors|Firefighters
11/03/2019 10:24,11/03/2019 10:26,0,100,114,1,11/03/2019 10:26,R_10Vk6XbNA0ivDcQ,,,,,anonymous,EN-GB,5,5,5,6,3,6,4,4|1|2|3,43,male,5,,"$115,000 to $149,999",6,132500,6e73eb6b,a8f56dd1,United States,,rule,volcano,FL_18,Donor|Firefighters|Doctors
11/03/2019 10:26,11/03/2019 10:27,0,100,78,1,11/03/2019 10:27,R_2dLtCWBGXSRHPyd,,,,,anonymous,EN-GB,6,6,2,6,5,7,4,1|3|2|4,26,female,5,,"$60,000 to $84,999",4,72500,0938f4ab,3cc7bf2b,United States,,rule,volcano,FL_18,Doctors|Donor|Firefighters
11/03/2019 10:26,11/03/2019 10:28,0,100,119,1,11/03/2019 10:28,R_ZBL6Jb2VHBqhguB,,,,,anonymous,EN-GB,6,4,5,6,6,6,4,4|1|2|3,35,male,5,,"$85,000 to $114,999",5,100000,3be7e7d2,150dcc46,United States,,one-off,volcano,FL_17,Donor|Firefighters|Doctors
11/03/2019 10:27,11/03/2019 10:28,0,100,71,1,11/03/2019 10:28,R_12EDhbcl470VBrE,,,,,anonymous,EN-GB,1,1,1,7,7,7,4,1|3|4|2,45,female,4,,"$10,000 to $24,999",1,17500,bcb3b17b,dec86df2,United States,,rule,volcano,FL_18,Firefighters|Donor|Doctors
11/03/2019 10:26,11/03/2019 10:29,0,100,149,1,11/03/2019 10:29,R_3G0Wmo6cfDfgiSM,,,,,anonymous,EN-GB,4,4,4,7,7,7,4,2|1|4|3,63,female,2,,"$25,000 to $39,999",2,32500,0d914cf5,031d6ff4,United States,,one-off,volcano,FL_17,Donor|Doctors|Firefighters
11/03/2019 10:27,11/03/2019 10:29,0,100,72,1,11/03/2019 10:29,R_R3kwly8vRigqrGp,,,,,anonymous,EN-GB,7,6,6,4,5,6,4,3|4|2|1,47,female,5,,"$200,000 or more",8,225000,9b568582,afbe8700,United States,,one-off,healthcare,FL_32,Firefighters|Donor|Doctors
11/03/2019 10:28,11/03/2019 10:30,0,100,97,1,11/03/2019 10:30,R_O0tV60QVsGq0q0p,,,,,anonymous,EN-GB,7,7,7,7,2,6,4,1|2|4|3,42,male,2,,"$10,000 to $24,999",1,17500,61207c34,a18f76db,United States,,rule,volcano,FL_18,Firefighters|Doctors|Donor
11/03/2019 10:27,11/03/2019 10:30,0,100,174,1,11/03/2019 10:30,R_3HKlEgjfrWvi4c9,,,,,anonymous,EN-GB,5,5,4,5,5,6,4,4|1|2|3,37,female,3,,"$60,000 to $84,999",4,72500,5af06729,ff27b523,United States,,rule,healthcare,FL_33,Donor|Firefighters|Doctors
11/03/2019 10:28,11/03/2019 10:30,0,100,133,1,11/03/2019 10:30,R_1DHiY773SxBDobk,,,,,anonymous,EN-GB,6,5,7,4,3,7,4,1|3|4|2,30,male,2,,"$40,000 to $59,999",3,50000,c81e42ac,e01f613c,United States,,one-off,healthcare,FL_32,Doctors|Firefighters|Donor
11/03/2019 10:29,11/03/2019 10:31,0,100,110,1,11/03/2019 10:31,R_eY9bnahcca8vzHz,,,,,anonymous,EN-GB,4,4,4,7,7,7,4,4|1|2|3,38,female,5,,"$85,000 to $114,999",5,100000,289283b8,d9d928ed,United States,,one-off,volcano,FL_17,Doctors|Firefighters|Donor
11/03/2019 10:29,11/03/2019 10:31,0,100,139,1,11/03/2019 10:31,R_2B5PvpqXiJ4lJnP,,,,,anonymous,EN-GB,6,5,5,5,4,5,4,3|1|2|4,59,female,2,,"$25,000 to $39,999",2,32500,a262130b,2de0d238,United States,,one-off,volcano,FL_17,Firefighters|Donor|Doctors
11/03/2019 10:29,11/03/2019 10:31,0,100,138,1,11/03/2019 10:31,R_a90r8okxJHbXMe5,,,,,anonymous,EN-GB,3,3,3,5,5,7,4,4|2|1|3,30,female,4,,"$60,000 to $84,999",4,72500,15a0561c,2593791e,United States,,rule,volcano,FL_18,Donor|Doctors|Firefighters
11/03/2019 10:30,11/03/2019 10:32,0,100,96,1,11/03/2019 10:32,R_24kFZb5wxAKDzOe,,,,,anonymous,EN-GB,5,2,5,6,6,7,4,1|3|4|2,36,male,6,,"$115,000 to $149,999",6,132500,0e0e355d,20d8c2c7,Thailand,,one-off,healthcare,FL_32,Donor|Firefighters|Doctors
11/03/2019 10:30,11/03/2019 10:32,0,100,98,1,11/03/2019 10:32,R_2DSkY8yjEs8zZYh,,,,,anonymous,EN-GB,1,1,1,7,7,7,4,4|3|1|2,56,female,5,,"$40,000 to $59,999",3,50000,9f891488,a58e25e5,United States,,rule,healthcare,FL_33,Donor|Doctors|Firefighters
11/03/2019 10:31,11/03/2019 10:32,0,100,36,1,11/03/2019 10:32,R_reBdbDerUtDQeTD,,,,,anonymous,EN-GB,4,4,3,2,4,3,2,2|1|4|3,40,male,6,,"$150,000 to $199,999",7,175000,b1c66447,7138f89b,United States,,rule,healthcare,FL_33,Firefighters|Doctors|Donor
11/03/2019 10:31,11/03/2019 10:32,0,100,64,1,11/03/2019 10:33,R_Oycokb20JP6G11L,,,,,anonymous,EN-GB,6,5,5,6,3,3,4,3|4|1|2,41,male,5,,"$25,000 to $39,999",2,32500,fb2564a0,537c7ec4,United States,,rule,healthcare,FL_33,Firefighters|Doctors|Donor
11/03/2019 10:32,11/03/2019 10:33,0,100,88,1,11/03/2019 10:33,R_2YyVFjZWv0TJr0j,,,,,anonymous,EN-GB,6,5,6,4,5,7,4,1|3|2|4,38,female,4,,"$40,000 to $59,999",3,50000,80a14be9,b989ac01,United States,,one-off,healthcare,FL_32,Donor|Firefighters|Doctors
11/03/2019 10:32,11/03/2019 10:34,0,100,100,1,11/03/2019 10:34,R_bOEsnh5jW3PmB6V,,,,,anonymous,EN-GB,5,4,5,4,5,6,4,4|2|3|1,32,male,5,,"$25,000 to $39,999",2,32500,0373f185,96157c15,United States,,one-off,healthcare,FL_32,Firefighters|Doctors|Donor
11/03/2019 10:33,11/03/2019 10:34,0,100,77,1,11/03/2019 10:34,R_2ysCRrKQ2GDonxu,,,,,anonymous,EN-GB,5,2,2,4,5,6,4,3|2|1|4,32,female,3,,"$60,000 to $84,999",4,72500,2a015178,0d5d072c,United States,,one-off,volcano,FL_17,Doctors|Donor|Firefighters
11/03/2019 10:31,11/03/2019 10:34,0,100,152,1,11/03/2019 10:34,R_2t5W5sWwyGYl4JH,,,,,anonymous,EN-GB,7,5,7,5,5,5,4,3|2|1|4,37,female,5,,"$115,000 to $149,999",6,132500,90b01c6d,f6f9be81,Thailand,,rule,healthcare,FL_33,Firefighters|Donor|Doctors
11/03/2019 10:31,11/03/2019 10:34,0,100,183,1,11/03/2019 10:34,R_uwxrcLT1dJJnbcl,,,,,anonymous,EN-GB,2,2,1,7,7,7,4,4|2|3|1,54,female,6,,"$40,000 to $59,999",3,50000,9099f654,13f77fe1,United States,,rule,volcano,FL_18,Doctors|Donor|Firefighters
11/03/2019 10:32,11/03/2019 10:35,0,100,143,1,11/03/2019 10:35,R_Ug9D8gVooW3WhFf,,,,,anonymous,EN-GB,4,4,4,6,6,7,4,2|1|4|3,56,male,2,,"$40,000 to $59,999",3,50000,4cbd6d30,31331f42,United States,,rule,volcano,FL_18,Firefighters|Donor|Doctors
11/03/2019 10:33,11/03/2019 10:35,0,100,116,1,11/03/2019 10:35,R_1QbCibvFgFiFgXG,,,,,anonymous,EN-GB,6,6,5,6,4,5,4,2|1|3|4,29,male,4,,"$25,000 to $39,999",2,32500,c1d74c28,94dfed6c,United States,,one-off,volcano,FL_17,Donor|Firefighters|Doctors
11/03/2019 10:34,11/03/2019 10:35,0,100,101,1,11/03/2019 10:35,R_2uJSvTQrPfmn7SE,,,,,anonymous,EN-GB,7,3,5,5,3,2,4,3|4|1|2,45,male,5,,"$115,000 to $149,999",6,132500,9d0055a1,8e06e61d,United States,,one-off,healthcare,FL_32,Doctors|Firefighters|Donor
11/03/2019 10:31,11/03/2019 10:36,0,100,301,1,11/03/2019 10:36,R_1po26dGfQNLTYjt,,,,,anonymous,EN-GB,1,2,2,6,7,6,4,2|3|1|4,38,male,5,,"$40,000 to $59,999",3,50000,a9b32363,29758023,Kenya,,one-off,volcano,FL_17,Donor|Doctors|Firefighters
11/03/2019 10:35,11/03/2019 10:36,0,100,98,1,11/03/2019 10:36,R_3luevUiZhGEWhmJ,,,,,anonymous,EN-GB,3,4,1,7,6,7,4,3|1|4|2,50,female,8,,"$40,000 to $59,999",3,50000,12158a20,ed226b3f,United States,,rule,volcano,FL_18,Firefighters|Donor|Doctors
11/03/2019 10:35,11/03/2019 10:37,0,100,112,1,11/03/2019 10:37,R_3s60Cuvicb8SFZ2,,,,,anonymous,EN-GB,6,5,6,5,6,6,4,4|2|3|1,33,female,5,,"$25,000 to $39,999",2,32500,1771fd78,c6834c3a,United States,,one-off,healthcare,FL_32,Firefighters|Donor|Doctors
11/03/2019 10:36,11/03/2019 10:38,0,100,144,1,11/03/2019 10:38,R_3qJ6Hrxfb7j9h91,,,,,anonymous,EN-GB,6,5,6,4,2,6,4,1|3|4|2,48,female,5,,"$85,000 to $114,999",5,100000,7960895d,39041068,United States,,one-off,volcano,FL_17,Doctors|Donor|Firefighters
11/03/2019 10:37,11/03/2019 10:38,0,100,76,1,11/03/2019 10:38,R_1g6JBO72uOAoAuT,,,,,anonymous,EN-GB,4,4,5,3,4,5,4,4|3|1|2,25,male,5,,"$25,000 to $39,999",2,32500,7b21eacb,3b699402,United States,,one-off,healthcare,FL_32,Donor|Doctors|Firefighters
11/03/2019 10:37,11/03/2019 10:39,0,100,133,1,11/03/2019 10:39,R_3m9sjC6ATSf3C9l,,,,,anonymous,EN-GB,5,4,5,7,7,7,4,3|2|4|1,28,male,5,,"$60,000 to $84,999",4,72500,7f27e673,f710fc12,United States,,rule,volcano,FL_18,Firefighters|Donor|Doctors
11/03/2019 10:36,11/03/2019 10:39,0,100,184,1,11/03/2019 10:39,R_2viYKlWHAF5mjkQ,,,,,anonymous,EN-GB,3,3,4,4,6,6,4,1|2|4|3,47,female,2,,"$60,000 to $84,999",4,72500,73bba376,2b264a1f,United States,,rule,healthcare,FL_33,Doctors|Firefighters|Donor
11/03/2019 10:37,11/03/2019 10:39,0,100,96,1,11/03/2019 10:39,R_2BaL3cgf4SoUzVr,,,,,anonymous,EN-GB,5,5,4,6,6,5,4,2|1|4|3,31,female,6,,"$60,000 to $84,999",4,72500,1c8bd556,5ec18095,United States,,rule,volcano,FL_18,Doctors|Firefighters|Donor
11/03/2019 10:37,11/03/2019 10:39,0,100,136,1,11/03/2019 10:39,R_1qao0aG7mJcQV0d,,,,,anonymous,EN-GB,3,3,3,5,6,6,4,2|3|1|4,37,male,6,,"$85,000 to $114,999",5,100000,ebf6ed2a,8d603e1a,United States,,rule,healthcare,FL_33,Doctors|Firefighters|Donor
11/03/2019 10:38,11/03/2019 10:39,0,100,59,1,11/03/2019 10:39,R_11dsLvc6YgvBHmk,,,,,anonymous,EN-GB,5,2,4,5,5,6,4,1|2|4|3,32,male,7,,"$60,000 to $84,999",4,72500,63e6ddc4,849f0a98,United States,,one-off,volcano,FL_17,Firefighters|Doctors|Donor
11/03/2019 10:39,11/03/2019 10:40,0,100,61,1,11/03/2019 10:40,R_w1rNb6rLBDXoiOJ,,,,,anonymous,EN-GB,1,1,1,6,7,7,4,3|1|2|4,62,female,2,,"Less than $9,999",0,5000,37f0d54f,d2ae8abf,United States,,one-off,volcano,FL_17,Firefighters|Donor|Doctors
11/03/2019 10:38,11/03/2019 10:40,0,100,105,1,11/03/2019 10:40,R_AcUuEV7bFKqHaox,,,,,anonymous,EN-GB,4,3,5,4,4,4,4,4|3|1|2,28,male,5,,"$10,000 to $24,999",1,17500,2d18fdfe,db389127,India,,rule,healthcare,FL_33,Doctors|Donor|Firefighters
11/03/2019 10:40,11/03/2019 10:41,0,100,72,1,11/03/2019 10:41,R_3Djx1wEhhDCV5Cs,,,,,anonymous,EN-GB,6,5,5,5,3,5,4,1|4|2|3,33,other,4,,"Less than $9,999",0,5000,299da49c,34fcae0e,United States,,one-off,healthcare,FL_32,Firefighters|Donor|Doctors
11/03/2019 10:40,11/03/2019 10:42,0,100,102,1,11/03/2019 10:42,R_3QDy0Adv54GffYA,,,,,anonymous,EN-GB,3,2,3,6,6,6,4,3|4|2|1,32,male,4,,"$40,000 to $59,999",3,50000,2bb11449,da55bb22,United States,,rule,healthcare,FL_33,Firefighters|Donor|Doctors
11/03/2019 10:40,11/03/2019 10:43,0,100,137,1,11/03/2019 10:43,R_3NPaE7XByPzrLY3,,,,,anonymous,EN-GB,5,5,5,5,5,6,4,3|1|4|2,38,female,2,,"$10,000 to $24,999",1,17500,b2d8cfb8,c9f55577,United States,,one-off,volcano,FL_17,Donor|Firefighters|Doctors
11/03/2019 10:42,11/03/2019 10:44,0,100,96,1,11/03/2019 10:44,R_xtS4PX0Tvbe5bvr,,,,,anonymous,EN-GB,6,6,6,6,7,7,4,1|2|4|3,43,male,5,,"$150,000 to $199,999",7,175000,c38774ad,a871eee6,United States,,one-off,healthcare,FL_32,Doctors|Firefighters|Donor
11/03/2019 10:43,11/03/2019 10:45,0,100,100,1,11/03/2019 10:45,R_5uThZPpqjqQC3QJ,,,,,anonymous,EN-GB,1,1,1,7,7,7,4,4|3|1|2,56,female,6,,"$85,000 to $114,999",5,100000,25dbac4a,08e31153,United States,,rule,healthcare,FL_33,Doctors|Firefighters|Donor
11/03/2019 10:44,11/03/2019 10:45,0,100,85,1,11/03/2019 10:45,R_1JPduMF75E7hHes,,,,,anonymous,EN-GB,5,5,5,6,5,6,4,4|3|2|1,37,female,4,,"$40,000 to $59,999",3,50000,94a26646,37db733f,United States,,one-off,healthcare,FL_32,Donor|Firefighters|Doctors
11/03/2019 10:43,11/03/2019 10:46,0,100,167,1,11/03/2019 10:46,R_3PmYQAX8mZ7xVEN,,,,,anonymous,EN-GB,2,2,2,6,6,6,4,1|3|4|2,36,female,5,,"$85,000 to $114,999",5,100000,149cd89c,3e821ac8,United States,,rule,volcano,FL_18,Firefighters|Donor|Doctors
11/03/2019 10:45,11/03/2019 10:47,0,100,99,1,11/03/2019 10:47,R_2sSdb9u3CprLKxu,,,,,anonymous,EN-GB,5,5,4,5,5,3,4,3|4|2|1,55,male,6,,"$40,000 to $59,999",3,50000,94b8c567,cdb788a5,United States,,one-off,volcano,FL_17,Doctors|Firefighters|Donor
11/03/2019 10:44,11/03/2019 10:47,0,100,166,1,11/03/2019 10:47,R_3DhhMZKyEETzutT,,,,,anonymous,EN-GB,5,4,4,6,5,6,4,2|3|4|1,34,female,2,,"$10,000 to $24,999",1,17500,da512685,237b425e,United States,,one-off,volcano,FL_17,Donor|Firefighters|Doctors
11/03/2019 10:47,11/03/2019 10:48,0,100,42,1,11/03/2019 10:48,R_cNskhgiIAf7m55T,,,,,anonymous,EN-GB,5,3,4,6,3,5,4,1|3|2|4,22,female,4,,"$25,000 to $39,999",2,32500,1599176d,eb616ee4,United States,,one-off,healthcare,FL_32,Firefighters|Doctors|Donor
11/03/2019 10:46,11/03/2019 10:48,0,100,114,1,11/03/2019 10:48,R_2cuVvPZcxEcqXn5,,,,,anonymous,EN-GB,5,1,1,4,6,7,4,3|1|2|4,38,female,5,,"$115,000 to $149,999",6,132500,a361ea53,7d33b0b8,United States,,rule,healthcare,FL_33,Firefighters|Donor|Doctors
11/03/2019 10:47,11/03/2019 10:49,0,100,93,1,11/03/2019 10:49,R_1cXRTSrAUQ4HtYl,,,,,anonymous,EN-GB,6,6,6,3,2,5,4,1|2|3|4,58,female,6,,"$40,000 to $59,999",3,50000,5321c32a,dca29475,United States,,rule,volcano,FL_18,Donor|Doctors|Firefighters
11/03/2019 10:48,11/03/2019 10:50,0,100,98,1,11/03/2019 10:50,R_3PgXmGkLX7hXNfo,,,,,anonymous,EN-GB,6,5,6,4,3,5,4,4|2|1|3,26,male,5,,"$60,000 to $84,999",4,72500,3dbffcbb,c519e5b5,United States,,rule,healthcare,FL_33,Doctors|Donor|Firefighters
11/03/2019 10:50,11/03/2019 10:52,0,100,85,1,11/03/2019 10:52,R_3CTKDBG45m4kq9l,,,,,anonymous,EN-GB,5,3,2,6,6,7,4,3|4|2|1,27,male,4,,"$60,000 to $84,999",4,72500,0c7a72b4,727d195c,United States,,rule,volcano,FL_18,Firefighters|Doctors|Donor
11/03/2019 10:49,11/03/2019 10:52,0,100,172,1,11/03/2019 10:52,R_Q049AtuMlfwCnEB,,,,,anonymous,EN-GB,6,5,3,7,6,7,4,2|4|1|3,50,female,5,,"$25,000 to $39,999",2,32500,63f4bd71,29272e3b,United States,,one-off,healthcare,FL_32,Doctors|Firefighters|Donor
11/03/2019 10:52,11/03/2019 10:53,0,100,45,1,11/03/2019 10:53,R_1Om11YzO9L0ub52,,,,,anonymous,EN-GB,5,4,5,6,6,7,4,1|2|4|3,30,male,6,,"$115,000 to $149,999",6,132500,cbcaa7cb,77b36dd0,United States,,one-off,volcano,FL_17,Doctors|Donor|Firefighters
11/03/2019 10:52,11/03/2019 10:54,0,100,82,1,11/03/2019 10:54,R_25LUz5vSvzsMVwc,,,,,anonymous,EN-GB,1,1,1,7,7,7,4,2|4|3|1,54,male,5,,"$25,000 to $39,999",2,32500,527e83cd,bd36fb0f,United States,,one-off,volcano,FL_17,Doctors|Firefighters|Donor
11/03/2019 10:54,11/03/2019 10:56,0,100,121,1,11/03/2019 10:56,R_2374ydlP4epEFNV,,,,,anonymous,EN-GB,1,1,1,7,7,1,4,4|3|1|2,68,male,6,,"$40,000 to $59,999",3,50000,3c5afbaa,b7488a3d,United States,,one-off,healthcare,FL_32,Firefighters|Doctors|Donor
11/03/2019 10:56,11/03/2019 10:59,0,100,131,1,11/03/2019 10:59,R_3D0x5UBbgFk08o2,,,,,anonymous,EN-GB,1,1,1,7,7,7,4,1|4|3|2,67,female,6,,"$40,000 to $59,999",3,50000,e8f0079c,d151e701,United States,,rule,healthcare,FL_33,Doctors|Donor|Firefighters
11/03/2019 10:57,11/03/2019 10:59,0,100,87,1,11/03/2019 10:59,R_Uz5JmxkPKSl4TkZ,,,,,anonymous,EN-GB,3,3,3,5,7,7,4,4|3|1|2,54,female,2,,"$60,000 to $84,999",4,72500,9c417a0a,f683d87f,United States,,rule,volcano,FL_18,Donor|Firefighters|Doctors
11/03/2019 10:58,11/03/2019 11:00,0,100,88,1,11/03/2019 11:00,R_3npW6tnmLYRz8vk,,,,,anonymous,EN-GB,3,6,5,5,5,5,4,4|3|1|2,30,female,2,,"$150,000 to $199,999",7,175000,347bb8fc,ada922b1,United States,,rule,healthcare,FL_33,Firefighters|Donor|Doctors
11/03/2019 10:58,11/03/2019 11:00,0,100,129,1,11/03/2019 11:00,R_3h5yuEiHCLZWlMH,,,,,anonymous,EN-GB,4,3,5,5,6,6,4,3|2|4|1,43,male,3,,"$40,000 to $59,999",3,50000,4648188,2f338fc8,Colombia,,one-off,volcano,FL_17,Firefighters|Donor|Doctors
