age,Ethnicity..Simplified.,Highest.education.level.completed,Household.Income..USD...US.participants.only.,Sex,ideo,pid,ts_1,ts_2,ts_3,ts_4,ts_5,ts_6,ts_7,nfclosure_1,nfclosure_2,nfclosure_3,nfclosure_4,nfclosure_5,nfclosure_6,auth1,auth2,auth3,auth4,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,pb_1,pb_2,pb_3,pb_4,pb_5,pb_6,panic_b,gov_effect_1,gov_effect_2,gov_effect_3,seri_you_1.x,State,range,Number_of_cases_in_their_state,community.transmision,nfcl2_1,nfcl2_2,nfcl2_3,nfcl2_4,nfcl2_5,nfcl2_6,nfcl2_7,nfcl2_8,nfcl2_9,NaID_1,NaID_2,NaID_3,NaID_4,RaceID_1,RaceID_2,RaceID_3,RaceID_4,nfcog_1,nfcog_2,nfcog_3,nfcog_4,nfcog_5,nfcog_6,seri_you_1.y,covid_consp_1,covid_consp_2,covid_consp_3,pb_w2_1,pb_w2_2,pb_w2_3,pb_w2_4,pb_w2_5,pb_w2_6
41,Black,Technical/community college,$40000–$49999,Male,4,3,3,5,5,4,2,2,4,1,2,1,1,1,3,1,2,1,1,4,5,7,7,5,1,7,7,1,1,1,2,2,2,1,1,5,5,3,Delaware,101 to 500,104,"Yes, defined area(s)",6,6,2,1,1,3,4,6,2,1,7,7,7,4,3,5,3,3,4,2,1,5,5,2,1,1,1,1,1,1,1,1,1
56,White,Graduate degree (MA/MSc/MPhil/other),$100000–$149999,Female,1,4,5,2,2,2,2,3,3,3,6,3,5,5,4,1,2,1,1,1,1,7,7,3,6,7,7,2,2,1,2,1,1,1,2,6,6,1,California,1001 to 5000,2511,"Yes, widespread",6,2,6,4,3,4,4,5,5,3,7,3,7,2,6,2,6,4,4,1,1,4,5,1,2,2,1,3,3,1,1,1,1
43,White,High school diploma/A-levels,$70000–$79999,Female,5,6,5,3,2,2,3,4,2,2,3,3,3,4,3,2,1,2,2,5,2,5,5,4,4,5,5,4,2,1,3,2,2,2,5,6,2,2,Indiana,101 to 500,365,Undetermined,5,3,4,3,3,4,3,4,3,3,4,3,4,2,4,2,4,2,2,4,4,2,2,2,1,4,1,4,3,1,3,3,1
61,White,Undergraduate degree (BA/BSc/other),$100000–$149999,Female,2,1,6,1,2,2,2,5,2,2,2,2,1,6,2,1,2,1,1,1,1,7,7,1,1,7,7,4,2,1,1,1,1,2,1,2,1,1,Pennsylvania,501 to 1000,851,"Yes, defined area(s)",7,2,6,2,2,5,2,6,3,5,4,5,3,3,5,4,5,2,4,1,1,4,4,1,1,1,1,4,2,1,1,1,1
37,White,Undergraduate degree (BA/BSc/other),$100000–$149999,Female,6,5,4,2,2,3,2,2,4,2,5,2,2,2,2,2,2,1,1,6,5,3,6,6,6,2,4,1,1,1,1,1,1,1,6,6,5,5,South Carolina,101 to 500,342,"Yes, defined area(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
22,White,High school diploma/A-levels,$30000–$39999,Male,6,4,6,5,3,4,1,3,2,2,3,3,2,3,1,1,1,1,2,3,1,7,7,7,4,4,7,1,1,1,2,2,1,1,2,3,1,1,North Carolina,501 to 1000,504,"Yes, widespread",3,2,6,2,2,4,5,5,1,2,6,1,6,1,7,1,7,4,2,3,1,5,4,1,2,1,1,1,1,1,2,2,1
25,White,Undergraduate degree (BA/BSc/other),Less than $10000,Male,8,7,5,1,1,1,1,5,1,1,2,1,1,1,1,2,2,2,1,7,5,4,7,7,7,1,6,1,1,1,1,1,1,1,6,7,6,1,Florida,1001 to 5000,1373,"Yes, defined area(s)",7,3,7,1,3,5,1,7,1,7,1,7,1,7,1,7,1,5,4,1,1,5,5,1,1,1,1,1,1,1,1,3,2
59,White,Graduate degree (MA/MSc/MPhil/other),$90000–$99999,Male,5,6,5,3,2,4,2,4,3,3,2,3,4,3,4,1,2,1,1,1,1,4,4,2,1,7,7,3,2,1,3,2,3,2,1,6,2,1,New York,5001 or more,26358,Yes (defined area or widespread),4,3,4,3,3,5,3,4,3,5,4,3,4,4,3,5,3,4,2,2,4,2,2,2,1,1,1,2,1,1,1,1,1
25,White,Undergraduate degree (BA/BSc/other),$60000–$69999,Male,6,5,3,3,3,5,2,3,5,2,3,2,6,5,3,1,2,1,1,3,2,5,5,2,6,3,5,3,2,1,3,2,4,1,2,6,1,2,Kansas,51 to 100,98,Undetermined,3,1,5,3,2,3,1,5,2,5,2,6,3,5,2,5,3,4,5,1,1,4,5,2,1,3,1,3,2,1,3,3,3
47,White,Technical/community college,$30000–$39999,Male,6,5,3,6,6,6,6,2,5,6,6,5,6,5,4,1,2,1,1,1,1,7,7,5,1,7,7,4,4,4,2,3,3,1,7,5,5,1,Oregon,101 to 500,209,"Yes, widespread",7,3,3,3,2,7,3,5,5,1,7,1,7,1,7,1,7,5,5,1,1,5,5,2,1,1,1,3,3,1,2,2,1
58,White,Technical/community college,$30000–$39999,Male,7,6,3,3,4,5,4,4,4,3,4,3,2,2,2,1,2,1,1,5,5,5,4,6,6,6,6,1,1,3,1,1,1,1,5,5,2,5,Idaho,51 to 100,71,"Yes, defined area(s)",3,4,5,3,4,5,3,2,2,2,3,4,3,2,3,4,3,2,2,4,3,3,4,6,4,4,2,2,1,3,2,1,3
37,White,Graduate degree (MA/MSc/MPhil/other),$80000–$89999,Male,5,3,4,2,2,2,1,3,2,2,3,3,3,1,3,1,1,1,1,2,1,6,5,3,2,5,5,2,2,1,1,1,1,1,4,6,2,2,Illinois,1001 to 5000,1535,"Yes, widespread",1,5,3,3,3,3,3,6,3,2,5,4,4,2,5,4,4,4,4,2,3,4,4,2,1,1,1,2,2,1,1,1,1
60,White,Graduate degree (MA/MSc/MPhil/other),$100000–$149999,Male,7,6,4,4,3,4,3,5,5,3,2,2,2,2,2,2,2,2,1,6,6,3,3,7,7,2,4,4,3,4,4,3,1,1,5,3,1,7,Arizona,101 to 500,326,"Yes, widespread",3,3,6,3,6,5,3,4,3,6,2,6,2,6,2,6,2,4,5,1,2,5,5,4,5,5,3,4,4,3,4,4,1
39,White,Undergraduate degree (BA/BSc/other),$100000–$149999,Male,7,7,1,6,6,6,1,1,6,3,1,1,1,1,1,2,1,1,2,7,7,4,4,7,7,1,7,1,1,1,1,1,3,2,2,2,1,3,New Jersey,1001 to 5000,3675,"Yes, defined area(s)",4,1,4,2,4,4,1,6,4,7,1,7,1,7,1,7,1,3,5,1,2,4,4,3,1,1,1,1,3,1,3,4,4
55,White,Undergraduate degree (BA/BSc/other),Less than $10000,Female,6,7,4,2,3,3,2,5,2,3,4,3,4,6,3,1,2,1,1,4,5,6,4,5,4,6,6,1,2,1,1,1,1,2,6,4,2,6,Washington,1001 to 5000,2469,Yes (defined area or widespread),6,2,6,3,6,6,2,6,3,5,3,5,3,2,4,2,4,3,3,2,3,3,4,7,6,6,5,1,1,1,1,1,1
52,White,Undergraduate degree (BA/BSc/other),$100000–$149999,Female,6,5,1,4,4,4,5,3,5,2,2,2,2,4,3,1,1,1,1,1,1,7,7,4,4,5,5,2,2,1,1,1,1,1,6,6,6,4,Florida,1001 to 5000,1373,"Yes, defined area(s)",3,3,6,3,3,3,4,7,3,4,4,4,4,4,4,4,4,3,4,2,3,4,3,2,1,2,2,2,2,1,1,1,1
67,White,High school diploma/A-levels,$16000–$19999,Male,7,6,1,4,3,5,2,1,4,2,2,2,1,3,1,1,2,1,2,6,6,6,5,5,2,4,6,4,2,4,4,2,4,1,7,7,6,1,Kentucky,101 to 500,163,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,3,4
48,White,Technical/community college,$100000–$149999,Male,7,7,2,5,2,5,3,2,3,4,4,3,3,3,3,2,2,1,1,5,5,3,3,5,5,3,5,4,4,3,4,5,4,2,6,3,1,2,California,1001 to 5000,2511,"Yes, widespread",7,2,6,2,1,2,4,5,6,5,2,6,2,5,3,3,3,5,5,1,1,5,5,2,5,4,1,2,3,2,2,5,2
29,White,High school diploma/A-levels,$30000–$39999,Male,6,5,5,1,2,2,2,3,3,2,2,2,3,2,3,1,2,1,1,1,1,7,7,3,6,7,7,5,1,1,5,5,3,2,2,6,1,1,Arizona,101 to 500,326,"Yes, widespread",5,5,4,2,3,4,5,5,3,3,3,3,3,2,3,3,2,4,4,1,3,4,3,1,1,1,1,3,2,1,3,3,1
39,White,High school diploma/A-levels,$80000–$89999,Female,7,6,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3,3,6,2,2,2,6,6,2,2,1,2,1,1,2,5,5,2,3,Florida,1001 to 5000,1373,"Yes, defined area(s)",2,2,2,2,3,2,2,6,2,5,2,5,2,2,5,3,5,2,2,2,2,2,2,4,2,2,1,1,1,1,1,1,1
45,White,Undergraduate degree (BA/BSc/other),$100000–$149999,Male,2,2,5,1,2,2,2,5,1,6,6,6,6,6,4,1,2,1,1,4,1,4,7,4,4,4,6,4,2,1,3,4,1,1,6,6,6,3,Pennsylvania,501 to 1000,851,"Yes, defined area(s)",6,3,6,4,4,6,3,6,6,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,2,2,2,3,1,1,3,1,1
47,White,Undergraduate degree (BA/BSc/other),$30000–$39999,Female,5,4,5,3,3,3,2,4,3,2,3,3,3,3,2,2,2,2,1,4,4,4,4,4,3,5,7,4,4,2,3,3,3,1,2,3,5,1,Maine,101 to 500,118,"Yes, defined area(s)",4,3,5,3,3,6,3,5,4,3,3,4,3,3,3,5,3,3,4,2,3,3,3,1,4,4,4,4,3,2,3,3,3
68,White,Undergraduate degree (BA/BSc/other),$40000–$49999,Male,5,5,3,5,5,5,2,3,4,5,5,5,5,6,5,2,2,2,1,4,2,6,6,6,6,2,4,3,2,1,1,1,1,1,6,7,4,1,Missouri,101 to 500,255,Undetermined,2,5,6,3,4,5,6,6,6,2,6,2,6,3,5,3,3,5,5,1,1,5,5,2,1,1,1,1,1,1,1,1,1
49,White,Undergraduate degree (BA/BSc/other),Less than $10000,Male,1,4,1,2,1,2,5,4,4,3,2,3,5,2,3,1,2,1,1,1,1,7,7,1,1,6,7,4,4,1,1,2,4,2,1,1,7,1,Florida,1001 to 5000,1373,"Yes, defined area(s)",6,6,4,4,6,7,3,7,7,6,2,6,3,2,6,2,3,5,5,1,1,5,3,1,1,1,1,4,4,2,2,1,2
54,White,Undergraduate degree (BA/BSc/other),$90000–$99999,Male,2,2,4,3,2,2,2,4,2,2,3,3,5,4,4,1,2,1,1,2,1,6,6,2,2,6,6,1,2,1,1,1,1,2,1,5,6,1,New Jersey,1001 to 5000,3675,"Yes, defined area(s)",6,3,6,2,3,5,4,5,3,5,3,4,4,5,3,5,3,4,5,1,2,4,5,1,1,1,1,1,1,1,2,2,1
30,White,Doctorate degree (PhD/other),More than $150000,Male,4,3,4,6,5,4,3,3,5,5,6,5,5,6,3,2,2,2,1,1,1,6,6,3,3,6,5,3,4,1,2,2,3,2,2,6,3,1,California,1001 to 5000,2511,"Yes, widespread",2,5,4,2,6,6,1,7,6,1,5,1,4,2,5,2,4,4,5,2,3,4,4,1,3,4,1,2,1,1,1,1,1
66,White,Undergraduate degree (BA/BSc/other),$20000–$29999,Female,5,3,2,1,4,2,5,6,3,2,5,2,5,3,2,2,2,2,1,1,1,7,7,1,1,7,7,4,1,1,4,5,1,2,3,5,2,1,Missouri,101 to 500,255,Undetermined,5,3,6,2,5,7,2,6,5,5,5,5,2,4,4,4,4,2,4,2,2,4,4,1,2,2,1,1,1,1,1,1,1
32,White,Technical/community college,$70000–$79999,Male,5,4,3,4,4,4,4,4,3,2,2,2,4,5,3,1,2,2,1,3,2,5,4,6,6,7,6,4,3,2,4,4,1,2,5,6,5,2,Iowa,101 to 500,124,"Yes, widespread",6,3,6,3,3,5,4,7,5,2,6,2,6,1,6,1,6,2,3,1,2,4,3,1,1,1,1,4,3,2,3,3,2
37,Mixed,Graduate degree (MA/MSc/MPhil/other),$100000–$149999,Male,5,4,3,3,4,3,2,4,3,3,5,3,4,4,4,1,2,1,1,4,5,4,4,5,4,4,4,2,2,2,3,3,2,2,5,3,3,3,West Virginia,6 to 50,39,"Yes, defined area(s)",4,5,4,4,3,3,3,3,4,3,5,3,3,3,4,5,5,4,4,2,2,4,4,3,2,2,2,2,2,2,2,2,2
32,White,Graduate degree (MA/MSc/MPhil/other),$80000–$89999,Male,7,4,3,4,5,3,2,3,5,2,3,3,6,2,2,2,1,2,1,3,2,6,6,6,3,5,6,4,3,2,2,2,2,1,3,3,7,5,Texas,501 to 1000,715,Undetermined,6,2,3,3,3,5,2,3,3,3,5,5,3,2,6,2,6,3,4,2,2,4,4,5,3,2,1,3,3,2,3,2,2
59,White,Doctorate degree (PhD/other),$10000–$15999,Female,2,2,5,2,2,2,2,5,2,2,2,2,2,2,2,1,2,1,1,1,1,7,7,7,1,7,7,3,2,1,3,3,1,2,1,2,2,3,South Carolina,101 to 500,342,"Yes, defined area(s)",1,3,5,2,2,2,3,5,3,5,3,5,3,1,6,1,6,3,4,1,1,5,4,2,1,1,1,4,2,1,2,3,1
38,White,Undergraduate degree (BA/BSc/other),$60000–$69999,Female,4,3,6,1,1,1,1,4,6,2,5,2,1,1,1,1,2,2,1,1,1,7,7,1,1,7,7,1,1,1,3,1,1,3,1,2,3,2,Colorado,501 to 1000,921,"Yes, widespread",1,1,7,1,1,1,1,1,2,1,7,1,7,1,7,1,7,1,1,3,3,1,3,2,1,1,1,1,1,1,1,1,1
35,White,Undergraduate degree (BA/BSc/other),$20000–$29999,Male,2,2,5,3,2,2,1,5,2,3,3,3,4,3,3,2,1,1,1,2,2,2,4,3,2,5,6,1,1,1,2,1,2,2,2,5,1,1,New York,5001 or more,26358,Yes (defined area or widespread),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,4,3,4
59,White,High school diploma/A-levels,$20000–$29999,Female,6,4,4,5,1,4,4,3,4,3,5,3,1,4,2,2,2,1,1,7,1,7,7,5,2,4,7,4,3,2,2,2,5,2,6,6,6,1,Ohio,501 to 1000,564,Undetermined,6,6,4,2,3,6,6,6,3,2,6,2,6,2,6,2,6,1,4,2,3,4,3,1,1,4,1,5,4,4,4,4,5
34,White,Technical/community college,$30000–$39999,Male,6,5,6,2,2,2,2,5,3,2,2,2,3,3,2,2,1,2,1,2,2,7,6,2,2,6,6,5,3,1,3,5,1,2,1,3,5,1,Connecticut,501 to 1000,618,"Yes, widespread",3,2,3,3,3,3,3,4,3,6,2,6,2,6,2,6,2,1,1,5,5,1,1,1,3,1,3,5,3,1,2,4,1
20,White,High school diploma/A-levels,$70000–$79999,Female,5,5,5,3,3,3,2,3,3,3,4,3,4,4,3,2,1,2,1,5,4,4,6,4,4,5,6,4,4,1,4,4,1,2,3,2,4,3,Florida,1001 to 5000,1373,"Yes, defined area(s)",5,4,4,5,5,5,5,4,4,3,3,4,3,3,4,4,3,4,3,2,3,4,3,3,5,3,4,4,3,1,4,4,1
40,Other,Undergraduate degree (BA/BSc/other),$40000–$49999,Male,2,2,5,2,4,3,2,4,2,2,2,2,2,3,2,2,2,1,1,1,1,6,7,2,1,7,7,3,2,1,3,4,1,2,2,2,2,2,Texas,501 to 1000,715,Undetermined,5,3,2,2,3,3,2,3,3,5,3,5,3,5,2,6,2,5,4,1,1,4,4,2,1,1,1,4,3,1,4,4,1
53,White,Doctorate degree (PhD/other),$90000–$99999,Female,1,3,2,5,4,5,2,2,4,6,2,5,3,3,5,1,2,2,1,5,2,2,7,5,2,7,6,1,1,1,1,1,1,1,1,2,5,3,Missouri,101 to 500,255,Undetermined,6,6,6,2,5,7,3,2,6,2,3,2,5,3,3,5,3,2,5,1,1,5,5,3,1,1,1,NA,NA,NA,NA,NA,NA
33,White,Graduate degree (MA/MSc/MPhil/other),$100000–$149999,Female,2,2,4,2,1,2,1,4,2,1,2,1,1,3,1,1,2,1,2,1,1,7,7,2,3,6,7,1,1,1,1,1,1,1,3,7,3,1,Illinois,1001 to 5000,1535,"Yes, widespread",6,1,5,3,2,6,1,5,2,1,4,4,4,1,4,4,3,5,5,1,1,5,5,1,1,1,1,1,1,1,1,1,1
34,White,Graduate degree (MA/MSc/MPhil/other),$100000–$149999,Female,1,1,4,4,5,4,5,3,4,2,2,2,3,3,2,2,2,1,1,2,1,7,6,3,2,6,7,3,3,1,3,2,2,1,2,3,6,1,Tennessee,501 to 1000,667,"Yes, defined area(s)",4,3,5,3,3,3,3,5,4,5,3,5,3,4,5,5,5,3,2,2,2,4,4,1,1,1,1,3,2,1,2,1,2
30,White,Technical/community college,Less than $10000,Male,6,4,2,2,2,3,3,4,2,2,3,2,2,4,3,2,1,1,2,5,6,4,5,6,6,4,6,4,3,3,3,3,3,1,6,6,5,2,Georgia,1001 to 5000,1119,"Yes, widespread",4,5,3,5,5,4,5,5,5,2,3,4,3,2,3,2,5,4,4,2,3,4,4,4,3,3,3,2,2,2,2,2,2
45,Black,Graduate degree (MA/MSc/MPhil/other),$20000–$29999,Female,6,4,5,1,1,3,1,3,1,1,1,1,4,1,1,1,1,2,1,1,1,7,7,6,1,6,6,5,4,1,4,1,1,1,1,6,1,2,Washington D.C.,101 to 500,183,Undetermined,1,2,1,1,2,3,5,6,6,1,7,1,5,7,1,7,1,4,2,2,4,4,4,1,1,1,1,3,3,1,2,2,1
36,White,Undergraduate degree (BA/BSc/other),$70000–$79999,Female,7,6,3,3,3,2,2,3,2,3,3,2,4,3,2,2,2,1,1,4,4,2,5,5,5,2,4,4,4,1,3,2,1,2,7,7,1,1,Oklahoma,101 to 500,106,"Yes, widespread",3,3,6,2,1,3,1,4,2,2,4,2,4,1,4,1,4,4,4,2,2,4,3,2,6,6,1,1,3,1,2,1,1
58,White,Graduate degree (MA/MSc/MPhil/other),More than $150000,Female,7,6,2,5,4,5,5,3,4,2,2,2,2,2,3,1,2,1,1,6,6,3,3,5,5,4,3,3,3,1,3,1,1,2,6,5,5,3,Florida,1001 to 5000,1373,"Yes, defined area(s)",6,3,5,3,3,3,3,4,1,5,2,5,2,6,2,6,2,4,4,2,2,4,4,2,1,1,1,4,3,1,3,1,1
47,White,High school diploma/A-levels,$80000–$89999,Female,6,5,4,2,3,5,3,4,3,3,3,3,3,3,2,2,2,2,2,1,1,1,4,6,6,4,5,3,3,3,3,3,1,1,6,6,2,4,Texas,501 to 1000,715,Undetermined,3,2,2,3,2,3,2,3,2,3,4,4,3,2,4,4,4,2,2,4,4,2,2,4,2,2,1,2,1,1,2,2,1
44,White,High school diploma/A-levels,$30000–$39999,Male,1,1,4,3,3,3,3,4,3,2,2,2,4,3,2,1,2,1,1,1,1,7,7,1,1,7,7,3,1,1,3,1,1,2,1,2,3,2,North Dakota,6 to 50,37,Undetermined,4,2,3,2,2,3,2,6,2,2,6,2,6,2,6,2,6,2,2,4,4,3,2,1,1,1,1,3,1,1,3,1,1
24,Other,Technical/community college,$50000–$59999,Female,5,4,1,1,1,4,2,5,1,1,1,2,1,1,3,2,1,1,1,1,1,7,7,1,1,7,7,3,3,1,3,3,3,1,1,1,7,1,California,1001 to 5000,2511,"Yes, widespread",1,1,6,1,7,5,1,4,4,1,1,4,6,1,1,6,4,1,5,1,5,5,5,1,1,1,1,3,3,1,2,2,2
44,White,Technical/community college,$30000–$39999,Male,6,5,5,3,3,3,2,4,4,2,1,1,1,1,1,2,2,1,2,4,5,6,5,7,7,5,6,3,3,1,3,2,3,2,2,2,4,1,Pennsylvania,501 to 1000,851,"Yes, defined area(s)",3,2,6,2,2,3,3,6,2,6,3,5,2,6,3,5,2,1,1,3,3,3,3,1,3,2,1,3,3,1,1,1,2
45,White,High school diploma/A-levels,$100000–$149999,Female,8,7,6,1,1,2,1,4,1,1,2,1,2,2,1,2,1,2,2,3,2,5,5,6,5,2,5,3,2,1,4,3,1,1,6,6,7,2,California,1001 to 5000,2511,"Yes, widespread",3,1,3,2,5,5,1,5,2,5,2,5,2,6,2,6,2,2,2,4,4,2,2,1,1,1,1,2,1,1,3,1,1
38,White,Technical/community college,$10000–$15999,Male,1,1,5,2,1,2,1,3,2,2,2,2,5,3,5,1,2,1,1,1,1,7,7,2,2,6,7,5,4,1,4,4,4,2,1,1,6,1,Georgia,1001 to 5000,1119,"Yes, widespread",6,7,3,3,6,6,6,7,6,1,4,1,6,1,6,1,6,4,4,1,5,5,5,1,1,1,1,3,3,1,1,3,4
20,White,Undergraduate degree (BA/BSc/other),$90000–$99999,Male,7,6,3,4,3,5,3,2,3,4,3,5,3,5,6,2,2,1,2,2,2,6,4,5,3,4,5,2,2,2,2,2,2,1,5,6,4,2,Wisconsin,101 to 500,457,"Yes, defined area(s)",5,4,4,4,4,5,5,5,3,6,3,3,5,2,5,4,3,4,4,2,3,4,4,3,1,2,1,NA,NA,NA,NA,NA,NA
20,White,Technical/community college,More than $150000,Male,6,5,1,4,5,5,6,2,6,2,2,2,2,2,2,1,2,1,1,2,2,6,7,7,2,5,6,2,2,1,2,3,1,2,6,6,4,1,Pennsylvania,501 to 1000,851,"Yes, defined area(s)",2,2,2,2,5,5,2,2,2,4,2,5,2,2,3,5,3,2,4,2,2,4,5,1,1,1,1,3,2,1,2,4,1
58,White,Graduate degree (MA/MSc/MPhil/other),$100000–$149999,Male,8,7,4,3,3,4,2,3,3,3,5,2,3,4,2,2,1,2,1,1,1,6,7,5,6,4,3,1,1,1,1,1,1,1,6,6,1,2,North Carolina,501 to 1000,504,"Yes, widespread",3,2,5,3,3,5,2,4,3,4,3,5,3,1,7,1,7,4,5,1,2,4,4,1,2,2,1,1,1,1,1,1,1
37,White,Undergraduate degree (BA/BSc/other),$90000–$99999,Female,7,6,6,1,1,6,1,3,3,3,1,3,6,1,3,2,1,2,2,4,5,6,6,2,1,4,6,5,5,5,5,5,1,2,5,6,4,1,Virginia,101 to 500,391,"Yes, defined area(s)",3,2,3,1,3,3,3,6,2,6,2,1,4,5,1,1,4,4,4,1,1,5,5,1,1,1,1,4,4,4,4,4,1
24,White,Undergraduate degree (BA/BSc/other),More than $150000,Female,2,2,6,1,1,2,1,5,1,2,2,2,3,1,1,1,2,1,1,4,2,6,5,6,2,7,7,3,3,1,2,4,1,2,3,6,4,2,California,1001 to 5000,2511,"Yes, widespread",3,2,2,2,3,3,2,5,4,3,5,3,5,4,4,4,4,2,2,4,3,2,2,1,1,1,1,1,1,1,1,2,1
34,White,Undergraduate degree (BA/BSc/other),$100000–$149999,Female,5,4,1,1,1,1,2,5,2,2,2,2,2,4,2,1,2,1,1,4,1,7,4,4,2,5,7,4,2,1,2,3,1,2,1,1,3,2,California,1001 to 5000,2511,"Yes, widespread",4,4,5,2,2,3,4,3,2,1,6,1,6,4,4,4,4,2,3,3,3,3,4,2,4,4,3,3,2,1,1,2,1
25,White,High school diploma/A-levels,$20000–$29999,Male,4,4,6,1,1,3,2,6,3,4,3,4,4,3,4,1,2,1,1,5,5,5,7,6,5,3,4,4,1,1,4,3,1,2,1,1,1,1,Wisconsin,101 to 500,457,"Yes, defined area(s)",4,5,6,3,3,3,4,5,3,6,3,5,3,5,3,5,3,1,2,1,2,4,3,1,2,2,2,NA,NA,NA,NA,NA,NA
34,White,Undergraduate degree (BA/BSc/other),$60000–$69999,Male,5,5,5,2,2,4,1,2,3,2,2,2,3,3,3,1,2,2,1,5,3,4,5,3,3,5,6,1,3,1,1,1,1,1,2,5,3,1,Texas,501 to 1000,715,Undetermined,2,2,3,4,5,5,2,5,3,3,5,3,4,5,3,5,3,4,4,1,2,5,4,1,1,1,1,1,1,1,1,1,1
36,Black,Undergraduate degree (BA/BSc/other),$60000–$69999,Male,5,3,4,3,4,3,2,3,2,3,3,4,5,3,4,2,2,1,2,1,1,7,7,2,1,7,7,5,4,1,3,3,2,2,3,5,2,1,Hawaii,51 to 100,70,Undetermined,4,5,5,4,3,4,3,5,4,1,4,1,5,1,5,1,5,2,3,3,2,3,4,1,3,2,1,4,3,1,2,3,2
22,White,No formal qualifications,Less than $10000,Male,4,3,5,2,1,3,1,2,1,1,6,1,7,6,2,1,2,2,2,2,3,6,5,4,2,5,7,2,1,1,1,3,1,1,1,6,6,1,Massachusetts,1001 to 5000,1159,"Yes, widespread",3,1,6,3,2,5,3,2,1,5,6,3,6,5,3,5,2,2,1,2,3,4,3,1,2,1,1,1,1,1,2,3,1
57,Black,Technical/community college,$40000–$49999,Female,2,2,6,2,2,2,3,4,4,2,4,2,3,3,4,2,1,1,1,1,1,7,7,2,2,6,7,2,1,1,3,1,1,2,3,4,1,4,Illinois,1001 to 5000,1535,"Yes, widespread",3,3,4,3,4,4,3,3,2,6,2,6,3,4,3,6,3,2,2,4,4,2,1,4,4,4,4,1,1,1,1,1,1
59,White,Technical/community college,$30000–$39999,Female,7,6,4,3,4,3,2,4,3,3,3,3,4,4,2,2,1,1,1,2,1,1,7,4,2,6,5,1,1,1,1,1,1,1,7,7,2,3,Arkansas,101 to 500,230,"Yes, defined area(s)",4,1,5,3,5,5,2,2,3,4,4,3,5,3,5,3,5,4,4,2,2,3,3,3,1,1,1,1,1,1,1,1,1
23,White,Undergraduate degree (BA/BSc/other),$100000–$149999,Female,2,2,6,3,2,3,2,4,2,2,2,3,4,3,4,2,1,2,1,2,1,7,4,3,1,6,7,3,2,1,3,1,1,2,1,6,6,1,California,1001 to 5000,2511,"Yes, widespread",6,2,5,2,3,3,3,6,3,3,4,4,4,5,2,5,2,4,3,2,2,4,4,1,1,1,1,3,3,1,3,2,3
46,Mixed,Technical/community college,$50000–$59999,Female,2,1,4,5,5,4,3,3,4,4,3,3,4,4,3,2,2,1,1,1,1,7,7,1,1,7,7,5,5,1,5,5,1,2,1,1,1,1,Pennsylvania,501 to 1000,851,"Yes, defined area(s)",4,3,3,2,4,4,3,5,4,6,2,4,3,5,2,6,2,3,4,2,2,4,2,1,1,1,1,4,3,1,4,4,1
34,White,Doctorate degree (PhD/other),$90000–$99999,Female,1,1,6,1,2,3,1,5,2,1,6,1,3,3,3,1,2,1,2,1,1,7,7,2,2,6,7,3,2,1,2,2,1,1,1,5,2,1,Pennsylvania,501 to 1000,851,"Yes, defined area(s)",3,3,6,3,3,6,3,6,3,2,5,3,5,3,5,3,5,4,4,2,2,4,4,1,1,1,1,3,3,1,2,1,1
32,White,High school diploma/A-levels,$70000–$79999,Male,1,1,5,1,2,2,1,4,2,1,1,2,1,2,1,1,2,1,1,1,1,7,1,1,1,7,7,1,1,1,2,3,1,2,5,7,5,3,Virginia,101 to 500,391,"Yes, defined area(s)",2,1,4,2,2,2,1,4,1,3,4,4,4,2,4,4,4,2,1,2,3,1,2,5,1,1,1,1,2,1,2,1,1
39,White,High school diploma/A-levels,$30000–$39999,Male,8,7,4,5,3,5,2,4,3,3,3,4,5,5,3,2,1,2,1,6,1,6,7,5,2,4,7,4,3,3,3,3,2,1,3,2,1,1,Florida,1001 to 5000,1373,"Yes, defined area(s)",4,3,3,2,3,5,3,6,3,2,6,2,6,2,6,1,6,2,2,5,5,4,2,1,2,2,1,1,2,2,2,2,3
22,White,Technical/community college,$80000–$89999,Male,5,4,5,2,1,1,1,4,1,1,2,5,2,2,3,2,2,2,1,1,1,7,7,4,4,4,4,3,3,1,1,2,1,2,1,1,1,5,Washington,1001 to 5000,2469,Yes (defined area or widespread),1,3,5,2,3,2,4,3,2,4,4,3,4,1,4,3,3,3,2,2,3,4,4,6,1,1,1,2,2,1,1,3,1
